rna	protein	methylation
FKBP15	0.322242323892942	0.323683222684332	0.160497524889857
RPS20	0.0596633812504027	0.323683222684332	0.0709424163075359
SSB	0.0272337992489301	0.297413982525763	1.15341201234739e-08
HBS1L	0.0460483814002174	0.545017852327191	0.0357340505885333
SNX1	0.125689681329939	0.882704857463063	0.000121108215365868
ABI1	1.20662573316688e-06	0.0280428765603968	1.38271517002839e-08
OGDHL	0.00229520507977537	0.581524840221526	5.08982780521525e-06
HSPA1B	0.000209461247882831	0.92520398580332	1.82517864795353e-07
CCS	0.00387252368224743	0.0352940789281363	0.000329343982863005
STT3A	0.554833942860681	0.066337439668659	7.82570957371319e-08
TRIM47	0.00362973354436191	0.249049634367535	0.635015439564298
CTSB	8.17161137846795e-09	0.297413982525763	4.04797819094969e-07
PALLD	0.112093593906349	0.0017366985497634	3.8342733839635e-07
COPS5	0.0212841240380747	0.798778650308696	0.00300968694987785
DMXL2	0.0236790911330332	0.337339851276747	0.635015439564298
RSF1	4.13587769357518e-10	0.0621001956660749	5.07978177240599e-08
RPS6KA1	3.81819441935438e-06	0.00222765448704881	2.01459762872798e-06
TNXB	0.00440291615159736	0.527180586796886	1.963802699222e-06
ITPK1	0.0073942683527811	0.129019967929116	4.63372275193165e-07
TNPO1	0.896337524180387	0.527180586796886	0.000356415709105902
CDK4	0.209906252657346	0.903919884354322	0.147104183820997
DCTN1	0.026534200784656	0.0259133358229601	0.694964722684859
COMMD4	0.36712440380544	0.737204567361536	0.372069371778255
SIPA1L1	0.00230817576075547	0.022045470341015	5.9663580845734e-05
PAF1	0.000939664060988266	0.42642976881125	9.80094854175039e-05
AP1M2	9.2412011969461e-05	0.619077858526091	8.80852006882758e-05
P4HB	7.84999842719631e-09	0.0621001956660749	0.00484564812565942
ISOC2	0.10393296144425	0.882704857463063	0.256332111940507
GPX3	0.270662995348826	0.946536253591906	0.000128982541986914
EXOG	0.00609095889929588	0.395388731206077	5.11619955587902e-05
HSPA4L	0.243680895102458	0.527180586796886	2.27538311338917e-05
GLDC	0.995949789776797	0.989299135232226	4.22894671337173e-05
PHYHIP	0.811429914790169	0.323683222684332	0.000199189242513648
ATP6V0A4	0.026019992439888	0.458771762212384	4.72753247317677e-06
RPL13	0.985150022832676	0.00997654988458857	0.0080013303037152
GPRC5B	0.58005346804913	0.206203739357378	5.44491483879054e-07
PAICS	0.506061246994649	0.861566339162661	0.000125422020054851
SURF4	3.73040830925636e-05	0.840525547422646	1.68391768697998e-06
LBR	0.0414556808699414	0.903919884354322	1.37985410823928e-07
ACBD3	0.287187604363437	0.0855640175760677	0.000699358000379371
ENO1	4.07355348993382e-05	0.475416330054034	0.00196325205217234
DIAPH1	8.35226279403342e-05	0.0327268594907726	2.01459762872798e-06
NUCB1	9.82277111997046e-07	0.395388731206077	0.287841231165482
UPF1	0.000634811478786762	0.638224520577462	2.73206449313913e-05
IDH3G	0.728685844057986	0.297413982525763	0.00624624538187869
SBF2	0.0360401896151467	0.861566339162661	3.72669852440846e-11
CHORDC1	0.00885424903574362	0.00997654988458857	0.00254691867513486
CTSH	0.000133993690282676	0.395388731206077	9.5068106325449e-07
SUN2	0.00308209722218935	0.657599701709421	1.54367759513417e-07
DCTN4	0.0153195592136539	0.160162216797701	0.808393295938999
PLOD3	8.40961324713858e-07	0.0380185746286904	8.77293087529767e-08
C8orf82	0.0615204264197824	0.196339861537261	5.38288227695379e-08
ARHGEF12	0.000307162216272319	0.861566339162661	6.45565800539059e-09
CAPRIN1	0.138723719657892	0.946536253591906	0.145670417270341
FTH1	3.55361533007501e-07	0.989299135232226	8.11675504821672e-07
FGG	0.0932052230252577	0.0621001956660749	1.98393956222368e-07
PPM1F	0.000852784359372703	0.177602535934548	0.602286295769318
PTK2B	6.60672420723824e-06	0.527180586796886	3.6314763019802e-07
PIK3R3	8.55639021379087e-07	0.0439707571465935	7.33744520937818e-06
CHMP7	0.222471745181826	0.0506378458495154	0.00586553968636124
TARS2	0.00347564403073412	0.657599701709421	0.0876708143553637
ERMN	0.554833942860681	0.798778650308696	3.27822474870089e-08
CNN3	0.000560318627126622	0.0352940789281363	9.5068106325449e-07
MAP2K4	0.000242457452796103	0.337339851276747	0.0767723023478923
MMS19	0.206238757765316	0.013159555065374	1.65605885032395e-08
ELP2	0.0234709444324434	0.778100035369736	0.00172931531330157
AP5Z1	1.09410208038627e-05	0.458771762212384	0.00447026576341584
AGPAT1	0.0401230453133034	0.115230920621756	0.0352825744144169
SRSF7	0.0753439754886867	0.600176829319052	0.000191205125292441
PYCARD	0.000817129098034107	0.0909747546817469	1.86587895710632e-06
SMC1A	8.92585746759626e-06	0.066337439668659	0.0202436076731795
PLEC	0.0629444010632324	0.186805714061144	2.66692164162893e-08
SF3B3	0.0539463897184599	0.92520398580332	2.21650619175928e-07
HSDL2	0.315669340289291	0.0707968528485415	0.186552293343388
F3	4.79799597805018e-11	0.600176829319052	1.07040795333412e-07
ABAT	0.24642871834614	0.00196970902536148	0.0589724273752375
IPO11	0.0133050802554512	0.92520398580332	0.00182736710137566
DMTN	0.0251814644044597	0.581524840221526	1.76470777473991e-05
PPP2R2A	0.00218152812415742	0.0171348268383309	1.03602412978198e-09
NUDT5	0.907055969201063	0.00745974248431835	2.91400249102555e-08
GUK1	0.45554509378933	0.442439114010384	7.91156969208118e-05
HSPA9	0.703414318014297	0.737204567361536	0.0210925814337259
SUPT16H	0.00894243940367088	0.757573276044816	7.89954754313751e-05
ARHGAP26	0.0131795141509072	0.563137456240358	1.62987782794752e-10
HMGCL	2.36796134119888e-06	0.0352940789281363	0.0785079208805368
NRBP1	5.21586759970049e-05	0.778100035369736	0.0123359194303004
ADPGK	5.7212443532817e-06	0.249049634367535	2.37820602622319e-09
MTDH	2.81583216997218e-05	0.272536610193182	6.23282435394646e-05
RCC1	0.00615399956031689	0.657599701709421	4.14378068579984e-08
MRPL1	0.0942374795961193	0.00317673271534061	9.55526180632899e-08
NLN	0.310797794937506	0.819589606524758	0.00150805402004242
MCCC2	0.00298205788790734	0.861566339162661	1.72773941934738e-06
STT3B	0.00258189040597931	0.249049634367535	0.00295956927952302
COPS3	0.356435892113265	0.882704857463063	0.00338275542600673
PNN	2.39301084876423e-07	0.297413982525763	0.51562471128924
EWSR1	0.0272337992489301	0.442439114010384	0.942415818823363
STAM	1.38360939581678e-07	0.260621094107696	2.45457955203764e-09
GCLM	0.0325912112162993	0.0472123053381972	3.1762208666951e-06
PRRC2A	0.0731487842939478	0.903919884354322	0.339821230272554
ADH5	0.12320121783826	0.475416330054034	2.80123763826852e-06
PKN2	0.00046962840603205	0.00397914366520677	0.121654104728067
BBOX1	0.536835583191199	0.442439114010384	0.00605319688475697
TMEM14C	0.0605860074919911	0.903919884354322	1.24835647188968e-11
PSMB4	0.0247440177278284	0.527180586796886	0.252034287704519
AP3B2	0.439359284596569	0.380365866714368	2.34245885864472e-07
AK4	0.000736340406579234	0.121980867818826	2.53221647349887e-06
PLXNC1	0.0277089922028538	0.284802455089438	1.91423933295011e-06
METTL3	0.896337524180387	0.798778650308696	4.60076728794472e-15
CADPS	0.00279081367012927	0.284802455089438	1.15341201234739e-08
SYT7	0.673517612770945	0.509627363282033	5.30080973036475e-07
RNH1	0.00165771115094092	0.108760291731593	1.10115374491327e-07
TOLLIP	3.51708847869892e-05	0.717013501094681	1.24162902552287e-05
ANO10	5.36866302554152e-05	0.840525547422646	4.43462358947872e-10
SCRN1	0.584695937592618	0.967908324432821	0.00042511753861469
SUMO1	0.0010346830409839	0.545017852327191	0.0361904449879444
TPD52L1	0.119139472392559	0.92520398580332	1.51340405311117e-08
MROH1	0.00510433527473957	0.42642976881125	9.39193441670267e-05
RNPEP	8.47071129497182e-05	0.196339861537261	4.93450156741498e-08
PHLDB1	0.000173548177776223	0.861566339162661	5.47862480052659e-06
EIF3M	0.0610517361654108	0.458771762212384	1.00727426164361e-11
NPEPPS	0.000560318627126622	0.136350311774444	3.36227386607574e-09
MOB1B	3.67595536903088e-05	0.151916015559586	3.09756781652741e-06
ZC2HC1C	1.45492870783438e-06	0.989299135232226	4.48015260461225e-05
MPST	0.974352976533975	0.000296819259876181	0.687356076850703
CGNL1	0.000126828678112368	0.337339851276747	1.33475736663906e-06
DNPEP	3.08564930780111e-06	0.657599701709421	0.0171387969024317
CDC42BPB	0.610532971588623	0.630032697932402	2.67054631932683e-05
FDXR	0.000603972376712085	0.677199220278339	0.297304569688498
HADHB	0.78789967165673	0.216405710808755	2.27538311338917e-05
WDR7	0.000986114385200118	0.563137456240358	7.74286295270927e-05
CPQ	3.36475601469009e-05	0.000767176730392205	2.23234007910146e-09
TRAPPC9	0.772318275007696	0.563137456240358	3.6932606395848e-09
PLRG1	0.0583013189793873	0.717013501094681	0.000673489407078673
MRPL19	0.439359284596569	0.00609443583916392	0.000506031474552881
CRYM	0.83513148787524	0.882704857463063	0.00405469748446184
TMEM214	0.00109850605865849	0.102566348261607	0.00254161557966029
UPP1	1.13082219099718e-09	0.00117093765421021	5.44491483879054e-07
SUN1	0.0034008533389691	0.458771762212384	1.4057457578176e-06
S100A10	1.5854531434052e-05	0.00222765448704881	8.68591143151927e-06
TBCE	0.174231670849793	0.121980867818826	0.0109696888970785
SORT1	0.00479220816933524	0.0754819199087473	0.0162010406416267
BZW1	0.000239267366769238	0.168721421805297	0.942415818823363
AP3M1	0.000160003597324479	0.136350311774444	0.000248998929416867
ALCAM	8.00923543449363e-09	0.000173073583569858	0.31436067023128
SLC4A4	0.134268088071707	0.757573276044816	1.20298294086818e-06
ABLIM2	0.710962933068305	0.882704857463063	1.21261917191838e-05
ABCC3	3.0372049327326e-11	0.0109579196942444	4.18428506750234e-09
BMP2K	0.00435632551055125	0.000414524784272683	0.00120841981914887
NXN	0.527947810069932	0.00549351816198177	6.06978077414251e-09
SAFB	0.00119398778286805	0.121980867818826	0.165160935071185
REEP2	7.25080698455359e-05	0.819589606524758	0.556404901896263
CDKN2AIP	0.0781632810637043	0.545017852327191	4.68333443768406e-05
VSIG4	4.25615871442132e-05	0.012016727348898	0.292547204653081
IKBKG	0.000340829628397704	0.492372352908265	0.0314338875553973
MECR	0.0678890366985915	0.380365866714368	0.109717653484461
FMNL1	6.82694359394407e-07	0.00222765448704881	1.41915832546975e-07
MTCH2	0.00876683644485431	0.92520398580332	0.141433285925616
FAM120A	0.982450428935573	0.442439114010384	4.51038950896716e-07
APEH	4.31873389716193e-05	0.442439114010384	0.0016476810107255
USP4	0.000553335240900884	0.00251355501078032	8.78534698460859e-07
HLA-DRA	3.11657863628484e-08	0.00152746149257962	0.297304569688498
SRSF5	0.127370296201455	0.0472123053381972	7.0294674891282e-12
MON2	0.389093092610009	0.115230920621756	4.39001323929107e-06
STXBP3	0.0030150702935477	0.638224520577462	0.108576784435202
FAS	1.69407797334322e-06	0.020295220168377	5.00456057542448e-05
COMMD9	0.000634811478786762	0.475416330054034	0.0776361612084348
ILKAP	0.780097932195319	0.757573276044816	0.361115247295684
ETHE1	5.06719934056328e-05	0.177602535934548	0.00664905388047114
LSP1	4.92255339526954e-05	0.143981966274657	3.1762208666951e-06
PDCD10	0.00279081367012927	0.0239155168598644	0.00492406237870866
DYSF	0.000596483518355773	0.638224520577462	0.0014042919957541
USP39	0.0100635732237912	0.757573276044816	0.00476836538559153
NUDT1	0.0996848671365032	0.717013501094681	1.33475736663906e-06
RAB18	0.172096007687817	0.00317673271534061	1.34036308712447e-09
CCAR1	6.0406803683395e-07	0.297413982525763	0.71027387188489
MICAL1	0.0315062113692427	0.967908324432821	3.78292733463275e-06
FUS	0.459643362970776	0.0580748216074045	0.0475609007172061
HYOU1	0.000446351280044169	0.0186609718875455	0.00634483305975719
HGS	0.00391441080485993	0.136350311774444	0.0371181538282352
SUMF2	5.6313698641796e-07	0.102566348261607	0.995883285268946
FERMT3	1.14631188928716e-06	0.022045470341015	2.91400249102555e-08
RPL31	0.0106697618836761	0.0707968528485415	0.000907954271982657
SERPING1	8.33718623872109e-09	0.216405710808755	1.72413650751381e-05
CAMK2B	0.234233284114602	0.757573276044816	5.07978177240599e-08
GAPDH	2.42453127121532e-05	0.249049634367535	0.127991516755624
PTGES2	0.0279492583339293	0.151916015559586	0.0326747109619685
CAB39L	0.966258166631678	0.206203739357378	0.039034419420409
COPG2	0.000962629767808477	0.69700565276909	2.28552964170938e-06
CRIP2	0.00192502034055688	0.177602535934548	5.16038560021585e-07
BIRC6	0.00015153343593687	0.0259133358229601	0.000977378981702066
ACOX3	0.0624667454124776	0.310376148524238	0.0132644683792942
LHPP	0.000248957690504486	0.00494339971111812	5.02355206521678e-07
COL12A1	0.0877667148198197	0.143981966274657	1.68391768697998e-06
TBC1D13	0.00336401011669341	0.946536253591906	0.0038603494519467
MYCBP2	3.89839891667455e-05	0.196339861537261	1.55876904437101e-06
USP10	0.115183429367576	0.69700565276909	8.33397973496371e-07
ITGB4	0.000452067425848585	0.0352940789281363	6.49943340272809e-06
NUFIP2	0.673517612770945	0.0280428765603968	4.76030581252651e-07
RTN4	0.000112005791062197	0.216405710808755	1.07040795333412e-07
PSMG2	0.944691258393925	0.778100035369736	8.89688938859883e-06
ANKRD17	3.67595536903088e-05	0.861566339162661	4.58322923321084e-10
PSMA4	0.573122346673932	0.989299135232226	0.155934322611244
AKAP13	0.172096007687817	0.0754819199087473	2.38220987923365e-05
TTLL12	0.301204297439306	0.00609443583916392	7.60484588643313e-08
ARSA	1.9379206844727e-06	0.946536253591906	0.0279510716311707
NIPSNAP1	0.00885424903574362	0.69700565276909	0.00076812385737694
SLC44A2	0.000951082707254415	0.0352940789281363	0.512297745035083
ATM	2.65965820410923e-06	0.310376148524238	0.0395264078400238
COX7A2	0.14421981219783	0.226944149696647	4.28534992033714e-05
DECR1	0.693394910315144	0.0303128121108143	0.00229375484897015
MAGI2	0.0184206491116983	0.066337439668659	1.74361994571967e-10
PDP1	0.95547063719574	0.751597893994822	5.0588082586531e-10
CRBN	3.78562645206657e-05	0.563137456240358	5.74454042581548e-07
HINT1	0.0916047037508839	0.226944149696647	0.0639853506628235
PLIN3	2.06976326527887e-07	0.351338600268361	0.000286544152564109
SUGP2	0.00885424903574362	0.249049634367535	0.0275854480114793
COLGALT1	2.32888537026015e-06	0.00102032104568968	1.77504190070988e-07
C1QB	3.24972475039316e-07	0.657599701709421	2.79492860930809e-05
ACSF2	4.09050170165868e-11	0.527180586796886	4.28370532428053e-11
LSS	0.000773404928788788	0.798778650308696	0.386048301178606
HAPLN2	9.21517204925355e-05	0.989299135232226	1.42372377543908e-10
SPIRE1	2.0378091566421e-06	0.310376148524238	0.0785079208805368
LPP	0.00596657931541375	0.0542572907247079	3.53399957869862e-07
PAPSS1	0.0325912112162993	0.066337439668659	1.81869362912568e-06
HSD17B4	0.0629444010632324	0.36568326411358	0.000536048603855964
CNOT2	0.605797768294625	0.946536253591906	0.00043347120637713
PSMD6	0.582372542898627	0.778100035369736	1.51907691161322e-06
CARS2	0.00754507190443534	0.563137456240358	5.00456057542448e-05
WASF3	0.00532250901706348	0.013159555065374	7.82570957371319e-08
STAG2	0.000226896655830837	0.0754819199087473	8.89688938859883e-06
VWA8	0.00208483161364959	0.297413982525763	0.00186319558939916
COPS6	0.00421922276895674	0.677199220278339	0.729575326412009
SEC16A	0.00444995796551646	0.395388731206077	0.00276662234741666
TCP11L1	0.00939526565826731	0.42642976881125	3.33931221970506e-06
TOR1AIP1	0.207456049260719	0.581524840221526	0.00333073220911239
RPL27A	0.570820734638027	0.0171348268383309	0.0014042919957541
COPS7A	0.269193747137263	0.395388731206077	0.000739896846399307
INPP5K	0.0218621869451874	0.798778650308696	1.07040795333412e-07
ACAP2	0.127370296201455	0.946536253591906	0.000199189242513648
FHL1	0.461700213631423	0.136350311774444	0.160497524889857
RPL9	0.00199208101567185	0.323683222684332	0.00824924151416382
PCP4	0.000457851828870952	0.410742719922996	4.52241683620178e-08
CIAPIN1	0.00359063942305008	0.819589606524758	3.02078498793501e-06
FNDC3A	0.693394910315144	0.967908324432821	6.65373625002482e-05
NUP35	0.843066897542385	0.226944149696647	0.745141520482608
PREP	0.24095466870157	0.861566339162661	0.00137940096221108
GPM6B	0.29181008303411	0.143981966274657	0.495832339143685
ZYX	7.98368702498144e-07	0.0352940789281363	5.09546594967129e-11
CMAS	0.352917083323432	0.657599701709421	0.570339504800206
MAPK1	0.512576716197975	0.136350311774444	1.68445501791971e-05
HNRNPM	0.140537534661021	0.475416330054034	0.0366517989082306
ECH1	0.328903972212026	0.475416330054034	0.00371454334593694
GRAMD4	0.00135962922407545	0.160162216797701	1.23290695585218e-07
AEBP1	3.27536255071564e-09	0.0352940789281363	2.46894088393449e-06
RFC4	0.253393048772128	0.323683222684332	0.0169582960362623
RAB1A	0.00543472391814598	0.323683222684332	1.86672088994061e-08
ELAVL1	0.026534200784656	0.42642976881125	4.09860071837522e-05
SCAMP1	0.00554907026825682	0.351338600268361	0.00332700059178614
AGPAT4	0.0560886656578986	0.92520398580332	0.0108087305980299
FCHO2	0.302789367490561	0.0472123053381972	0.00758142271377971
TGFBI	1.33654159883834e-06	0.206203739357378	0.000248998929416867
RGS12	0.150841142269581	0.92520398580332	3.42384021863916e-06
GC	0.221521342538947	0.410742719922996	4.93450156741498e-08
IQGAP2	0.00408604540018139	0.0380185746286904	1.82517864795353e-07
RPS6KA2	0.058752440597883	0.657599701709421	7.39002456213375e-08
SACM1L	0.00115216494170136	0.0259133358229601	6.42291090284756e-05
PCYT1A	0.0199868245761116	0.0707968528485415	0.00267452163761793
ITM2C	3.78562645206657e-05	0.527180586796886	0.00889934638338286
PFN1	0.213620730309052	0.0472123053381972	0.0162675771524049
PELP1	0.0486940764788658	0.69700565276909	0.00484564812565942
UQCR10	0.510400045337157	0.323683222684332	5.58680183680648e-05
DPYD	0.00123720933852342	0.0067480886887895	0.00037071900658543
GTF3C3	0.896337524180387	0.108760291731593	0.000158857673503878
LPCAT2	0.339062592309436	0.00196970902536148	4.89516468348633e-10
PRKAR1B	0.000218015362016712	0.380365866714368	7.60484588643313e-08
NUP98	0.0596633812504027	0.840525547422646	0.353033829794497
RETSAT	3.13533049969197e-07	0.657599701709421	0.0709424163075359
RPE	0.208678544828796	0.882704857463063	0.000298208473541185
PNPT1	0.34421659519737	0.458771762212384	0.946522572838712
INPP1	0.143292381423486	0.00117093765421021	0.0251397261060933
HPCA	0.0636664353940287	0.638224520577462	1.70644993033071e-08
EIF3L	0.0354446216895955	0.882704857463063	0.0196080142494941
MYO1D	0.561658572765331	0.69700565276909	3.06023459300895e-09
TOM1L2	0.0157532456328721	0.121980867818826	0.0371181538282352
CNDP2	5.34860277267927e-09	0.989299135232226	1.41915832546975e-07
AHSA1	0.404173866478457	0.0280428765603968	0.00367450165313342
GCLC	0.0062176690635809	0.0327268594907726	7.57756158911394e-05
CASP6	1.75212010212697e-06	0.00823187523679041	1.38271517002839e-08
COX7C	0.225048165704963	0.323683222684332	0.412005219935119
C6	0.0186612467579208	0.337339851276747	6.22397320795861e-07
PLEKHA2	5.76941899712573e-05	9.2925413997239e-07	1.92959112617199e-07
SH3PXD2B	6.47009903512753e-05	0.0143895777953175	2.73152000356147e-06
ANXA6	0.0034008533389691	0.840525547422646	2.49379786774479e-05
SPCS2	0.0601232269857222	0.151916015559586	0.000648512707369226
HAGH	0.00276005116242696	0.0707968528485415	1.36980937617942e-06
SACS	0.00285328002921496	0.237826335178484	1.50104103052828e-07
TOMM40	0.00223140259867074	0.102566348261607	0.88920668079083
SGTA	0.0479254500512328	1	6.060029736404e-07
ENY2	0.127370296201455	0.458771762212384	1.46404132323352e-05
TBC1D9B	6.65745474635611e-05	0.129019967929116	1.77504190070988e-07
GGH	0.16684261970303	0.563137456240358	3.06040728580305e-05
ELP3	0.00119398778286805	0.903919884354322	0.252034287704519
STMN2	0.0029170204332607	0.129019967929116	0.124158979343383
GDAP1	1.65995839638354e-05	0.129019967929116	0.000486898707429293
COX7A2L	0.0015106506265936	0.323683222684332	3.97574444737544e-06
MCM3	0.0151773511666633	0.186805714061144	0.00241477595035609
EXOC1	0.751686063622809	0.151916015559586	0.0188948183085825
NECAP2	4.34896480226695e-06	0.080403094958351	0.0441958798642711
HECTD1	0.000303179923971368	0.989299135232226	0.0150924668015941
EVL	0.0962515981562432	0.619077858526091	6.39218730677067e-07
DDX6	8.47071129497182e-05	0.260621094107696	4.76030581252651e-07
SNX3	1.96271597749073e-05	0.284802455089438	1.01138940844446e-07
FAM3C	0.491029602627693	0.284802455089438	0.21945627785865
ACTN1	1.30912657663235e-07	0.226944149696647	2.88227561097018e-10
STRN3	4.92255339526954e-05	0.600176829319052	4.51038950896716e-07
COMMD10	1.40644450966309e-06	0.657599701709421	8.55679773450255e-07
ACO2	0.0414556808699414	0.0909747546817469	0.92600519159995
ACOT9	4.57787023268411e-05	0.237826335178484	0.958850928042469
SETD7	0.242315085123877	0.69700565276909	3.68644417354833e-08
NUP155	0.0110917195962177	0.967908324432821	0.162040807926649
DNAJC6	0.0148964183940345	0.36568326411358	1.05579521203715e-06
SPTBN1	0.184087505257964	0.458771762212384	4.27315343152606e-07
SSR1	0.0144836092959469	0.0472123053381972	3.87818744021678e-06
VPS53	2.02313402812575e-05	0.284802455089438	1.26301717894932e-08
GAMT	7.25080698455359e-05	0.00494339971111812	2.6883355417301e-07
NBEA	2.46120111890402e-05	0.92520398580332	2.69636099005137e-10
PGRMC1	0.015900188656317	0.186805714061144	0.0530105621004682
TAGLN3	0.00688751718024348	0.42642976881125	0.0148789475070697
LRRFIP1	0.0154629389681754	0.545017852327191	1.18887809220519e-08
NDUFB10	0.266271697623834	0.442439114010384	0.00439842902593777
SLC25A40	0.00370908530428337	0.337339851276747	3.1762208666951e-06
PPP1R9B	0.0249619113209699	0.563137456240358	0.198886526498107
KHDRBS3	1.07717405399578e-05	0.00549351816198177	1.68445501791971e-05
NAP1L1	0.318944747727401	0.600176829319052	2.84007405649421e-07
PCOLCE	0.000397857669707951	0.272536610193182	2.87266101061944e-06
ARAP1	6.84993666013177e-05	0.022045470341015	3.72669852440846e-11
RNASEL	4.34896480226695e-06	0.0580748216074045	5.61442745773864e-06
ACSS1	0.00125193460705496	0.527180586796886	3.57955420195942e-09
PSMC4	1.38058949540519e-05	0.798778650308696	0.0241504338319343
ELMO1	0.000634811478786762	0.410742719922996	2.40718466674069e-06
SIRT2	0.000782937916024358	0.297413982525763	6.04144061738686e-06
A2M	0.120751394564998	0.581524840221526	1.50104103052828e-07
ITGB2	2.6159708078301e-06	0.00282872703992095	1.08377212751452e-06
RIN1	2.0378091566421e-06	0.151916015559586	1.29801706234742e-09
CD81	7.15383060841334e-06	0.066337439668659	0.00167699584466477
TSC22D4	6.11025651647087e-05	0.0067480886887895	0.522312126788815
FGA	0.584546773662271	0.0855640175760677	1.23290695585218e-07
MYBBP1A	0.349420329074001	0.475416330054034	0.0685575350203927
FHIT	0.356435892113265	0.0966387135405686	1.45954440819371e-07
EPS8	0.000303179923971368	0.380365866714368	7.39002456213375e-08
VASP	5.59511491480898e-10	0.0280428765603968	5.75344904974972e-06
G3BP1	0.736326653470083	0.475416330054034	0.000977378981702066
NTRK2	0.00032781892371701	0.0472123053381972	0.00568314264622972
TPM4	0.0385085098894899	0.0707968528485415	6.060029736404e-07
SEH1L	0.429413133112365	0.669647684955289	0.00042511753861469
ARHGAP5	8.0062389311665e-05	0.778100035369736	4.61235524537232e-06
TBC1D24	0.0228560041961101	0.237826335178484	0.0717523345806558
MTOR	0.146088469069925	0.861566339162661	1.89195058715004e-05
OCIAD2	2.83477173158844e-11	0.022045470341015	2.02790265946174e-05
DDX46	0.00249681123854647	0.989299135232226	4.39022584868204e-07
HDAC1	2.88880752782252e-06	0.36568326411358	2.0629837508402e-10
EIF3I	0.0110917195962177	0.69700565276909	0.0075834131629396
TMEM87A	0.26192968248972	0.882704857463063	0.000298208473541185
NUP93	0.000683826467788781	0.967908324432821	2.79492860930809e-05
PHKB	0.00408604540018139	0.395388731206077	3.51832993343353e-10
TEX264	1.81207076810215e-06	0.108760291731593	0.921907174348906
PACSIN2	0.0175978345982765	0.284802455089438	9.55526180632899e-08
PPP1CC	0.000190711732281969	0.677199220278339	7.51701492549831e-06
ATP2A2	0.34077506424645	0.657599701709421	6.56477868545495e-07
NDRG2	0.128217133979283	0.00609443583916392	0.72183336323938
PSMC6	0.0123295131817624	0.737204567361536	0.00550587719537798
MTX2	0.96086350623024	0.737204567361536	9.55960523518941e-06
IKBIP	0.000650774510024795	0.00997654988458857	6.81675458756113e-06
CTPS2	0.545797970609214	0.0855640175760677	0.00241477595035609
ANKMY2	0.118339860086048	0.581524840221526	7.30114013438302e-07
SEC24C	0.128217133979283	0.284802455089438	0.0290731129297896
MTIF2	0.000143486700025306	0.492372352908265	2.01459762872798e-06
SNX17	6.39928897447542e-06	0.249049634367535	0.0148789475070697
MOSPD2	0.0742397492719239	0.260621094107696	0.0253128254983234
CALM1	0.864303193265143	0.861566339162661	4.38172450386334e-05
OXCT1	0.000413446825761084	0.216405710808755	1.59734813542675e-06
BOP1	0.0131795141509072	0.581524840221526	3.16874766193691e-07
PSMB6	0.00710074712250598	0.778100035369736	0.16992561203979
SMARCA5	0.376182423392817	0.967908324432821	0.0168999995604087
KANK2	6.08404093261969e-08	0.177602535934548	8.50817884860316e-09
GLIPR2	0.008094838785092	0.527180586796886	4.49986881356725e-06
BCL2L13	0.000116754964454002	0.108760291731593	0.0196943282741448
GPD1	8.85702036931848e-07	0.196339861537261	0.000753887683838523
PPME1	0.554833942860681	0.196339861537261	0.000115835665213179
TWF1	0.427439720773405	0.284802455089438	0.0542899678888959
RPS24	0.974352976533975	0.0171348268383309	0.339821230272554
NIT2	0.000392784524646951	0.108760291731593	0.000316541475872104
THRAP3	0.0949050641750451	0.638224520577462	1.02693231165897e-05
EFTUD2	0.000295359962289343	0.861566339162661	0.0231950718518796
HSPA13	0.0678890366985915	0.840525547422646	0.0647294085589449
PC	0.995949789776797	0.475416330054034	8.00335148888719e-09
SF3A1	0.0518728464296292	0.492372352908265	1.08377212751452e-06
NDUFAF7	0.573122346673932	0.237826335178484	2.97140100985982e-06
TACC1	0.0935736649987821	0.563137456240358	3.47652754455655e-08
RUVBL2	0.058752440597883	0.69700565276909	0.0298424943809103
MAPRE1	0.00186003837841624	0.168721421805297	0.0322565217488903
PLCH1	0.202618024579678	0.186805714061144	0.00013449750396417
PRRC2C	0.000245687407106711	0.260621094107696	0.000322883343970707
USP47	0.678466269651374	0.819589606524758	2.67054631932683e-05
ATP6V1B2	0.00505107035093932	0.237826335178484	0.197088882491411
SNAP91	1.95178803024364e-09	0.115230920621756	5.11619955587902e-05
CPNE3	0.573122346673932	0.967908324432821	5.12337278910903e-07
PPP1R12A	3.43196378120052e-08	0.0707968528485415	0.202517712013022
ANK3	0.0360401896151467	0.492372352908265	3.18323269756554e-08
HS1BP3	4.14213124641667e-06	0.737204567361536	5.36417280887121e-09
ME3	0.780097932195319	0.638224520577462	3.33931221970506e-06
TUBB8	0.946680261514324	0.0621001956660749	6.79991952046134e-05
MPI	0.0131795141509072	0.0409094068202995	7.60484588643313e-08
GPT2	0.0222551092725947	0.967908324432821	0.613111609647122
JUP	0.000137717598087051	0.442439114010384	4.18428506750234e-09
C2CD2L	0.0157532456328721	0.410742719922996	0.114376143636017
PAFAH1B2	0.111331440968679	0.0754819199087473	0.00229375484897015
PLCD3	0.552568108856907	0.563137456240358	1.16522976013236e-07
RPS6KA3	0.459643362970776	0.000296819259876181	0.0530105621004682
CDC27	3.46147363271797e-06	0.989299135232226	2.02790265946174e-05
NME3	0.00958204981165584	0.545017852327191	3.79596146439886e-08
CARM1	0.848365913215072	0.022045470341015	0.00085891617795737
