Brown	DPM
ETF1	4.32074920256383e-07	4.32074920256383e-07
PHYKPL	3.90451477298069e-10	3.90451477298069e-10
GSTM4	7.02683732061539e-08	7.02683732061539e-08
PSD2	0.0606100837553035	0.175892423504703
MCTS1	0.0257825966205082	0.0257825966205082
ROBO1	2.52488716593771e-06	0.147070667225973
HSPBP1	1.09349102003903e-06	1.52904773318196e-06
NCSTN	0.000216125841576582	0.000216125841576582
AQP1	1.29306930101246e-10	1.29306930101246e-10
MRPS22	0.000646402365330439	0.950771324548594
BCAP31	1.47837648185147e-08	1.47837648185147e-08
CD59	7.59320769091966e-08	3.02364985582283e-06
LUC7L3	1.2826991740257e-07	0.265362346571827
UHRF1	2.47229864486424e-05	6.29853239095627e-05
MRPS36	0.0003283555575573	0.0003283555575573
GNPDA1	1.41264462531076e-09	1.41264462531076e-09
ZNF598	3.45544643658859e-06	3.45544643658859e-06
GRSF1	1.84258714031732e-10	2.24306109738169e-10
COL6A2	2.89465273312842e-09	2.89465273312842e-09
ATP6V1E2	1.47174362621485e-06	8.35732877830783e-06
CNOT1	0.506095462897989	0.618516266637611
TRAPPC11	0.198081369845475	0.934394396667928
MTMR1	2.6301351411512e-05	0.280888530168862
MPV17	0.336648274921796	0.336648274921796
MECP2	0.119932795687271	0.231263356353111
IAH1	1.24165169830804e-07	1.8618449172155e-06
IGSF21	1.70399528674712e-07	0.0143667217288704
SRSF11	0.357631813945406	0.4307446787053
MCCC1	0.594553927434716	0.876876022757497
LMNB1	0.227141773627266	0.293558720392806
MAN1A2	2.27103700500542e-08	0.00329419197417848
WIPF2	0.00238699914011887	0.140020470571531
PCMT1	5.52441013366871e-10	4.66296967857468e-08
CLASP2	3.73913488494671e-07	5.88592470330049e-06
PPP6R1	1.39411042480758e-05	1.39411042480758e-05
TBCB	0.0134513875979599	0.0134513875979599
HDAC2	0.424875580801914	0.424875580801914
TPD52	1.83540587129034e-07	1.83540587129034e-07
NDRG3	0.00112882881799602	0.00465086538167618
CA1	7.20822498397441e-05	0.000257919722653574
INPP5D	1.50458953614373e-09	1.50458953614373e-09
AKAP8	3.3411655065319e-05	4.30672860586458e-05
IQSEC1	4.16815582732202e-07	1.14309075823797e-06
TBC1D15	0.000712907156985184	0.956788759365147
SLC6A1	0.000113909433574826	0.00520788440455764
TCEA1	0.383569008755345	0.435609976858824
NCL	2.33979192998697e-07	0.0297721797373927
TMX3	0.00189253716644217	0.0363706988552935
SEC14L1	9.9728346029111e-05	9.9728346029111e-05
PDLIM7	4.37901355616929e-06	4.37901355616929e-06
EXOC4	2.18504542107624e-05	4.03613375057611e-05
FAM120B	0.00014217027897419	0.288789966180099
SRCIN1	1.06239277029215e-06	2.38367178930994e-06
ARMCX2	5.66936375472891e-06	5.66936375472891e-06
NELFB	0.276085295339592	0.285801170891895
PTPN6	5.31346294261477e-11	5.31346294261477e-11
HNRNPL	3.97337430912496e-07	2.59419048475718e-06
FSD1	0.00025264295880635	0.0329034386821484
WDR13	0.989746062162294	0.989746062162294
PPP4R1	0.000103496636940658	0.000174357122022142
SERPINI2	8.15909215194789e-07	1.00998930999897e-06
MGST3	0.000113299784087721	0.689471253512806
PON1	6.81819791979512e-09	0.0194714538975958
ELMO2	0.00222992631187323	0.00222992631187323
FBLL1	1.99025158551846e-07	1.99025158551846e-07
SLC12A4	0.000190855169848588	0.000899498093457699
LGALS3BP	2.43234886994886e-06	4.73282556531929e-06
BRDT	0.000110276993639709	0.0286038311919625
PCDH1	0.00890885693612224	0.0134078958434708
AKAP9	0.000170669175268395	0.0855007530457166
PNPLA8	7.52961481199161e-05	0.000284184366470218
AGK	0.000554791839521617	0.255833014884091
MTA1	3.74785574392044e-05	6.35679063183933e-05
LSAMP	5.19802594168308e-08	0.929791684095759
ITPR2	7.73984406587521e-06	0.000392303119300265
TBCD	0.000115817273000963	0.00169707704763053
PDCD11	1.51800622275863e-06	6.21890182655294e-06
EIF3D	0.0044592726066526	0.0659672169831918
TBXAS1	2.67667534998994e-12	2.67667534998994e-12
VPS13A	0.000313319556534773	0.609493502297461
TTC7B	2.13317803369666e-05	0.000983167302684349
SLC4A1AP	0.00160505128650589	0.0514256987249644
PCCB	0.0267579592251325	0.0267579592251325
ARHGDIA	0.0227301006116856	0.0390867365192316
VPS25	7.17116119661435e-05	7.17116119661435e-05
NCAN	2.05266104402754e-08	0.269397151588712
PPM1H	6.52684658529825e-05	0.000667415288165685
HMBS	0.0139702355371878	0.040481042563456
ALDH7A1	1.7601796607452e-09	3.33612313212424e-09
SUCLA2	2.77280844497078e-06	3.82378703886141e-05
ABI2	9.18217493315202e-09	9.18217493315202e-09
VPS8	0.000459009694112717	0.0398044025637094
MYH11	0.0258527042575184	0.0258527042575184
IMPDH2	0.00317359164025616	0.0840257021996745
XRCC6	0.000160847135399239	0.00496738480706292
ENO2	0.0310407470295256	0.17067920302217
GPD1L	0.000517187659925459	0.0276923660250409
AKT3	7.05021734040382e-14	0.825438850053128
DNAJA3	0.0594126415023636	0.0594126415023636
CCT8	0.0745898627089025	0.710185401983391
PSMB8	3.84766064316025e-10	3.84766064316025e-10
PPIG	0.000783926781778511	0.00202083547879278
SRC	2.97925839913465e-07	1.26679834521442e-06
CLU	1.37744774652478e-09	1.37744774652478e-09
NUDT16L1	0.00651421209976905	0.0986777928540927
PTAR1	6.5610236413602e-09	9.51789569914805e-07
RPS7	2.94605914386505e-06	0.0417348362569043
MDC1	0.00354183998840826	0.104638402363955
SRI	0.0419487071057589	0.270173701392442
NADK2	2.27653554910005e-05	3.87073332905297e-05
TP53BP1	0.00383245946480297	0.0218871231863474
NMRAL1	3.40132557859472e-05	3.40132557859472e-05
ARHGEF2	4.87088932862088e-05	4.94790668944314e-05
LGMN	4.49779269341818e-06	4.49779269341818e-06
PPT1	9.19447858944196e-06	0.00016865958954737
DHCR7	0.000190804572703738	0.000526114704885727
TUBGCP2	2.69451994157988e-07	0.0327463178629108
DDX23	0.0165514322828552	0.877895582622274
PTRHD1	1.63589752043448e-05	0.133467366451737
MAGED2	0.280950031128106	0.866686801072501
RAB3IP	1.24776076878614e-09	9.33984471654007e-06
RABEP2	9.54236711405725e-08	9.54236711405725e-08
CPNE2	0.0141777546192148	0.0497325708779094
EEF2	0.010019095044403	0.0111106345524062
ARL1	3.07516039097811e-06	3.07516039097811e-06
C2orf72	3.05370355160652e-05	3.05370355160652e-05
MATR3	0.0399647637175959	0.880227547643486
ENPP6	7.97311083792016e-08	1.50011419251571e-07
ARFGAP1	2.26896748736991e-05	3.15349005930137e-05
FADS2	0.0319683032582099	0.980989190946092
SLC27A3	6.28972673037658e-12	6.28972673037658e-12
NF2	5.46052159025938e-05	0.00760394689064525
NFS1	0.021819876928084	0.021819876928084
PTPN13	0.606307054381019	0.606307054381019
RAB31	0.767018169459593	0.936055409504558
ATG7	0.00461013729298523	0.0109037824040884
IGBP1	0.0228638539802356	0.0238594229302363
GRN	5.79473761348991e-11	1.21075988942663e-10
RPS23	0.170905633047014	0.367583020064428
DCN	1.33006716173773e-05	0.00152505216141203
CD163	1.43719886429522e-08	1.43719886429522e-08
PDE2A	2.85419098291527e-08	0.0140615233555101
LRRC59	0.000592074072651854	0.000592074072651854
EIF3F	0.0498203566803462	0.423903652449363
CHD4	0.0312394262488069	0.173001403376919
DLAT	0.200421562832648	0.916264323176541
PFN2	5.57862223458176e-05	0.575392540979108
MPRIP	0.00880117016190393	0.0926977730863999
RAB5B	0.00622550578644445	0.00622550578644445
RNF170	2.95986316929347e-06	0.00138009319259746
RABL6	4.74486922660255e-06	0.00323750301917033
SEL1L	0.000738924717470613	0.000738924717470613
MTHFD1	0.000809181131354803	0.000809181131354803
INPPL1	1.81320561544902e-05	1.81320561544902e-05
GALK1	1.41875465206215e-07	5.10645296274153e-07
CXADR	3.19865215035475e-05	6.1114820338127e-05
PGAM5	0.0351460086601662	0.143386762059455
MID1	0.000337042361671712	0.000337042361671712
ECE1	3.14933499347977e-08	3.14933499347977e-08
RHOA	0.446899228802933	0.96156701863206
LTF	2.30729054385658e-13	2.30729054385658e-13
NISCH	0.00134638389324884	0.00134638389324884
XRCC5	0.0172041441202559	0.2053573602374
FAM114A2	8.14205760453335e-05	8.81792130215471e-05
GLTP	0.000941117718160741	0.647723483572139
ATG9B	1.40132237153214e-06	2.99664508307746e-06
HDLBP	2.71435741471105e-08	2.71435741471105e-08
SDSL	0.0018748680684601	0.00275848597865585
FKBP15	0.236053893663833	0.9801659929467
RPS20	0.0536031556825144	0.205963915588883
SSB	4.31509280000472e-07	0.000507217920805772
HBS1L	0.0409959124174206	0.916287097629385
SNX1	0.00246029676866178	0.0029249378239995
ABI1	3.99646188411057e-11	0.909645517610826
OGDHL	1.0474448419485e-05	2.32494579350046e-05
HSPA1B	2.08068072648686e-07	2.08068072648686e-07
CCS	4.19565750057342e-05	0.00486754682087685
STT3A	5.55636195923282e-06	5.55636195923282e-06
TRIM47	0.0307902847959562	0.0307902847959562
CTSB	7.07772923153413e-11	7.07772923153413e-11
PALLD	3.64650020641749e-07	3.64650020641749e-07
COPS5	0.00617235862495772	0.00617235862495772
DMXL2	0.119359339109097	0.201551118704596
RSF1	4.25494678089932e-13	0.0283623686404876
RPS6KA1	6.33330251117139e-10	6.33330251117139e-10
TNXB	7.80229043431515e-06	7.80229043431515e-06
ITPK1	1.37995961155045e-06	2.8525763845399e-05
TNPO1	0.0137700945115825	0.0318856959118888
CDK4	0.310067149691465	0.977513811731985
DCTN1	0.0273422504706441	0.988238478713268
COMMD4	0.571017191532689	0.991689501781771
SIPA1L1	5.77705111358935e-06	5.77705111358935e-06
PAF1	3.79771787484826e-05	3.79771787484826e-05
AP1M2	8.40253202403552e-06	8.40253202403552e-06
P4HB	2.69719961704049e-08	2.69719961704049e-08
ISOC2	0.283413294960467	0.322873962418407
GPX3	0.00457820932302097	0.0263364620405947
EXOG	8.73112177922121e-05	0.0925981551580951
HSPA4L	0.000844732317874527	0.00601176263433881
GLDC	0.00536553783305297	0.00539536978008847
PHYHIP	0.00626626578390457	0.0368313494705018
ATP6V0A4	4.94807256211745e-05	0.0241964536616176
RPL13	0.0082614482238199	0.00843015376966231
GPRC5B	5.49257368547903e-05	0.00115446715959842
PAICS	0.00645788928041224	0.00645788928041224
SURF4	2.81179004121938e-07	2.81179004121938e-07
LBR	8.56364146394756e-06	0.000994288538168094
ACBD3	0.00291794799423686	0.015861022813064
ENO1	3.70890611250119e-05	3.70890611250119e-05
DIAPH1	5.11785409443264e-08	5.11785409443264e-08
NUCB1	8.13603161406408e-05	0.000488123277679967
UPF1	1.50067671870691e-05	1.50067671870691e-05
IDH3G	0.0532003946157362	0.315273774928781
SBF2	1.57014575951853e-08	2.90269259742149e-06
CHORDC1	0.00013501444232515	0.346652271076298
CTSH	2.71389656952881e-07	2.71389656952881e-07
SUN2	1.06616297229677e-06	1.9921027417477e-06
DCTN4	0.0675213306981504	0.0876733977642756
PLOD3	1.58249405555168e-10	1.58249405555168e-10
C8orf82	1.83975489373649e-06	2.04504326138059e-05
ARHGEF12	2.10994650571603e-08	0.00371633435853469
CAPRIN1	0.253777922879424	0.999244414745736
FTH1	5.41821712157611e-09	5.41821712157611e-09
FGG	2.80894490541943e-06	2.80894490541943e-06
PPM1F	0.00913161059000942	0.0179607971493744
PTK2B	1.67976677037767e-08	4.43086421045541e-08
PIK3R3	5.28336224336823e-09	0.120126234453215
CHMP7	0.00734340546988002	0.297408689163015
TARS2	0.0154553774230695	0.45410049650821
ERMN	1.83281989699553e-05	2.54863670496576e-05
CNN3	1.29293635515887e-07	1.29293635515887e-07
MAP2K4	0.00144699610669171	0.0457370952826426
MMS19	2.4913173217296e-07	0.000149689232818753
ELP2	0.00443827085455988	0.556246382353964
AP5Z1	2.52131232982321e-05	2.52131232982321e-05
AGPAT1	0.0134804384544104	0.0134804384544104
SRSF7	0.00180991590756315	0.107093645099577
PYCARD	5.80254187980735e-07	5.80254187980735e-07
SMC1A	1.59120372279572e-05	0.00421056304071714
PLEC	1.0679850569971e-06	1.0679850569971e-06
SF3B3	1.50006582228209e-05	0.00113452224017741
HSDL2	0.106193052581751	0.613592360725005
F3	8.28066153579606e-13	8.28066153579606e-13
ABAT	0.00414855851165822	0.00414855851165822
IPO11	0.00351442965742888	0.628294637972063
DMTN	0.000149221611561236	0.00032528311324193
PPP2R2A	1.18137696965419e-09	0.00405757281487145
NUDT5	7.55005836910876e-07	0.00111026508533347
GUK1	0.00277054613571246	0.00846036378523712
HSPA9	0.186316679356935	0.274256350972657
SUPT16H	0.000251993478848337	0.193160971417719
ARHGAP26	1.62390512822593e-08	2.48185222847857e-05
HMGCL	1.02092369084963e-05	1.02092369084963e-05
NRBP1	0.000240218379011734	0.000344177795083408
ADPGK	1.82954600995224e-10	1.82954600995224e-10
MTDH	1.46351774002827e-06	0.971996706629867
RCC1	6.688445410635e-07	0.00203654857084786
MRPL1	1.77352919524617e-07	0.021011362968694
NLN	0.0237197639879093	0.0237197639879093
MCCC2	7.65093908474411e-06	9.53401760625762e-06
STT3B	0.00062331167126687	0.00062331167126687
COPS3	0.0457083362516426	0.160026672080163
PNN	3.61412274512507e-05	9.48051917926094e-05
EWSR1	0.190298613441106	0.445959859197119
STAM	1.10834492323719e-11	0.480390058941467
GCLM	8.21449027240289e-06	8.21449027240289e-06
PRRC2A	0.27664619560895	0.307679619446076
ADH5	0.000107452435244394	0.000313547623881609
PKN2	0.000136034209143422	0.999960211354555
BBOX1	0.0552504989779767	0.295682910635496
TMEM14C	1.05294086777522e-08	1.22756825908407e-08
PSMB4	0.0920319213464982	0.0920319213464982
AP3B2	3.78881616178221e-05	0.000501543783026662
AK4	8.40106689708888e-07	8.40106689708888e-07
PLXNC1	1.88606821418458e-05	0.00320414295761752
METTL3	1.79022968650902e-10	2.98839665135175e-10
CADPS	7.52178603369323e-08	0.00259527917054295
SYT7	0.00011580251956639	0.000537348312179859
RNH1	1.34710038697604e-07	3.72341930233822e-06
TOLLIP	1.06678273874039e-06	1.06678273874039e-06
ANO10	7.13146332138554e-10	9.30190831038415e-10
SCRN1	0.0174438915252894	0.0182113002001184
SUMO1	0.00328615889204383	0.226955880655727
TPD52L1	3.70667218824328e-06	3.70667218824328e-06
MROH1	0.000125983079892347	0.000125983079892347
RNPEP	1.20965002230422e-08	1.20965002230422e-08
PHLDB1	2.18504703183771e-06	2.18504703183771e-06
EIF3M	5.37152922228001e-09	1.75542103493894e-08
NPEPPS	5.00153238998893e-09	0.00556963561583376
MOB1B	1.21426864326162e-07	0.203533332887617
ZC2HC1C	3.26733996453876e-07	3.26733996453876e-07
MPST	0.0153738834952005	0.0251706682068966
CGNL1	2.98239967377866e-07	2.98239967377866e-07
DNPEP	3.47482328836582e-05	3.47482328836582e-05
CDC42BPB	0.0020411108074795	0.00387062964022642
FDXR	0.0110777306082795	0.0870511154587055
HADHB	0.00103156269544069	0.00855714955343975
WDR7	4.0575942839642e-05	0.651647776519091
CPQ	7.95993992596884e-12	7.95993992596884e-12
TRAPPC9	3.60407212005564e-06	5.28636837410315e-06
PLRG1	0.00410152457154037	0.231154020403234
MRPL19	0.000489586462927696	0.355618536605788
CRYM	0.0868597714887679	0.0868597714887679
TMEM214	0.000160696003077499	0.391814906607309
UPP1	2.6869175203464e-13	2.6869175203464e-13
SUN1	4.54066970525612e-06	4.54066970525612e-06
S100A10	5.72507406841417e-09	5.72507406841417e-09
TBCE	0.0170851246454549	0.95068982138708
SORT1	0.00137860763392801	0.00137860763392801
BZW1	0.00504207536125661	0.00504207536125661
AP3M1	8.88145617929543e-06	0.758370767859856
ALCAM	7.47722554700155e-09	4.32627265665189e-08
SLC4A4	8.68746896339967e-05	0.00152809637712127
ABLIM2	0.00165544702695822	0.00266237427332758
ABCC3	2.08516380874716e-15	2.08516380874716e-15
BMP2K	4.52363223154703e-06	0.0106700118768762
NXN	1.23043180268614e-07	0.000268067803948416
SAFB	0.00368064007838001	0.0405576366067242
REEP2	0.0045802093879029	0.0101541131174418
CDKN2AIP	0.00064456121086491	0.0466561862061648
VSIG4	0.000100511746355817	0.000586871950111235
IKBKG	0.00128046840763153	0.00343475834839399
MECR	0.0840716011052064	0.257017820440905
FMNL1	2.20293400087456e-11	2.20293400087456e-11
MTCH2	0.0479297587369518	0.0479297587369518
FAM120A	0.000122230369287217	0.000122230369287217
APEH	3.23098551779847e-05	3.23098551779847e-05
USP4	1.63634112757221e-08	1.63634112757221e-08
HLA-DRA	1.04380267987311e-07	1.04380267987311e-07
SRSF5	1.26312734078522e-09	1.30140650228876e-07
MON2	0.000122578929606706	0.000475385822750401
STXBP3	0.0158896730974738	0.0286279243875114
FAS	2.12138094650278e-08	2.12138094650278e-08
COMMD9	0.0036145782901859	0.239560637571898
ILKAP	0.759819359162525	0.973500263273467
ETHE1	5.16391204131647e-05	5.16391204131647e-05
LSP1	1.48085830402449e-07	1.48085830402449e-07
PDCD10	0.000177468751579641	0.382408649941459
DYSF	0.000251804683628585	0.000478594061381703
USP39	0.00488757267594411	0.00488757267594411
NUDT1	7.25112737714954e-05	0.000117465746330143
RAB18	1.10992699582546e-08	0.000745931017156963
CCAR1	8.95585370539271e-05	0.000146932778151606
MICAL1	8.32373570217527e-05	8.72722161293319e-05
FUS	0.0510958314185424	0.893079665106809
HYOU1	4.71681448099041e-05	4.71681448099041e-05
HGS	0.00321941672167925	0.0457436364258194
SUMF2	5.01740123839485e-05	5.04766748858677e-05
FERMT3	5.66484710223283e-11	5.66484710223283e-11
RPL31	0.000301054942029878	0.13211108369284
SERPING1	9.99250614645174e-10	9.99250614645174e-10
CAMK2B	1.29015307990137e-05	0.000160657204623068
GAPDH	0.000327925063085215	0.000327925063085215
PTGES2	0.012099532235526	0.713190326395052
CAB39L	0.153312856458902	0.73816633474131
COPG2	3.482140909486e-06	0.0603310679811957
CRIP2	6.94748406621154e-07	9.07501552868661e-06
BIRC6	6.87085861288286e-06	0.697708488820998
ACOX3	0.0182285135165355	0.0182285135165355
LHPP	9.75477989759426e-09	2.75306188763248e-05
COL12A1	2.42518998318649e-05	2.42518998318649e-05
TBC1D13	0.00231270590395405	0.0024961842140168
MYCBP2	9.17639844692378e-08	0.747992514613166
USP10	5.6016303948604e-05	0.0020560775883585
ITGB4	4.66631391229884e-07	4.66631391229884e-07
NUFIP2	1.28772289380388e-05	0.00219906773250222
RTN4	2.89584540712208e-08	2.91525755334057e-07
PSMG2	0.0014888124117667	0.0014888124117667
ANKRD17	5.57805970564824e-10	0.0025903204693474
PSMA4	0.539993224082844	0.817208372401359
AKAP13	0.000169935847138136	0.00206541990075824
TTLL12	5.83052662402142e-07	0.00534446581085231
ARSA	4.61370858430539e-05	4.61370858430539e-05
NIPSNAP1	0.00118783141112673	0.00196926852513468
SLC44A2	0.00291927911517597	0.425701328462788
ATM	3.3165478011309e-05	0.000181364339195582
COX7A2	0.000501773662670556	0.0520967575210522
DECR1	0.00592711004377313	0.425188869406875
MAGI2	4.33779306857126e-09	9.71138211130264e-05
PDP1	1.19198261101617e-06	1.27584472413188e-06
CRBN	9.35880565995307e-08	0.304438039148207
HINT1	0.0526180903522956	0.861178922395048
PLIN3	1.39710166892475e-07	1.39710166892475e-07
SUGP2	0.00694252034633375	0.0433965222820854
COLGALT1	3.68997644147202e-11	3.68997644147202e-11
C1QB	5.44198494050179e-08	5.44198494050179e-08
ACSF2	1.51413408324236e-15	1.51413408324236e-15
LSS	0.0173434110861636	0.0173434110861636
HAPLN2	5.12039079790824e-10	5.12039079790824e-10
SPIRE1	4.5071796631554e-05	0.00172273930938169
LPP	5.02290744764701e-07	5.02290744764701e-07
PAPSS1	6.995063014371e-06	6.995063014371e-06
HSD17B4	0.00231880461783655	0.0890547341066573
CNOT2	0.0178232346892575	0.0178232346892575
PSMD6	0.000301842166012623	0.000301842166012623
CARS2	0.00012962065464153	0.000296219029860335
WASF3	5.09993055648595e-08	0.0471361945188387
STAG2	6.22558241741679e-07	0.95167308132867
VWA8	0.000437010743938958	0.814165448331933
COPS6	0.0696306891441466	0.0696306891441466
SEC16A	0.00121017314655993	0.00121017314655993
TCP11L1	1.72506016922184e-05	0.0391244173873901
TOR1AIP1	0.0244266300312541	0.170289461207075
RPL27A	0.00249814104555464	0.402266892696167
COPS7A	0.00826936382386884	0.0282945578794615
INPP5K	4.03318370980096e-06	5.62661461926882e-06
ACAP2	0.00367639433899912	0.00367639433899912
FHL1	0.178128584207787	0.958332498271441
RPL9	0.00128796960873405	0.991596335183678
PCP4	7.10740986579796e-08	0.0174386513621115
CIAPIN1	1.27702812576378e-05	1.71134053723754e-05
FNDC3A	0.00562538851285993	0.00588131899196166
NUP35	0.65727372766357	0.805770614037486
PREP	0.0195658797333274	0.0237856801967706
GPM6B	0.265703153738007	0.265703153738007
ZYX	4.582598307564e-13	4.582598307564e-13
CMAS	0.638533310819256	0.999788082399019
MAPK1	0.000442921815330051	0.00713436128812844
HNRNPM	0.076894202865735	0.185321376758123
ECH1	0.0310248425305264	0.0792022376115406
GRAMD4	1.6908810394599e-07	1.6908810394599e-07
AEBP1	2.73188469771500e-11	2.73188469771500e-11
RFC4	0.0541142860344926	0.0541142860344926
RAB1A	1.96757884753728e-07	1.06757956733427e-06
ELAVL1	0.000227366320541376	0.000767043385844073
SCAMP1	0.00148027539481676	0.968447700126163
AGPAT4	0.0303330052000844	0.0335320947402839
FCHO2	0.0102544194632565	0.0102544194632565
TGFBI	3.42352579753492e-07	3.42352579753492e-07
RGS12	0.000232301939747335	0.000259735098444056
GC	7.71558587364358e-06	7.03406768671689e-05
IQGAP2	1.76175880996888e-07	0.00057488966784181
RPS6KA2	5.52037239365691e-06	1.02565076547837e-05
SACM1L	4.11036739966752e-06	4.11036739966752e-06
PCYT1A	0.00101365658437176	0.00101365658437176
ITM2C	0.000113796397170769	0.000113796397170769
PFN1	0.0135321926584512	0.0135321926584512
PELP1	0.0135538526155374	0.021837626686605
UQCR10	0.00189434355508441	0.00891954325669263
DPYD	5.86005700268125e-06	5.86005700268125e-06
GTF3C3	0.0027149781522388	0.0027149781522388
LPCAT2	6.00908225046938e-09	3.10412536464633e-08
PRKAR1B	5.67013477232218e-08	2.43457976225146e-07
NUP98	0.243364680198439	0.656354401702966
RETSAT	1.84190329161162e-05	1.84190329161162e-05
RPE	0.00647761503262608	0.00647761503262608
PNPT1	0.669266687432002	0.669266687432002
INPP1	0.00109415953372446	0.140273936081044
HPCA	1.93002963700759e-06	0.000211718993524516
EIF3L	0.032139035932339	0.976352085194295
MYO1D	2.89879640300364e-06	4.95263439201306e-06
TOM1L2	0.00773358315012101	0.115418997542148
CNDP2	5.75060691046846e-11	5.75060691046846e-11
AHSA1	0.00536378221006391	0.427087150103002
GCLC	1.9146716980879e-05	0.890832304800025
CASP6	2.07288119747536e-11	2.07288119747536e-11
COX7C	0.321939325083951	0.969837472271895
C6	6.97671696968499e-06	6.97671696968499e-06
PLEKHA2	2.11280602407991e-12	2.11280602407991e-12
SH3PXD2B	2.85226366887521e-08	2.85226366887521e-08
ANXA6	5.86616292809424e-05	7.55246863926318e-05
SPCS2	0.00138898436315766	0.00138898436315766
HAGH	9.48843191305933e-07	0.144347928767753
SACS	4.60403815797386e-07	0.00234133704178906
TOMM40	0.0156150917341938	0.0156150917341938
SGTA	3.04575055359015e-05	3.04575055359015e-05
ENY2	0.000352641696173918	0.000352641696173918
TBC1D9B	1.93551758233036e-08	1.93551758233036e-08
GGH	0.000834979889086753	0.00992871160959164
ELP3	0.0189149836752192	0.107908078178888
STMN2	0.00580211238779102	0.0876040016710955
GDAP1	2.61469753429316e-06	0.109651726513171
COX7A2L	4.15221967213628e-06	2.19336535490113e-05
MCM3	0.00153736827163214	0.00153736827163214
EXOC1	0.0711286098234466	0.553210253482366
NECAP2	1.91784411198867e-05	1.91784411198867e-05
HECTD1	0.0011499165138413	0.259062879106483
EVL	3.71377162087075e-05	3.71377162087075e-05
DDX6	8.33847189482524e-08	0.270643438444786
SNX3	9.11379570952943e-09	9.11379570952943e-09
FAM3C	0.325664076546579	0.628720222674691
ACTN1	1.8255169985147e-12	1.8255169985147e-12
STRN3	9.9743636597073e-08	0.224417150826228
COMMD10	1.1767355161035e-08	2.22289519001045e-08
ACO2	0.0954576351299679	0.915847547797362
ACOT9	0.00206416905424768	0.00218856082850012
SETD7	9.82202435919594e-06	7.82981510070875e-05
NUP155	0.0622387130019488	0.0622387130019488
DNAJC6	9.26352689953484e-06	0.0151177381594286
SPTBN1	3.57016882482184e-05	0.00124351991421987
SSR1	5.22660849900674e-06	5.22660849900674e-06
VPS53	1.91246028418859e-09	0.014275748063188
GAMT	2.36925021663866e-09	2.36925021663866e-09
NBEA	2.88593364332018e-10	0.00202219041122371
PGRMC1	0.0131662607882325	0.11133137959792
TAGLN3	0.00554291847086864	0.740083685862009
LRRFIP1	4.54750829847177e-07	1.12773586588654e-06
NDUFB10	0.0288170951693516	0.359784293076587
SLC25A40	7.05036790714499e-06	0.0196787064527703
PPP1R9B	0.0833914683000443	0.164788203692119
KHDRBS3	1.40203040915562e-08	0.095798028954495
NAP1L1	4.81519497172208e-05	0.000251748128542786
PCOLCE	1.06263474160355e-06	1.06263474160355e-06
ARAP1	7.8159023609061e-12	7.8159023609061e-12
RNASEL	1.8319423497233e-08	1.8319423497233e-08
ACSS1	2.69746114382416e-08	7.10476283129627e-08
PSMC4	0.000152503875016486	0.000210793255083829
ELMO1	1.79204746792086e-06	0.0580895463300705
SIRT2	3.26617894957747e-06	0.0738859433373246
A2M	1.44759924904616e-05	1.44759924904616e-05
ITGB2	3.54140028544581e-10	3.54140028544581e-10
RIN1	3.55490314497732e-11	3.55490314497732e-11
CD81	2.13855429695606e-06	0.000115295843011042
TSC22D4	0.000130818240921665	0.000332941570325014
FGA	9.7524693810274e-06	9.7524693810274e-06
MYBBP1A	0.190613202000578	0.190613202000578
FHIT	8.38787532415135e-06	0.000253063796892822
EPS8	7.11832327109897e-08	0.0092321220629569
VASP	1.12531791355368e-11	1.12531791355368e-11
G3BP1	0.0219901763277582	0.0219901763277582
NTRK2	6.83535755184497e-05	0.082065330836764
TPM4	3.68015063866677e-06	3.68015063866677e-06
SEH1L	0.0111170408943739	0.0111170408943739
ARHGAP5	1.00046817246881e-06	0.393959100213374
TBC1D24	0.0239564414584434	0.142970294800662
MTOR	0.00073069508695112	0.0127650644753786
OCIAD2	2.47173150972031e-12	2.47173150972031e-12
DDX46	2.69193633839266e-06	0.0140695703044259
HDAC1	2.21946104891396e-11	2.21946104891396e-11
EIF3I	0.00677080262148937	0.0110213243186979
TMEM87A	0.00755801389474185	0.0440748377133915
NUP93	2.18851130947777e-05	0.370358402502186
PHKB	9.15126437323006e-09	0.000131875768228137
TEX264	0.000115684662831615	0.000115684662831615
PACSIN2	1.46484775749618e-06	1.46484775749618e-06
PPP1CC	2.47931234528936e-06	0.302934404444163
ATP2A2	9.92866938642501e-05	0.000846046531282096
NDRG2	0.030442853776378	0.0462027281669356
PSMC6	0.00607973364394564	0.00918978845788477
MTX2	0.00152558104324559	0.00233462231015184
IKBIP	2.4626023492898e-07	2.4626023492898e-07
CTPS2	0.0105316341009203	0.225521524750394
ANKMY2	4.54615002852387e-05	4.54615002852387e-05
SEC24C	0.0456359458757227	0.468878069455419
MTIF2	5.91568101102026e-07	0.143180224961901
SNX17	2.62552109512092e-05	2.62552109512092e-05
MOSPD2	0.0277827219882298	0.541183665504991
CALM1	0.00453864600826349	0.00678766479742984
OXCT1	5.9340121584635e-07	0.244474588565946
BOP1	4.89689137539604e-06	1.09123767057878e-05
PSMB6	0.0422091736634153	0.429946058434729
SMARCA5	0.133763052450707	0.400724236441679
KANK2	1.14124961381998e-11	1.14124961381998e-11
GLIPR2	2.2492899777955e-05	5.73439528016356e-05
