gene	protein	rna	methylation
TAF5	0.0133343550167259	0.9367611558087333	0.0
TBL2	-0.0124767171535588	-0.4305041055852748	0.0
TBPL1	0.0115403490937816	0.6832586067781918	0.0
TERF2IP	0.0123130243798272	0.23993131786381708	0.0
TMED7-TICAM2	-0.0113945280453723	0.0	0.0
TMSB10	-0.0131156267312202	-0.7693522967320593	0.0
TPBG	0.0104372868565953	-1.1164759031631828	0.4179127527400938
TSPAN5	0.0125457226452586	-0.07044734555424072	0.0
UMPS	-0.0153582441434033	0.275693306814764	0.0
GALNT13	0.0169535807024261	2.1305040825116857	0.0
PET117	-0.0136362505576927	0.7104846806608224	0.0
ACAT1	0.0131822031878828	0.43191076632634545	0.0
ADGRB1	0.0138445362811782	1.1719155743830585	0.0
ADGRB3	0.0131306859904791	0.42735206587020746	0.0
AFG1L	0.010246540037742	-0.11172028125489325	0.0
APOBEC3C	-0.0105298844264671	-0.9763204381374105	0.0
ARL14EP	0.01018557351001	-0.12735163952934836	0.0
BLNK	0.0109755134731958	0.33901971955678156	0.0
CDO1	-0.0114549162083488	-0.714938677489606	0.0
CHI3L2	-0.0114837954131439	-2.4650980859693306	0.0
CORO2A	-0.0132015490365197	-0.7402596133720385	0.0
CPVL	-0.0105582116022589	-0.9668358810834837	0.0
CRTAP	-0.0146765052560808	0.08892912834245804	0.0
CYFIP1	0.0180409988741257	0.07387664572585585	0.0
DCTN6	0.0099376349556977	0.23186842224541254	0.0
FBXL20	0.0095025651169116	0.6043453956592648	0.0
GORAB	0.0143157682253279	0.04523819563353838	0.0
LRSAM1	0.0114821535341921	0.618233874621505	0.0
LTF	-0.0110685233015736	-5.313921547790531	0.0
MYDGF	-0.0115631011004016	-0.21318921632574067	0.0
PCMTD1	0.0170327693768938	0.3724146467849952	0.0
PEX1	-0.0136184785262436	-0.34100166382925956	0.0
PEX12	0.010967062947548	0.11781885814973084	0.0
RAB23	0.0123939496583946	0.04514999892719194	0.0
RHOT1	0.0118963451816499	0.22169963975257242	0.0
SCRIB	0.0102734149443893	0.3750990690291972	0.0
SEC61A2	-0.0121128590911338	0.8351847012384942	0.0
SERINC5	0.0154681163622047	1.6004312795240438	0.0
THUMPD3	-0.0083428456397782	0.15566465271590701	0.0
TMCO4	-0.0058963631700529	-0.9873975309683433	0.0
TTL	-0.0138637354321024	0.03845289451020976	0.0
TTLL12	0.0117180894997421	0.2889709706687644	0.0
ZNF318	0.012861765952922	0.3988639401319326	0.0
MMP19	-0.0215832883733	-1.679361280160224	0.0
B3GNT9	-0.014356465546948	-1.2536318293102242	0.7937811745741615
AP3B1	-0.0139068326385807	0.08520084016924995	0.0
C2CD2	-0.0121053810510136	-0.7464972376851516	0.0
CEMIP2	-0.0141611832698986	-0.7048011291824009	0.7393060497925825
CERS1	-0.0099441023165511	-0.7831406648044664	0.0
CTNNA1	0.0109107962395079	-0.24748821007041566	0.0
GFAP	0.013796216222158	-0.09504543060364612	0.0
GYG2	-0.0144331278873845	-2.0208230960828173	0.0
LENG8	0.0124147545375109	0.04604861891274447	0.0
MCM4	-0.0126191948542897	-0.09799608886234759	0.0
MYO1B	-0.0134245860061017	-0.4475877679437242	0.0
NDE1	-0.0105671871324602	-0.1248477628469152	0.0
NR3C1	0.0122848171665492	0.2519598330018165	0.0
OSBPL8	0.0186069399312623	0.10767998382887276	0.0
PTPRD	0.0120810268045301	-0.11713708022203019	0.0
RDH11	0.0123465933663186	0.017749100326583604	-0.31416874828040525
SENP8	0.0120432872496833	0.3527901067405707	0.0
SUSD2	-0.0100209199998232	-1.1174409768517894	0.0
TCF4	0.0142730898717513	0.6074323022758018	0.0
TLR7	0.0101516969747372	0.03782760017226441	0.0
TMEM55B	0.0107240838093493	0.0	0.0
TMEM87B	-0.0110863241153998	-0.32550795491124596	0.39436844001454274
TTYH1	0.0166303439554631	-0.016322157467619638	-0.3853164208221545
UBE4A	0.0084458197101806	0.3458773267656293	0.0
WDR45B	0.0113205579495813	0.05458248334608783	0.0
ADGRF1	0.0152346698285147	0.09220619475942941	0.0
C6orf120	0.009394392883658	-0.07458026210967615	0.0
THSD1	-0.012466705651364	-0.9230761167813755	0.0
PILRA	0.0099473867633176	-0.2598052386796994	0.0
ZNF302	-0.0103156491648784	0.23684042983469075	0.0
ALDH16A1	-0.0109571447269224	-0.24492387317373482	0.0
ARVCF	0.013098005977484	0.6340922286863123	0.0
BASP1	0.0117272368556894	0.5999066206366455	0.0
FMR1	0.0100145827872275	0.3760774536692697	0.0
GOPC	-0.0137902155547391	0.5290196072179297	0.0
GPR107	-0.0109256720095437	0.06333402773550496	0.0
HAGH	0.0113078671337188	0.09035032803356373	0.0
INTS6	-0.0098205254496393	0.13321122699607785	0.0
KAT2B	0.0090960823149789	-0.02662856123419841	0.0
MAGED2	0.0131548179911379	0.4967688401865353	0.0
PCDH15	0.0131710302448502	3.1249649302417466	0.0
PHF23	0.0098856195828805	0.09851262072527568	0.0
PLEKHA5	0.0141496707156849	-0.027680598147395895	0.0
PLOD2	-0.0115624653340177	-0.7936648325622919	0.0
PROZ	-0.0111880228386293	0.024566337893844613	0.0
RGS10	0.0089246396470735	0.14631634177413422	0.0
RPS20	-0.0102989961131343	0.4994259791004968	0.0
SLC7A1	0.0116070070234466	0.4364139000531746	0.0
SOD3	-0.0115829255585747	0.1084399945318534	0.46667533576661446
SORBS3	-0.0124159315929004	-0.04149157857155499	0.596229536998749
SPATA33	-0.0108170194011054	-0.603356014911078	0.0
TCEAL5	0.0120095582213744	0.6234215916558573	0.0
TRIM32	-0.0109184761489854	0.22079382765749447	0.0
TTC39C	-0.0125528232065818	-0.10569401319611978	0.2653895821293076
ZCCHC3	-0.0118377351657944	-0.08071050633609683	0.0
AGTRAP	-0.00961261576738	-0.4973429867508603	0.0
IFT20	-0.0130335517712507	0.06512176934681348	-0.4032734991378049
RUNX1	-0.012388019609883	-1.2279156533271578	0.0
MEOX2	-0.0104808240329437	-4.8541000559661	1.995378039735464
INMT	-0.0118320560352755	-2.2754291975785135	0.0
ATPAF2	0.0119000090618904	0.17974203294322977	0.0
CSMD2	0.0114530949387123	0.958110262508416	0.0
ELOA	0.013685769202307	0.23440358105493006	0.0
ENTPD2	-0.0104739759970564	-2.162267897136541	0.3635152296037
EPB41L2	0.0140849881010228	0.45324776867943817	0.0
FCN1	-0.0103731389174491	-1.5890587495645914	0.0
GARNL3	0.0135535283020741	0.14007551937625426	0.0
GUCY1A2	0.0092900869545717	0.6494015681829555	0.0
HSPA5	-0.011185351938271	-0.2328740709142731	0.0
IL13RA2	-0.0111023685487201	-1.250091190439463	0.0
KCNB1	0.0091845176842916	1.3239131972793434	1.2489019943408246
NAA16	-0.0136744081499722	0.5812143053263092	0.0
NOP56	0.014493301339587	0.08761132528488998	0.0
OCIAD2	-0.0129804362702736	-1.8958347995823244	0.5364582173066753
PCCA	0.0125826429950723	0.4816488110730609	0.0
PLBD2	-0.0119580365114201	-0.028419589004310734	0.0
PTAR1	-0.0108979793369529	-0.20754321860598388	0.0
PTPA	0.0126621473437491	0.1255647040754176	0.0
SEC23B	-0.0116841694725034	0.04157938781761452	0.0
SLC16A1	0.0096829771622424	-0.09534535976321151	0.3148650085911956
SLC43A2	-0.0107812009230458	-0.3522571115052365	0.0
SYDE1	-0.0111749615345835	-0.3175091161125513	0.0
TMOD2	0.013246456218527	0.13877925128954546	0.0
TNRC18	-0.0113341910631779	-0.10905254556182141	0.0
TXN	-0.0108883675999419	-0.02243188341897109	0.0
UROS	0.00882815929605	0.3844943147655296	0.0
ZBTB10	0.0130829338359916	0.6396209048431823	0.0
F2R	0.0162532228127036	0.1720258217888759	0.0
HOXB4	-0.0140628336679433	-4.590302666952493	0.0
AOX1	-0.0122531998292855	-2.089144971814771	0.9325551445124901
CDCP1	-0.0095540656014612	-1.1312216932237786	0.0
RASSF5	-0.0124129451742314	-0.7209084372165462	0.2812730142685759
LHFPL6	0.0113928784622045	-0.8031819323263903	0.0
TOPORS	0.0129992737138405	0.24275114262235015	0.0
ACHE	-0.0098445090408988	-1.340601821011368	0.0
CCDC50	0.0106419164329793	0.14825965412178826	0.0
CREBBP	0.012343342939691	0.39687784136437565	0.0
CTGF	-0.0117547409018124	0.0	0.0
DHRS7	0.0123020616729866	0.12240926114665181	0.0
ESYT1	-0.0110672787984946	-0.45465795893562927	0.0
FAM117B	0.0076136032089798	1.131444420889414	0.0
FBXO30	0.011110590087751	0.5675524827584164	0.0
KIAA1958	0.0073677469857876	0.4417801704067954	0.0
KLHL36	0.0126357086416884	0.039359944665019124	0.0
KRT7	0.0144668564497416	-3.204233657637223	0.0
MCFD2	-0.0109659802230381	-0.2503383600306572	0.0
NCF2	-0.0102250615811423	-0.5076346502126594	0.0
NGFR	-0.0105555657431702	-0.7416615816505351	0.0
OPTN	0.0121494817852132	0.13316612125371577	0.0
PAPSS2	-0.0125644671471083	-0.22551602779890936	0.0
PCMT1	0.0102397128169396	0.16813646397861892	0.0
PPP2CA	0.0112442104179958	0.13610715549625857	0.0
PPT1	0.0118088868697648	0.08264755731196188	0.0
PRKAR2A	0.0161850144718599	0.23881099259178998	0.0
RAB13	0.0137616504438135	-0.4055322564615532	0.0
RAPGEF4	0.0101705329221316	0.7236547141752147	0.0
TMEM119	0.0142945529656436	0.4693155579483852	0.0
TTI1	-0.0113965124760233	0.12902003779081286	0.0
HES1	-0.0139630294509049	-1.3527256493719595	0.5490466862856855
CLDN12	-0.0127652885090483	-0.4275066850754723	0.0
SUPT20H	0.0096108433116768	0.2555660089618124	0.0
ACTN3	-0.0116524343519341	0.32092230640224473	0.0
ADAM15	-0.0116047526724952	-0.13528445588712035	0.0
AKR1A1	0.0129953419999242	-0.1760807342167858	0.0
CCT4	-0.0107346640594605	0.3133061442857656	0.0
CFDP1	0.0100993874313342	0.40715359129964285	0.0
CSDE1	-0.0119170977299648	0.3524342629910343	0.0
DPYSL4	0.0107345147911977	1.3608615725679774	0.0
EIF2B3	-0.0107792415558657	0.03190401763337856	0.0
FAM20C	-0.0116598595478413	-1.631996667456259	0.0
FAM98B	0.0120401781000022	0.245864149595229	-0.34414288657211967
FGD1	0.0108798024808704	0.4580566585664726	0.0
FN1	-0.011647204753094	-0.7529495294882175	0.0
GRIA1	0.0100832689592044	0.16285946742699672	0.0
HAUS7	-0.0114477998536082	-0.6016702941621186	0.5818881716750406
HERC2	-0.0112855627422416	0.3134119442818918	0.0
LDHA	-0.0167414583816229	-1.3423366896355107	0.44888560957220086
MARS2	0.0096737225571397	0.2626218622281779	0.0
PAMR1	-0.0131170237683091	-1.3881965033468942	0.8388763729964605
PHF12	0.0115552253782334	0.2583963148114457	0.4010650959134639
PICK1	-0.011550530365439	-0.7244034479145224	0.8413698819056754
PPFIBP1	-0.0148731219414084	-0.12946658113689605	0.0
PPM1A	0.0098529795793942	0.0797633858093899	0.0
PRMT9	0.0120532787817841	0.2853916109475546	0.0
PTGR3	0.0105591196523998	0.0	0.0
REEP5	0.0099375571396072	-0.269938448112329	0.0
RPRD1A	0.0134843136335045	0.3643326846972431	0.0
RPRD2	0.0099934219101756	0.49898955836799525	0.0
RPS6KA3	-0.0117896088960829	-0.3503766391617461	0.0
SFXN4	0.0082887112758575	0.4013121806644189	0.7294508964420191
SMC3	0.0108105579412428	0.8337905532128396	0.0
SRSF1	0.0110257657337784	0.3541644079159154	0.0
THADA	-0.0102886220024814	0.16415101218004116	0.0
TNFAIP8L3	0.0122046024395471	-0.14694017880607196	0.0
WDR48	0.0123173763344105	0.6191019121393394	0.0
ZBTB47	0.0128693471728494	0.5539105774866163	0.0
MTRF1L	0.0091468565121075	0.3771760922719634	0.0
TRIM13	0.0090883328728628	0.5756682010802124	0.0
ZNF821	0.0257429113634589	0.48496657250278397	0.0
ALDH1L1	-0.0114204785604588	-1.5918878118478883	0.0
ANXA4	-0.0128659173893457	-0.7687320567475988	0.444078029066857
ARHGAP33	0.0106287027863641	0.6420330855524105	0.0
ATL1	0.010013301799223	0.32908904898660835	0.0
BAIAP3	0.0108483235046091	-1.606453789105834	0.27146076396357655
CARD19	-0.0104455076377728	-1.5225281428974444	0.0
CCDC97	0.010856945149886	0.07700579176675838	0.0
CCP110	-0.0108306338711199	0.09197376881258715	0.0
CEP192	0.0125611973124258	0.40214956484931413	0.0
CTIF	0.0131372445394714	0.5217151827866046	0.0
DCTN2	0.0082573641635702	0.40593094182245276	0.0
EI24	-0.0134538683919865	0.04112367623436863	0.0
EIF4G3	-0.0115579908641497	0.14028474856874948	0.0
ELFN1	0.009568732246783	0.17476095673047787	0.0
GNA11	0.0101223854058339	0.09474282901709452	0.0
GPD1	-0.0102213729989228	-1.561029044114737	0.0
GRWD1	-0.0121227324515578	-0.1584662774135844	0.0
HECW2	0.0098194890254415	0.22774724050313416	0.0
KLC2	0.0094936762380052	0.20912382828699255	0.0
LSAMP	0.0115590838361841	0.8082018046535382	0.0
MATN2	0.0102826776878039	-0.14224562866054138	0.0
MICU3	0.0099536186100987	-0.022680177554036052	0.0
NR3C2	0.0105265890138594	-1.176288626428899	0.5320945470036234
NUP210	-0.014933274941643	-1.2178841257947917	0.2992347565826787
PIP4K2A	0.0071500864333358	-0.05836783863145727	0.0
POLR2L	-0.0100060729295397	-0.999863495190641	0.0
RNF139	0.0144247722761564	0.42786225334732775	0.0
RPL22L1	-0.0109790499038613	-0.06657887313387964	0.0
RRM1	-0.0123961021966883	-0.11970792847730889	0.0
SALL2	0.0117995091143065	0.3022842235263202	0.0
SCN4B	0.0139701229881464	-0.5418080696084153	0.0
SEMA4B	0.0147300899128029	0.4634881932167772	0.0
SMARCB1	0.0135603027564082	0.535241289811315	0.0
TPM4	-0.0097665192178417	-0.3976775793571527	0.2754665679982666
UBL4A	-0.0115376620626942	-0.3132554262489258	0.0
WDR5B	0.0131461932722276	0.49243153135232504	0.0
ZNHIT3	0.0078936143335638	0.14150632745858602	0.29914254986063227
RUSC1	-0.0133213984545199	-0.5685579796242403	0.0
YPEL1	0.0126377472885996	0.7268677016738792	0.0
B4GALT4	-0.0164884427062561	0.12447775275123744	0.0
PROSER1	-0.0120037517907119	0.40413230384603976	0.31749380706239083
ABCF2	-0.009762085666856	-0.09642759235091003	0.0
AHDC1	0.0110177969554387	-0.3397500067428527	0.0
ATP2B2	0.0085111109947736	0.5237836840289469	0.0
CCDC6	0.0110498700551111	0.36379128791573256	0.0
CENPV	-0.010366036859071	-0.11143120434614953	0.6149576282414329
COX15	0.0104767121270609	0.6368761869144499	0.0
CWF19L1	0.0103007157380709	0.5839731843005963	0.0
DCAF16	0.0119760696423937	0.9810318312757589	0.0
DNM3	0.0088946953531584	1.257708264696774	0.0
ETFRF1	0.0115433327709784	-0.021611667714738426	0.0
FKBP14	-0.0117929231662622	-0.266775506090012	0.0
FLII	-0.0097995050908778	-0.11770676300262778	0.0
GLYR1	0.0116025247805221	0.08416149305957506	0.0
KAT6A	0.0139917420423887	0.25999865732355615	0.0
KNTC1	-0.012058864142202	-0.07380678956793015	0.0
LSM8	0.0118580062480713	0.2684769037013969	0.0
MEGF8	0.016442230038242	-0.3176697500541481	0.0
MORF4L2	0.009374233250514	0.19172902698896332	0.0
MSRB2	0.0165742012837411	0.287782510673495	0.0
MTHFD2L	0.0149732749061862	0.33364283243906095	0.0
NPR2	-0.0094062552365876	-0.1457084749331696	0.0
PPIB	-0.0115739709843344	-0.32879367556866784	0.0
PPIC	-0.0110344676707466	-1.1167180810960562	0.0
PRKD1	0.00972216500545	0.4150423119674376	0.0
RASA3	-0.0118908003993195	-0.7389778092506536	0.0
SDS	-0.0127907696970912	-0.7271699100237895	0.0
SUOX	0.0089782696949943	0.21899898091082892	0.0
TAF9	0.0106972279052402	0.007611927717564338	0.0
TM9SF2	-0.0103155376144284	-0.13499355210050049	0.0
TMEM259	-0.0121580695207368	0.34853284583774957	0.0
VIRMA	0.0110865062622146	0.33519804042574963	0.0
ST3GAL6	0.0119002818652861	0.29574207927274726	0.0
PDE10A	0.0111955249639723	1.0375105527840007	0.0
CCDC92B	0.0110157210709203	0.0121019677446861	0.5992676335869267
CCDC150	-0.0112321792801316	0.5754321524470765	0.0
NRM	0.0120274762258568	0.00570703405392245	0.0
SPAG5	-0.0129038548411155	0.5532213489857636	0.0
CLSPN	-0.0143128487849735	0.24887462674460933	0.0
PDE7B	-0.0056987884186435	-0.6073675451420478	0.4510047455757539
ABTB3	0.0111049820544124	0.0	0.0
ACBD5	0.0183740799894221	0.6048909340550518	0.0
AIF1L	-0.0090758679699249	0.1784960073226876	0.0
AKAP11	-0.0097373372107645	0.029539186518662598	0.0
BDH1	-0.0122721137604984	-1.4273331517117362	0.0
BMP1	-0.0111530008869163	-0.4618906293803975	0.0
COX6C	0.0110660660456092	0.2639142665250969	0.0
DAB2IP	0.0114244731523133	0.4636308778521332	0.0
GGH	-0.0108755780642324	0.03966707963261239	0.0
GNAQ	0.010452315034037	-0.2194519059678272	0.0
KDELC1	-0.0120333716371215	0.0	0.0
LAMC1	-0.0134097642967473	-0.8991528936175925	0.0
MECR	0.0114055830697661	0.03726347652505678	0.0
PHF8	0.0181226547053642	0.49739546674492796	0.0
PLIN2	-0.0104326092467334	-0.23885715867197177	0.4796779895882969
RAB5A	0.0101832672233194	0.02746866243088441	0.0
REEP6	0.0117860878082865	-0.07373640950040959	0.0
RPS7	-0.0114710117373636	0.3349668942047016	0.0
SFXN3	0.0111203350596535	0.0606896057637984	0.0
TTC38	-0.0100626003564516	-0.45120094852540316	0.29874542531994064
SUPT3H	0.0128092797053575	0.7413924813764298	0.0
TENT2	0.0155822891584073	0.10010670456574282	0.0
GNA15	0.0109082063271507	-0.7270468571086086	0.0
PPDPF	0.0123846802992549	-0.05229470559534015	0.0
ZNF618	-0.0085682674249834	-0.43904323001403667	0.0
TRAF5	-0.0123576975411746	-0.6792380331334547	0.30581473423904226
AMT	-0.010529240142993	0.4002199614081945	0.0
BPNT1	0.010940601994883	0.2837556521247233	0.0
GCC2	-0.0099600734042223	-0.041638148796177804	0.27429716249788144
GPR158	0.0089913281885843	1.007595555355162	0.0
HIBADH	0.0128779389831815	-0.06272569546510183	0.0
HVCN1	-0.0129366895100931	-1.1727772543172321	0.29059952110967396
IFRD1	-0.0091699036821134	-0.28455121912770254	0.0
KIAA0319L	-0.0084209883394304	0.04394512315059427	0.0
KIAA1324L	0.0108220850268172	0.0	0.0
MTHFD2	0.0145102591781008	1.739063009591497	0.0
OAS3	-0.0110762166313277	0.02409287062213336	0.0
OXCT1	0.0110461558974343	-0.010808680460921156	0.0
PCYOX1	0.0107187150985434	0.012147682446530233	0.0
PENK	0.0099967812786797	-0.47700729756841165	0.0
PPL	-0.0088902714637345	-3.7349692896562776	0.0
RARS2	-0.0115457061349552	0.03952002470548399	0.0
RPS14	-0.0117870412311463	0.193535687816748	0.0
SATB2	-0.0124518160189248	-0.11382682215505346	0.2737259816213423
SMC4	-0.0118988480501677	0.20822726202576955	0.0
SRSF12	0.0103939479583706	0.7329210067760666	0.0
TBCK	0.0119340627713904	0.3684595434504233	0.0
ERN1	-0.0154183205919778	-0.3890822465711828	0.0
BCORL1	0.0079192579947414	0.07259653089496458	0.0
PEAR1	-0.0122578770566633	-0.30728347755781954	0.0
GPRC5C	-0.0076532699020983	-1.261735936606403	0.0
AGFG1	-0.011736706324308	0.09721173271528763	0.0
AIMP2	-0.0110443887183988	-0.13735803509181896	0.0
ALDH1A1	-0.0088963638080532	-1.5465896649923214	0.0
ARL15	0.0148366030182606	0.38134534002384946	0.0
ATP5F1	0.0119661197915743	0.0	0.0
BOLA2	0.0108230456681327	0.0	0.0
BZW1	-0.0137305670200095	-0.040155800390037064	0.0
CA12	-0.012905903117209	-1.1283955807207464	0.0
CADPS	0.0108243479521921	1.0249932139034739	0.0
CALR	-0.0113469357624073	-0.2500190298237666	0.0
CDCA7L	-0.0112630870646932	-1.058921788227651	0.31483581986865594
CLTA	-0.0082632151328695	0.0814927996434191	0.0
COG7	-0.0100438753550087	-0.006447086974874992	0.0
DRG1	-0.0110648229838185	0.044345348068608785	0.0
DTX3	0.0098628478344129	0.552621242934223	0.0
ELAC1	0.0086594548559244	0.027029590167888314	0.0
FAM84A	-0.0114103379794965	0.0	0.0
FBL	0.0112744968023822	0.48988181633466094	0.0
FBXW7	0.0102418492729458	-0.0870959074370452	0.0
GNAI3	0.0114297717557988	0.16658327739505677	0.0
HEXA	-0.0102913962257699	-0.2326440198422686	0.0
HTATSF1	0.0104250651126375	0.4145181506023322	0.0
KBTBD2	-0.0101878072144858	-0.36856421120013977	0.0
LMO4	0.0119556254684971	-0.1964630739892755	0.3751227552379263
LPCAT1	-0.0125868742148251	-0.3825822587785083	0.0
LSG1	-0.0110250139508711	-0.211041269745651	0.0
METTL17	0.0090212244429316	0.19066394688306632	0.0
NAXE	0.0095960245586184	-0.17379609818203293	0.0
NCALD	0.0110619137269715	0.08475029798587819	0.0
PSMD7	-0.0128433896280648	0.007968135143867397	0.0
PTMA	-0.0068072869235936	-0.2320258537619354	0.0
RBMS2	-0.0094247900207807	0.3055804189180502	0.0
RPL9	-0.0114796020373902	0.3443516458272056	0.0
RSF1	0.0111075093732064	0.5333225802615567	0.0
RUVBL1	-0.0081927047378161	0.052235608444399506	0.0
SDK2	-0.0095870283820743	-0.8579498758075731	0.0
SH3PXD2A	-0.0122785689709428	-0.34898442601877755	0.0
SIPA1L3	-0.0095955051064124	0.24166607698630876	0.0
STX4	0.013270129511041	-0.046419291028149755	0.0
TCEAL1	0.0114738260024587	0.045009782690618325	0.0
TFEB	0.0110767103956481	0.16695462997855043	0.0
TMEM109	0.0115063549904109	-0.0484723035236782	1.0376749635898666
TMEM184B	-0.0088164842237031	0.012601132923376774	0.0
TMEM189-UBE2V1	0.0115102492800497	0.0	0.0
TRRAP	0.0109541032522765	-0.2568277040221871	0.0
TTN	0.0104531384166491	0.5658263542261049	0.0
UBQLN2	0.0095938798138117	0.4009790996273218	0.0
YES1	0.0138357682229126	0.3198376177094166	0.0
ZNF655	-0.0147939794094809	-0.19999412365812466	0.0
IGLV1-40	0.0098983990946497	0.0	0.0
RPAIN	0.0098358590768422	0.6015650395360338	0.0
ISLR	-0.0110553374021913	-1.5422178261067916	0.0
KCNIP2	0.0136252993934266	-0.1708702704689929	0.3778337942301296
HTR2A	0.0096192466172225	-0.3299626140129378	0.0
LAPTM5	0.012595206411914	-0.18792697804969644	0.0
GAS2L3	-0.0136886310028737	-0.4906393900743094	0.0
ABRAXAS2	0.0100037216269166	0.5958096394185337	0.0
ABTB2	-0.0179011075341725	0.028452914508089996	0.0
ACTA1	-0.0095954146360912	-0.6249223397703108	1.5737109749106917
ANKLE2	-0.009831720732295	0.17469011717482355	0.0
ANKMY2	-0.0109627209284247	-0.5411601265389508	0.0
ARPC1B	-0.0102692267581212	-0.586283892731372	0.0
BANF1	0.0166194668874804	0.05822984593005306	0.0
BBS10	0.0117792678145863	0.4739796846286561	-0.4732818702028788
CCDC28A	0.0127657567031974	-0.18146688623614002	0.0
CCT8	-0.0116183561090028	-0.07319358751715085	-0.41122273657201064
CHAMP1	0.0089806108341672	0.2885543941944734	0.0
CHN1	-0.0118296437069031	-0.3748621539554399	0.0
COL11A1	0.0145213533851304	1.49749373078863	-0.8078418050700916
COPB2	-0.0121369351696685	0.0806095628732532	0.0
CPNE4	-0.0106234886951551	-4.23396119685673	0.0
CSE1L	-0.0091380878008374	0.2795178319987024	0.0
CYGB	-0.006604841090156	-2.4715046409144663	0.0
DDX3Y	-0.0126332791600122	0.17494951497193076	0.0
EIF3I	-0.0111204841897524	-0.14664652516438045	0.0
ELMOD2	-0.0107554433033149	-0.3050512647362929	0.0
ETFA	0.0144962244775948	0.3814848586229884	0.0
FMNL3	-0.0098485424473231	0.20766158060160075	0.0
HSP90B1	-0.0120572616898021	-0.043123459388239534	0.0
HSPA4	-0.01568325203646	-0.03638420625589131	0.0
IQGAP3	-0.013983731493613	0.5597308914859087	0.0
KIDINS220	-0.010047833230788	0.4172807840093363	0.0
KIFC2	-0.0097060404717852	-0.5551707556252662	0.33707173918519423
KRT8	0.0138292770270816	-2.6741655640420063	0.0
LIFR	0.0104316451728427	0.6141572349945096	0.0
ME3	0.0117492106999429	0.5505734845783193	0.3649154130821312
METAP1D	0.0092783885600789	0.4477084628823855	0.0
MEX3A	0.0104097158578565	1.2645758834951453	0.0
MICAL3	0.0098315167194152	0.6643486223167412	0.0
MTX1	0.0124422674629546	0.14908187913330184	0.0
NID2	-0.0125851007222023	-0.541728675828352	0.9394308133511929
NNMT	-0.0116808509754247	-2.0740935385370403	0.0
PCGF5	0.0111565571856522	-0.1805731024596458	0.0
PEX11B	0.0103368752992181	0.0513412555608432	0.0
PHC2	0.0098075738434093	0.04839081850745805	0.0
PPM1K	0.0122018891397752	0.3997563984507093	0.0
PRAF2	0.0099206478837609	0.22307012028623183	0.0
RAB9B	0.0106052383646241	0.8848421341185271	0.0
RDH10	0.0099187925889288	-0.8358220208368853	0.0
RPS15	-0.0092374068988371	0.3144108410541385	0.0
SAV1	0.0111948082622809	0.03869438741122368	0.0
SLC5A6	-0.0084496365162771	-0.09941468171306317	0.0
SPECC1L	-0.0090644676547325	0.0514772863775894	0.0
SRC	0.0125742200446914	0.3096231655473315	0.0
TBC1D9B	-0.0149466050588535	-0.1362649006847208	0.0
TDRD3	-0.0125041465706725	0.238474972980835	0.0
TMEM168	-0.0143347945887267	-0.28730826274951377	0.0
TRIP11	-0.0098260665411823	-0.0913938712748162	0.0
ZBTB24	0.0106452518674601	0.43694324442768984	0.0
MYSM1	-0.0114664800582738	0.40237868737545185	0.0
AADAT	0.0112227104550149	0.5217588673673799	0.0
VRK2	-0.0134833769029081	-1.004101460028641	0.0
DMRTA2	-0.0128607328428552	-3.387283656017015	0.8089613184119184
ANXA1	-0.0149246047726263	-1.8972287303842945	0.0
B4GALT7	-0.0102695475704433	-0.1538700855646109	0.0
CCS	0.0114419410097555	0.20327940962215182	0.0
CCT2	-0.0101018555348958	0.09748033522628576	0.0
CHAF1A	-0.0153923029500565	0.3816800397511947	0.0
COL18A1	-0.0111538876913497	-0.6502341539796983	0.0
DAZAP2	0.0106829089994916	0.06033690350380747	0.0
DIMT1	0.0118024814270677	0.4435141675517497	0.0
ENG	-0.012756614203606	-0.4092272925460312	0.0
EPHA4	0.0107537586992772	0.11047558744366832	0.0
EXTL2	0.0090286650684334	0.11754933116000468	0.0
EXTL3	-0.0096071532266344	-0.4645847788834011	0.0
HDAC7	-0.0084302208866745	-0.7928770657701218	0.4521387443807963
JAM2	0.0117033900847242	-0.135131320766675	0.0
KANK2	-0.0099154445152021	-0.803600960152616	0.0
KRT6A	0.0109621440102186	-0.44652723816115425	0.0
MAN1A2	-0.0086395225156149	0.37198499644141975	0.0
MATR3	0.0111245168448594	0.5456903576128265	0.0
MCTS1	-0.0116026647390692	0.05132583755696251	0.0
METTL2A	-0.0106985055329502	0.15322502316052639	0.0
MORN4	0.0098568222449873	0.37052525234386524	0.0
MT-ND1	0.009329175751143	-0.22321450242914356	0.0
MTMR7	0.0152131263712493	0.8371867560478138	0.0
MYO6	0.0104946868462144	0.16896788643808433	0.0
NPTN	0.007128482593212	-0.4650712124752782	0.0
NSD1	-0.0109556656777776	-0.06960340701559511	0.3011115997090901
NT5DC3	0.0093051032523812	0.7398737548460372	0.0
P4HA2	-0.0110859989810624	-1.2845141100370336	0.3724928748012418
PDCL3	-0.0105238018798365	0.1955613947268493	0.0
PDLIM7	-0.0110283765563589	-0.4017480454948253	0.0
PHKA2	-0.0139097308429648	-0.1755787379113867	0.0
PIGU	-0.0119859868365329	-0.08937294324180164	0.0
POLR2G	0.0105924807785711	-0.07263015947457833	0.0
PPP2R2C	0.008286537679636	-1.0922962348018392	0.0
