gene	protein	rna	methylation
RAPGEF4	0.0495941614031043	0.0002516344339743	1.0
TMEM119	0.0495941614031043	0.3295209203588092	1.0
TTI1	0.0495941614031043	0.3814240273847962	1.0
HES1	0.0504465124220951	2.0320309876369392e-05	3.130996602051456e-05
CLDN12	0.0505427842510807	0.1342603899046626	1.0
SUPT20H	0.0505427842510807	0.2364912541954054	1.0
ACTN3	0.0513397044021404	0.3091743014881467	1.0
ADAM15	0.0513397044021404	0.680885768260498	1.0
AKR1A1	0.0513397044021404	0.2586938892477093	1.0
CCT4	0.0513397044021404	0.2127367248712365	1.0
CFDP1	0.0513397044021404	0.0064652925319974	1.0
CSDE1	0.0513397044021404	0.0255621446310393	1.0
DPYSL4	0.0513397044021404	6.821247041323763e-06	1.0
EIF2B3	0.0513397044021404	0.9549219503047696	1.0
FAM20C	0.0513397044021404	0.0008432232726118	1.0
FAM98B	0.0513397044021404	0.2042685964306006	0.244276765962642
FGD1	0.0513397044021404	0.0182257878799721	1.0
FN1	0.0513397044021404	0.3071195805444386	1.0
GRIA1	0.0513397044021404	0.6753480306811428	1.0
HAUS7	0.0513397044021404	0.268618221198779	5.242095809038103e-09
HERC2	0.0513397044021404	0.1262063620942403	1.0
LDHA	0.0513397044021404	0.0001453023028199	2.7044448832992037e-08
MARS2	0.0513397044021404	0.0837695979830659	1.0
PAMR1	0.0513397044021404	0.0010874862498076	3.55032852521217e-08
PHF12	0.0513397044021404	0.1148058762530859	2.196914698151424e-07
PICK1	0.0513397044021404	0.0109542692243834	1.072246870030521e-08
PPFIBP1	0.0513397044021404	0.9549219503047696	1.0
PPM1A	0.0513397044021404	0.4841786317879634	1.0
PRMT9	0.0513397044021404	0.3856053411460773	1.0
PTGR3	0.0513397044021404	1.0	1.0
REEP5	0.0513397044021404	0.2098875605705991	1.0
RPRD1A	0.0513397044021404	0.0178064079893945	1.0
RPRD2	0.0513397044021404	0.0165959525250089	1.0
RPS6KA3	0.0513397044021404	0.1025019992424348	1.0
SFXN4	0.0513397044021404	0.0574604021539389	1.802566127062421e-07
SMC3	0.0513397044021404	0.0006990181082397	1.0
SRSF1	0.0513397044021404	0.0912246093150988	1.0
THADA	0.0513397044021404	0.4937424827499114	1.0
TNFAIP8L3	0.0513397044021404	0.6424825465578098	1.0
WDR48	0.0513397044021404	0.0006230815923386	1.0
ZBTB47	0.0513397044021404	0.0182257878799721	1.0
MTRF1L	0.0525039269621768	0.0943449214211881	1.0
TRIM13	0.0525039269621768	0.0008432232726118	1.0
ZNF821	0.0528631858919883	0.0131135052865339	1.0
ALDH1L1	0.0531363850298677	0.0053185930018533	1.0
ANXA4	0.0531363850298677	0.0057868897606016	4.352011768371657e-06
ARHGAP33	0.0531363850298677	0.0484135070408113	1.0
ATL1	0.0531363850298677	0.0059505571050624	1.0
BAIAP3	0.0531363850298677	0.0204472339323378	0.003696512706545
CARD19	0.0531363850298677	2.1040351451676423e-08	1.0
CCDC97	0.0531363850298677	0.6424825465578098	1.0
CCP110	0.0531363850298677	0.4653432106933844	1.0
CEP192	0.0531363850298677	0.085221691374758	1.0
CTIF	0.0531363850298677	0.002215883023748	1.0
DCTN2	0.0531363850298677	0.0267013124625039	1.0
EI24	0.0531363850298677	0.7485511656250495	1.0
EIF4G3	0.0531363850298677	0.5279625751604108	1.0
ELFN1	0.0531363850298677	0.0484135070408113	1.0
GNA11	0.0531363850298677	0.5633003663620569	1.0
GPD1	0.0531363850298677	0.0959353191233165	1.0
GRWD1	0.0531363850298677	0.5633003663620569	1.0
HECW2	0.0531363850298677	0.1739102106081343	1.0
KLC2	0.0531363850298677	0.1405451061898492	1.0
LSAMP	0.0531363850298677	0.000599394460033	1.0
MATN2	0.0531363850298677	0.7257601700947548	1.0
MICU3	0.0531363850298677	0.5891910241235689	1.0
NR3C2	0.0531363850298677	0.0136976104568259	0.0002412157534841
NUP210	0.0531363850298677	0.0057868897606016	1.4892317639312792e-08
PIP4K2A	0.0531363850298677	0.1041956808004245	1.0
POLR2L	0.0531363850298677	0.0003260862521353	1.0
RNF139	0.0531363850298677	0.2303915587094667	1.0
RPL22L1	0.0531363850298677	0.8122650234744453	1.0
RRM1	0.0531363850298677	0.8239914673127718	1.0
SALL2	0.0531363850298677	0.1301872939088177	1.0
SCN4B	0.0531363850298677	0.9969932729397027	1.0
SEMA4B	0.0531363850298677	0.0959353191233165	1.0
SMARCB1	0.0531363850298677	0.0084617642639555	1.0
TPM4	0.0531363850298677	0.1933460123583382	5.078065865631656e-05
UBL4A	0.0531363850298677	0.2014986487754589	1.0
WDR5B	0.0531363850298677	0.0025176260144355	1.0
ZNHIT3	0.0531363850298677	0.4653432106933844	0.1638795495839021
RUSC1	0.0537201756599877	0.0118122596655726	1.0
YPEL1	0.0537201756599877	0.0237524936762352	1.0
B4GALT4	0.0537889401426111	1.0	1.0
PROSER1	0.0545282867957202	0.0439019108818546	0.0344993584976318
ABCF2	0.0549852953859921	0.4841786317879634	1.0
AHDC1	0.0549852953859921	0.4560738613070551	1.0
ATP2B2	0.0549852953859921	0.0405407577348735	1.0
CCDC6	0.0549852953859921	0.0182257878799721	1.0
CENPV	0.0549852953859921	0.2014986487754589	0.0009574309134647
COX15	0.0549852953859921	5.445631763496644e-06	1.0
CWF19L1	0.0549852953859921	0.00611813005831	1.0
DCAF16	0.0549852953859921	3.508863602938133e-05	1.0
DNM3	0.0549852953859921	0.000412025770295	1.0
ETFRF1	0.0549852953859921	0.4937424827499114	1.0
FKBP14	0.0549852953859921	0.5530933713202311	1.0
FLII	0.0549852953859921	0.5279625751604108	1.0
GLYR1	0.0549852953859921	0.5379476761145676	1.0
KAT6A	0.0549852953859921	0.3372071502768508	1.0
KNTC1	0.0549852953859921	0.7031992593357959	1.0
LSM8	0.0549852953859921	0.3034820878428896	1.0
MEGF8	0.0549852953859921	0.3940478755315468	1.0
MORF4L2	0.0549852953859921	0.3731416632830328	1.0
MSRB2	0.0549852953859921	0.0474828113026704	1.0
MTHFD2L	0.0549852953859921	0.160690970794968	1.0
NPR2	0.0549852953859921	0.5329438027014509	1.0
PPIB	0.0549852953859921	0.2098875605705991	1.0
PPIC	0.0549852953859921	0.0008125045831429	1.0
PRKD1	0.0549852953859921	0.0284876260810774	1.0
RASA3	0.0549852953859921	0.0121104640333768	1.0
SDS	0.0549852953859921	0.1470429320574521	1.0
SUOX	0.0549852953859921	0.1854274447341903	1.0
TAF9	0.0549852953859921	0.5480226443199718	1.0
TM9SF2	0.0549852953859921	0.4514767363013169	1.0
TMEM259	0.0549852953859921	0.2892069256027823	1.0
VIRMA	0.0549852953859921	0.0641994357632441	1.0
ST3GAL6	0.0552802925860208	0.0677938935926424	1.0
PDE10A	0.0554450495722225	0.0045268799897269	1.0
CCDC92B	0.0564018011875453	0.6633605051950306	3.55032852521217e-08
CCDC150	0.056617342164462	0.398903024796631	1.0
NRM	0.056617342164462	0.9309278478807852	1.0
SPAG5	0.056617342164462	0.1933460123583382	1.0
CLSPN	0.056632628250582	0.6262928935859023	1.0
PDE7B	0.056678069149607	0.1448531055366745	0.0001374640740931
ABTB3	0.056887536049312	1.0	1.0
ACBD5	0.056887536049312	0.0351587729976527	1.0
AIF1L	0.056887536049312	0.3898133146915937	1.0
AKAP11	0.056887536049312	0.5230041714164845	1.0
BDH1	0.056887536049312	0.0001453023028199	1.0
BMP1	0.056887536049312	0.1933460123583382	1.0
COX6C	0.056887536049312	0.0881839367972738	1.0
DAB2IP	0.056887536049312	0.0136976104568259	1.0
GGH	0.056887536049312	0.9789551953030096	1.0
GNAQ	0.056887536049312	0.3609197402993056	1.0
KDELC1	0.056887536049312	1.0	1.0
LAMC1	0.056887536049312	0.0405407577348735	1.0
MECR	0.056887536049312	0.5034021925331287	1.0
PHF8	0.056887536049312	0.014379273374275	1.0
PLIN2	0.056887536049312	0.2127367248712365	2.350007723483559e-06
RAB5A	0.056887536049312	0.5633003663620569	1.0
REEP6	0.056887536049312	0.6262928935859023	1.0
RPS7	0.056887536049312	0.1262063620942403	1.0
SFXN3	0.056887536049312	0.6424825465578098	1.0
TTC38	0.056887536049312	0.0912246093150988	1.072246870030521e-08
SUPT3H	0.0570922357310568	0.0004360965296811	1.0
TENT2	0.0570922357310568	0.6698270635743053	1.0
GNA15	0.058772583538102	0.1025019992424348	1.0
PPDPF	0.058772583538102	0.3219441262314365	1.0
ZNF618	0.058772583538102	0.4333414251349672	1.0
TRAF5	0.0588416831439338	0.0284876260810774	7.624866631328151e-09
AMT	0.058844215587877	0.329783426146605	1.0
BPNT1	0.058844215587877	0.0754537658266707	1.0
GCC2	0.058844215587877	0.8475550398583394	0.0381642769735973
GPR158	0.058844215587877	0.0013900111693605	1.0
HIBADH	0.058844215587877	0.8534671966360218	1.0
HVCN1	0.058844215587877	9.33710166018985e-05	5.9330993475022176e-08
IFRD1	0.058844215587877	0.2857068381710433	1.0
KIAA0319L	0.058844215587877	0.6753480306811428	1.0
KIAA1324L	0.058844215587877	1.0	1.0
MTHFD2	0.058844215587877	3.785346256964376e-07	1.0
OAS3	0.058844215587877	0.0912246093150988	1.0
OXCT1	0.058844215587877	0.4378370407132128	1.0
PCYOX1	0.058844215587877	0.8771915319695551	1.0
PENK	0.058844215587877	0.8262119468809107	1.0
PPL	0.058844215587877	1.6436346034736173e-07	1.0
RARS2	0.058844215587877	0.8181233791346252	1.0
RPS14	0.058844215587877	0.2303915587094667	1.0
SATB2	0.058844215587877	0.6533672982152271	2.7044448832992037e-08
SMC4	0.058844215587877	0.5180687624492549	1.0
SRSF12	0.058844215587877	0.003130445762129	1.0
TBCK	0.058844215587877	0.0672967571553888	1.0
ERN1	0.0590152944356388	0.1166502607304649	1.0
BCORL1	0.0597276300079679	0.4794330266023305	1.0
PEAR1	0.0597276300079679	0.8653148492104507	1.0
GPRC5C	0.0601438755608467	0.0111344726975972	1.0
AGFG1	0.0608564500479017	0.4560738613070551	1.0
AIMP2	0.0608564500479017	0.3374876270162383	1.0
ALDH1A1	0.0608564500479017	0.009892073791606	1.0
ARL15	0.0608564500479017	0.076793279454561	1.0
ATP5F1	0.0608564500479017	1.0	1.0
BOLA2	0.0608564500479017	1.0	1.0
BZW1	0.0608564500479017	0.8064167057380578	1.0
CA12	0.0608564500479017	0.2156124396696581	1.0
CADPS	0.0608564500479017	0.0881839367972738	1.0
CALR	0.0608564500479017	0.2892069256027823	1.0
CDCA7L	0.0608564500479017	0.0493586953686083	1.569769417724683e-06
CLTA	0.0608564500479017	0.7600273778391065	1.0
COG7	0.0608564500479017	0.9549219503047696	1.0
DRG1	0.0608564500479017	0.7428328146704418	1.0
DTX3	0.0608564500479017	0.00268121953211	1.0
ELAC1	0.0608564500479017	0.7433520019342148	1.0
FAM84A	0.0608564500479017	1.0	1.0
FBL	0.0608564500479017	0.0553427811007243	1.0
FBXW7	0.0608564500479017	0.3731416632830328	1.0
GNAI3	0.0608564500479017	0.4794330266023305	1.0
HEXA	0.0608564500479017	0.1727434543169707	1.0
HTATSF1	0.0608564500479017	0.045664288789187	1.0
KBTBD2	0.0608564500479017	0.0866930870929539	1.0
LMO4	0.0608564500479017	0.4889484989098217	0.0003611062970701
LPCAT1	0.0608564500479017	0.0896943939783225	1.0
LSG1	0.0608564500479017	0.2822342211189929	1.0
METTL17	0.0608564500479017	0.3731416632830328	1.0
NAXE	0.0608564500479017	0.680885768260498	1.0
NCALD	0.0608564500479017	0.7831298160210926	1.0
PSMD7	0.0608564500479017	0.7773361783806464	1.0
PTMA	0.0608564500479017	0.333350369642741	1.0
RBMS2	0.0608564500479017	0.1185167396290459	1.0
RPL9	0.0608564500479017	0.1583551142765239	1.0
RSF1	0.0608564500479017	0.0154545927637503	1.0
RUVBL1	0.0608564500479017	0.5250531545877261	1.0
SDK2	0.0608564500479017	0.2191545781493027	1.0
SH3PXD2A	0.0608564500479017	0.8771915319695551	1.0
SIPA1L3	0.0608564500479017	0.268618221198779	1.0
STX4	0.0608564500479017	0.6920105252800894	1.0
TCEAL1	0.0608564500479017	0.4560738613070551	1.0
TFEB	0.0608564500479017	0.5530933713202311	1.0
TMEM109	0.0608564500479017	0.4841786317879634	1.1913854111450234e-10
TMEM184B	0.0608564500479017	0.720097684691909	1.0
TMEM189-UBE2V1	0.0608564500479017	1.0	1.0
TRRAP	0.0608564500479017	0.3609197402993056	1.0
TTN	0.0608564500479017	0.8232125859487678	1.0
UBQLN2	0.0608564500479017	0.0050246027256992	1.0
YES1	0.0608564500479017	0.1448531055366745	1.0
ZNF655	0.0608564500479017	0.2619746499128035	1.0
IGLV1-40	0.0609001688341537	1.0	1.0
RPAIN	0.0609955126110265	0.0563937282574093	1.0
ISLR	0.0615122412970251	0.3410912282564307	1.0
KCNIP2	0.0615122412970251	0.2214437879288161	1.802566127062421e-07
HTR2A	0.062127728773397	0.8416510797660218	1.0
LAPTM5	0.0623376623376623	0.7428328146704418	1.0
GAS2L3	0.0625821499310455	0.4333414251349672	1.0
ABRAXAS2	0.0629253624213935	0.000599394460033	1.0
ABTB2	0.0629253624213935	0.9849671803936888	1.0
ACTA1	0.0629253624213935	0.1166502607304649	3.57415623343507e-09
ANKLE2	0.0629253624213935	0.3772694460966226	1.0
ANKMY2	0.0629253624213935	0.0047445310340332	1.0
ARPC1B	0.0629253624213935	0.1422120201317883	1.0
BANF1	0.0629253624213935	0.7144498574562824	1.0
BBS10	0.0629253624213935	0.0112342616454623	0.0573386265467248
CCDC28A	0.0629253624213935	0.5379476761145676	1.0
CCT8	0.0629253624213935	0.6155941844001098	0.0943784574090262
CHAMP1	0.0629253624213935	0.2458436145932387	1.0
CHN1	0.0629253624213935	0.3219441262314365	1.0
COL11A1	0.0629253624213935	0.0009762627739477	0.0013219931813355
COPB2	0.0629253624213935	0.8831399713746723	1.0
CPNE4	0.0629253624213935	3.119121383422056e-05	1.0
CSE1L	0.0629253624213935	0.182839531981833	1.0
CYGB	0.0629253624213935	0.0006475664073529	1.0
DDX3Y	0.0629253624213935	0.4163521054735156	1.0
EIF3I	0.0629253624213935	0.5429740180449096	1.0
ELMOD2	0.0629253624213935	0.0708285460532009	1.0
ETFA	0.0629253624213935	0.2243995505096254	1.0
FMNL3	0.0629253624213935	0.6588364477682731	1.0
HSP90B1	0.0629253624213935	0.4288714727346406	1.0
HSPA4	0.0629253624213935	0.5429740180449096	1.0
IQGAP3	0.0629253624213935	0.7314370374687333	1.0
KIDINS220	0.0629253624213935	0.0430413980217813	1.0
KIFC2	0.0629253624213935	0.2857068381710433	1.686417963329892e-05
KRT8	0.0629253624213935	0.002253488093421	1.0
LIFR	0.0629253624213935	0.0702763727555591	1.0
ME3	0.0629253624213935	0.0032276004045993	3.694867403292284e-05
METAP1D	0.0629253624213935	0.0147305605728026	1.0
MEX3A	0.0629253624213935	0.000369900192391	1.0
MICAL3	0.0629253624213935	0.0162079744090727	1.0
MTX1	0.0629253624213935	0.1242501281899313	1.0
NID2	0.0629253624213935	0.6370674281332944	5.242095809038103e-09
NNMT	0.0629253624213935	0.0140349925070997	1.0
PCGF5	0.0629253624213935	0.6424825465578098	1.0
PEX11B	0.0629253624213935	0.6975970258880173	1.0
PHC2	0.0629253624213935	0.4700151772344346	1.0
PPM1K	0.0629253624213935	0.1727434543169707	1.0
PRAF2	0.0629253624213935	0.6209339451211492	1.0
RAB9B	0.0629253624213935	0.0004728347184504	1.0
RDH10	0.0629253624213935	0.268618221198779	1.0
RPS15	0.0629253624213935	0.2395816172573171	1.0
SAV1	0.0629253624213935	0.5944315041066967	1.0
SLC5A6	0.0629253624213935	0.7773361783806464	1.0
SPECC1L	0.0629253624213935	0.6370674281332944	1.0
SRC	0.0629253624213935	0.0366337551090054	1.0
TBC1D9B	0.0629253624213935	0.4700151772344346	1.0
TDRD3	0.0629253624213935	0.0991773443342647	1.0
TMEM168	0.0629253624213935	0.3489411345214804	1.0
TRIP11	0.0629253624213935	0.7257601700947548	1.0
ZBTB24	0.0632876414314711	0.0702763727555591	1.0
MYSM1	0.0634452005239181	0.5530933713202311	1.0
AADAT	0.0645325214635603	0.0351587729976527	1.0
VRK2	0.064858735989534	0.0154545927637503	1.0
DMRTA2	0.0649192170818783	0.0008749318392205	0.000146720543045
ANXA1	0.06505208209248	0.000369900192391	1.0
B4GALT7	0.06505208209248	0.2273821217595493	1.0
CCS	0.06505208209248	0.0809227026438469	1.0
CCT2	0.06505208209248	0.2214437879288161	1.0
CHAF1A	0.06505208209248	0.160690970794968	1.0
COL18A1	0.06505208209248	0.2857068381710433	1.0
DAZAP2	0.06505208209248	0.6049731272721461	1.0
DIMT1	0.06505208209248	0.0213961990339415	1.0
ENG	0.06505208209248	0.1448531055366745	1.0
EPHA4	0.06505208209248	0.2787890659184194	1.0
EXTL2	0.06505208209248	0.7773361783806464	1.0
EXTL3	0.06505208209248	0.2719810832199535	1.0
HDAC7	0.06505208209248	0.0028538092390123	1.1913854111450234e-10
JAM2	0.06505208209248	0.7715543658109477	1.0
KANK2	0.06505208209248	0.0316807218625611	1.0
KRT6A	0.06505208209248	0.6878593794467223	1.0
MAN1A2	0.06505208209248	0.1204054527844645	1.0
MATR3	0.06505208209248	0.4032232353859999	1.0
MCTS1	0.06505208209248	0.5684362480289417	1.0
METTL2A	0.06505208209248	0.4841786317879634	1.0
MORN4	0.06505208209248	0.0493586953686083	1.0
MT-ND1	0.06505208209248	0.6753480306811428	1.0
MTMR7	0.06505208209248	0.0008125045831429	1.0
MYO6	0.06505208209248	0.5787717926603946	1.0
NPTN	0.06505208209248	0.0178064079893945	1.0
NSD1	0.06505208209248	0.6975970258880173	1.0182771109056517e-06
NT5DC3	0.06505208209248	0.0943449214211881	1.0
P4HA2	0.06505208209248	0.0022882554918813	3.203635370568968e-07
PDCL3	0.06505208209248	0.4747118288658407	1.0
PDLIM7	0.06505208209248	0.2927344921562412	1.0
PHKA2	0.06505208209248	0.4112503812153782	1.0
PIGU	0.06505208209248	0.7144498574562824	1.0
POLR2G	0.06505208209248	0.9609274059017214	1.0
PPP2R2C	0.06505208209248	0.9849671803936888	1.0
RPGR	0.06505208209248	0.0218841155923159	1.0
RPLP2	0.06505208209248	0.924937874581048	1.0
RUFY3	0.06505208209248	0.0030548210590154	1.0
SC5D	0.06505208209248	0.6370674281332944	1.0
SFXN1	0.06505208209248	0.2303915587094667	1.0
SLC39A11	0.06505208209248	0.2998720734618511	1.0
TARSL2	0.06505208209248	1.0	1.0
TMC6	0.06505208209248	0.0209172803434025	5.484149583020437e-05
TMEM223	0.06505208209248	0.9189519681101626	1.0
TMF1	0.06505208209248	0.680885768260498	1.0
UCK1	0.06505208209248	0.0754537658266707	0.0009574309134647
USP9X	0.06505208209248	0.6479159174171651	1.0
WIPF3	0.06505208209248	0.112983447835892	1.0
XPA	0.06505208209248	0.0781511705821627	1.0
ZNF609	0.06505208209248	0.0003260862521353	1.0
KCNJ4	0.065284122317396	0.4333414251349672	1.0
SLC25A28	0.0656504914920784	0.0323529724632102	1.0
EYA4	0.066388914592288	0.0250076716875526	0.000112563880723
PELI2	0.0665800355529249	0.0039825239825297	1.0
COL8A1	0.0667671183874155	0.0010874862498076	0.0009129725797697
BMT2	0.0667870069287715	0.1384266877586805	0.0003047761651687
ADRA2A	0.0668139625554291	0.4572209545228867	1.0
CR1	0.0670296639900989	0.0057868897606016	1.0
ABCA3	0.0672377442624509	0.0574604021539389	1.0
ABLIM3	0.0672377442624509	0.4244272891023065	4.34078891779867e-05
ACTA2	0.0672377442624509	0.9969932729397027	1.0
C1orf198	0.0672377442624509	0.0121104640333768	4.352011768371657e-06
CASK	0.0672377442624509	0.1262063620942403	1.0
CTTNBP2NL	0.0672377442624509	0.3983089443904342	1.0
DPF2	0.0672377442624509	0.0091130050628623	1.0
EIF2A	0.0672377442624509	0.0093943101914596	1.0
FBLIM1	0.0672377442624509	0.1492568052668182	8.339697878015161e-10
GATAD2B	0.0672377442624509	0.0182257878799721	0.0003817088058465
HEXB	0.0672377442624509	0.0033273159879102	8.339697878015161e-10
KCTD6	0.0672377442624509	0.092774735253686	3.4032996516227625e-05
KIF4A	0.0672377442624509	0.3144769640632613	1.0
LDB1	0.0672377442624509	1.471015490216394e-05	1.0
LMTK3	0.0672377442624509	0.6698270635743053	1.5352073269473657e-05
MAPRE1	0.0672377442624509	0.1363318248795889	0.0030507215296026
MINDY3	0.0672377442624509	0.002215883023748	1.0
NHLRC3	0.0672377442624509	0.5329438027014509	1.0
NTRK2	0.0672377442624509	0.0323529724632102	1.429662493374028e-09
PARD6B	0.0672377442624509	0.8122650234744453	2.662746393909128e-07
PDAP1	0.0672377442624509	0.0991773443342647	1.0
PDP1	0.0672377442624509	0.4747118288658407	1.0
PIP5KL1	0.0672377442624509	0.00974707918237	2.2636322811755446e-09
PRDX4	0.0672377442624509	0.1059104607680627	1.0
RBSN	0.0672377442624509	0.0084617642639555	1.0
USP33	0.0672377442624509	0.8475550398583394	1.0
USP54	0.0672377442624509	0.0008749318392205	1.0
VAMP7	0.0672377442624509	0.4841786317879634	1.0
BEX4	0.0691372017788388	0.0033273159879102	1.0
OTUD1	0.0691633947447901	0.1678473934686426	1.0
ACLY	0.0694834893535557	0.2334279188547616	1.0
ARID1B	0.0694834893535557	0.0472819436255754	1.0
ARID4B	0.0694834893535557	0.0596415541735628	1.0
ASF1A	0.0694834893535557	0.0140349925070997	1.0
ASNS	0.0694834893535557	0.7259413490328515	1.0
BRPF1	0.0694834893535557	0.0195332645485801	1.0
CD276	0.0694834893535557	0.1560438823325411	1.0
CDK13	0.0694834893535557	0.7947513859885488	1.0
CHCHD5	0.0694834893535557	0.4288714727346406	1.0
FUT11	0.0694834893535557	0.2191543111305312	1.0
GATC	0.0694834893535557	0.1560438823325411	1.0
GMPS	0.0694834893535557	0.4156166442962223	1.0
GNB1L	0.0694834893535557	0.8593872366123328	1.0
HK2	0.0694834893535557	0.800578725811299	1.0
IL6ST	0.0694834893535557	0.2962895404660722	8.45180724520391e-06
ILK	0.0694834893535557	0.5684362480289417	1.0
NAP1L4	0.0694834893535557	0.0630351284450378	1.0
NT5C2	0.0694834893535557	0.0373897718807785	1.0
PAN2	0.0694834893535557	0.0690264114126459	1.0
POLR3F	0.0694834893535557	0.5633003663620569	1.0
PTDSS1	0.0694834893535557	0.8950554637317519	1.1913854111450234e-10
PTPN12	0.0694834893535557	0.0413609711724737	1.0
RPAP3	0.0694834893535557	0.8064167057380578	1.0
S1PR1	0.0694834893535557	0.3529068822829372	4.5665802809188747e-07
SLC25A29	0.0694834893535557	0.1320360396301984	1.0
SPRYD7	0.0694834893535557	0.8712497186161992	1.0
STAMBPL1	0.0694834893535557	0.6102738364201088	1.0
STX8	0.0694834893535557	0.5429740180449096	1.0
TES	0.0694834893535557	0.0823448791414527	1.0
TSR2	0.0694834893535557	0.6370674281332944	0.0091805927126575
UBE2G2	0.0694834893535557	0.3856053411460773	1.0
ZMAT5	0.0694834893535557	0.6975970258880173	1.0
C5orf15	0.0701318228364869	0.2892069256027823	1.0
GIPC3	0.0705944827997801	0.6753480306811428	1.0
ARHGAP32	0.0717904623916318	0.0015401986824721	1.0
BANP	0.0717904623916318	0.4112503812153782	1.0
C6orf203	0.0717904623916318	1.0	1.0
CDYL	0.0717904623916318	0.0057868897606016	1.0
CHPF2	0.0717904623916318	0.0641994357632441	1.0
CMPK2	0.0717904623916318	0.4112503812153782	1.0
DPYSL5	0.0717904623916318	0.1880411030981108	2.7044448832992037e-08
FOLR2	0.0717904623916318	0.4112503812153782	1.0
GFRA2	0.0717904623916318	0.5480226443199718	1.0
H1F0	0.0717904623916318	1.0	1.0
HECA	0.0717904623916318	0.0127257887994534	1.0
INPP5F	0.0717904623916318	0.7031992593357959	1.0
KHDRBS2	0.0717904623916318	0.0016491814157415	0.0008702520008354
LRRC14	0.0717904623916318	0.160690970794968	0.000177653912137
LYRM2	0.0717904623916318	0.268618221198779	1.0
MBIP	0.0717904623916318	4.938324829134593e-05	1.0
MED13L	0.0717904623916318	0.0025176260144355	1.0
MT-ATP8	0.0717904623916318	0.4653432106933844	1.0
NAT10	0.0717904623916318	0.8082577376307565	1.0
NELL2	0.0717904623916318	0.0101491482906581	1.0
NOMO3	0.0717904623916318	0.3735702394315282	1.0
PCDHB10	0.0717904623916318	1.0	1.0
PCSK1	0.0717904623916318	0.0115202253187748	1.0
PDCD10	0.0717904623916318	0.6370674281332944	1.0
PDE4C	0.0717904623916318	0.39337221850272	1.0
PDZD11	0.0717904623916318	0.2522142671992248	1.0
PRKCB	0.0717904623916318	0.2303915587094667	1.0
PRKRIP1	0.0717904623916318	0.1041956808004245	1.0
PTPN11	0.0717904623916318	0.5429740180449096	1.0
RBMX	0.0717904623916318	0.0121104640333768	1.0
S100A3	0.0717904623916318	0.6533672982152271	1.0
SMAP1	0.0717904623916318	0.1204054527844645	1.0
SMPD1	0.0717904623916318	0.0641994357632441	1.0
TBC1D25	0.0717904623916318	0.7785616057446484	1.0
ZBTB7B	0.0717904623916318	0.2185147716014262	1.0
ZNF217	0.0717904623916318	0.0213961990339415	3.83745240929812e-07
CEP89	0.0721293860669279	0.5230041714164845	1.0
DGKK	0.0721699322662548	0.0893604639603697	0.071715200947281
TAF12	0.0732164099983741	0.0421944678255937	1.0
MPND	0.0737490003315974	0.0331599861977032	1.0
S100PBP	0.0737490003315974	0.924937874581048	1.0
LRRCC1	0.0740274622614105	0.8181233791346252	1.0
ACTR1B	0.0741598123676629	0.4700151772344346	1.0
ALG2	0.0741598123676629	0.1492568052668182	1.0
ANKRD52	0.0741598123676629	0.4747118288658407	1.0
BEND5	0.0741598123676629	0.1987549560799328	1.0
CD33	0.0741598123676629	0.5230041714164845	1.0
CEP68	0.0741598123676629	0.0002994153566479	1.0
CERT1	0.0741598123676629	0.9369215669136052	1.0
ERCC6	0.0741598123676629	0.0164049756043297	1.0
GABRA3	0.0741598123676629	0.0126945133735031	1.0
GRIA3	0.0741598123676629	0.1702828424741421	1.0
ITSN1	0.0741598123676629	0.7144498574562824	1.0
KIFAP3	0.0741598123676629	0.5735934576790327	1.0
MANF	0.0741598123676629	0.3071195805444386	1.0
MTA1	0.0741598123676629	0.1111828336549699	1.0
MTOR	0.0741598123676629	0.2619746499128035	1.0
NAPRT	0.0741598123676629	0.8534671966360218	1.0
NDRG2	0.0741598123676629	0.112983447835892	1.0
NFIB	0.0741598123676629	0.2098875605705991	1.0
PAFAH1B1	0.0741598123676629	0.6864400185367299	1.0
PLA2G6	0.0741598123676629	0.0532874482494996	1.0
PRDX5	0.0741598123676629	0.5633003663620569	1.0
R3HDM2	0.0741598123676629	0.0011268942283984	1.0
RP2	0.0741598123676629	0.2719810832199535	1.0
SELENOK	0.0741598123676629	0.268618221198779	1.0
SUCLG1	0.0741598123676629	0.1987549560799328	1.0
TAP2	0.0741598123676629	0.9849671803936888	1.0
TLE1	0.0741598123676629	0.6920105252800894	1.0
TNFRSF10C	0.0741598123676629	0.1204054527844645	0.122075050362527
TUFM	0.0741598123676629	0.9969932729397027	0.6608241614459439
YIPF4	0.0741598123676629	0.1016120081440788	1.0
ZFYVE27	0.0741598123676629	0.0019456187434759	1.0
ZMYND10	0.074465545285947	0.0178064079893945	1.569769417724683e-06
RAB36	0.0749142430048417	3.630019751679251e-09	1.0
CHAT	0.0755549281850545	0.07784221089353	0.00572333962389
CBX6	0.0758398103778754	1.0	1.0
SLC2A12	0.0759228159697723	0.7144498574562824	1.0
ABCG2	0.0765926915784043	0.1906805958038605	0.0016477343938612
ACYP2	0.0765926915784043	0.5429740180449096	1.0
ANKRD13D	0.0765926915784043	0.6975970258880173	1.0
CARMIL1	0.0765926915784043	7.895064394000608e-06	1.0
CBLL1	0.0765926915784043	0.6643231183501889	1.0
CCT3	0.0765926915784043	0.0086872528600997	1.0
