rna	protein	methylation
INTS2	0.0896943939783226	0.619598904466966	1
MED13	0.153757163747276	0.179897106213268	1
ENO3	0.608432417852715	0.263227691353225	1
PFN1	0.437837040713213	0.727664348535171	1
RNF167	0.97895519530301	0.346718640199318	1
SLC25A11	0.563300366362057	0.362118279299247	1
RAI1	0.742832814670442	0.630089834988991	1
NUP88	0.212736724871237	0.88804729497073	1
C1QBP	0.924937874581048	0.899765938477385	1
BLMH	0.00595055710506245	0.55832602888094	1
CPD	0.0291042880953105	0.165891280705499	1
GOSR1	0.0585429592498171	0.472328250759407	1
CCDC47	0.800578725811299	0.0257354716105548	1
MED31	0.508267608145204	0.969876847874803	1
DRG2	1.06860355576032e-05	0.0001278438625721	1
FTSJ3	0.456073861307055	0.227160506622712	1
AKAP10	0.451476736301317	0.12149461263127	1
ALDH3A1	0.0116344483765402	1	1
SMARCD2	0.708816958400393	0.738820537503303	1
ICAM2	0.604973127272146	0.853047912668327	1
SYNGR2	0.381424027384796	0.490786109629087	7.55338350665945e-08
B9D1	0.647915917417165	0.61773567964369	4.56658028091887e-07
UTP6	0.0397336794930235	0.232913564993497	1
DDX5	0.0244630957754126	0.795385805194481	1
CYTH1	0.0147305605728027	0.0816536593184558	1
PSMD11	0.0199859365521146	0.354365624619421	1
LGALS3BP	0.180277271192919	0.310074615721289	1
ASIC2	0.180086735527122	0.264929821283899	1
DHX58	0.0665786621552623	0.0229277877523469	1.80256612706242e-07
MLX	0.553093371320231	0.500158378158135	1
ABI3	0.912970453068574	0.12149461263127	1
EZH1	0.209887560570599	0.806839866740437	1
PPP1R9B	0.296289540466072	0.65129530509798	1
COL1A1	0.0291042880953105	0.841441945501886	1
MRPL27	0.90699364933795	0.481509050840671	1
VAT1	0.777336178380646	0.0105826293893526	1
LRRC59	0.553093371320231	0.994088338219466	1
RND2	0.337207150276851	0.0322523100546643	1
HDAC5	0.00134282181210613	0.0004573468011195	1
ABCC3	1.12325173337234e-05	0.238769221089691	7.94235892954419e-05
LUC7L3	0.138071898318847	0.65129530509798	1
MPP2	0.620933945121149	0.32441362099169	1
SMURF2	0.116650260730465	0.54840747009319	1
DUSP3	0.00547097973674851	0.970448180392886	1
EFTUD2	0.0250076716875526	0.640655901322456	1
PRKAR1A	0.086693087092954	0.377939487321328	1
EFNB3	0.692010525280089	0.0039491748157882	1.80149388019239e-06
YWHAE	0.859387236612333	0.189710853318659	1
DPH1	0.573593457679033	0.829870331803484	1
MAP2K6	0.0133670195050137	0.672786708421045	1
DHRS7B	0.474711828865841	0.221509489353476	1
NAT9	0.172743454316971	0.596637426332484	1
TMEM104	0.859387236612333	0.412058500316913	1
TNFAIP1	0.318196830411695	0.630089834988991	1
IFT20	0.669827063574305	0.0468043015543389	0.0431750760275303
TMEM97	0.0630351284450379	0.761296480002007	1
CDR2L	0.901021880088355	0.32441362099169	1
SUPT6H	0.083769597983066	0.841441945501886	1
RAB34	1.44620773370219e-07	8.3437816034192e-05	3.57415623343507e-09
PHF12	0.114805876253086	0.0513397044021404	2.19691469815142e-07
TMEM33	0.474711828865841	0.55832602888094	1
GABRA4	0.040062513187575	0.125100501967154	1
SLAIN2	0.871249718616199	0.148513725636281	1
OCIAD1	0.948918942597014	0.317190986635688	1
DCUN1D4	0.190680595803861	0.0897505005255134	1
USP46	0.356899766400823	0.317190986635688	1
LAMTOR3	0.433341425134967	0.227160506622712	1
NFKB1	0.708816958400393	0.377939487321328	1
MANBA	0.0677938935926424	1	1
MAPK10	0.278789065918419	0.0415959381701969	1
ELF2	0.30348208784289	0.298790411369313	1
NDUFC1	0.415616644296222	0.339177541811826	1
TBC1D9	0.560803895285991	0.5683309908015	1
ZNF330	0.708816958400393	0.310074615721289	1
INPP4B	0.101612008144079	0.55832602888094	1
GAB1	0.30348208784289	0.152721968493769	1
KLHL2	0.0289572169783753	0.887329385277012	1
CPE	0.0563937282574093	0.727664348535171	1
RPL34	0.0239282863834894	0.694548778780357	1
WFS1	0.325718829993052	0.54840747009319	1
GRPEL1	0.960927405901721	0.750031981357858	1
GAR1	0.0522827527646013	0.194763176462798	1
CLCN3	0.428871472734641	0.282670603105127	1
AADAT	0.0351587729976527	0.0645325214635603	1
GALNT7	0.122316536426914	0.0141884150193554	1
DHX15	0.0532874482494996	0.994088338219466	1
SOD3	0.61559418440011	0.0462521650786471	1.80256612706242e-07
SEPSECS	0.124250128189931	0.0188376544640628	1
FBXW7	0.373141663283033	0.0608564500479017	1
TBC1D19	0.242699054938287	0.445373097879417	1
NSD2	0.0881839367972738	0.899765938477385	1
SH3D19	0.0011268942283984	0.310074615721289	1
STIM2	0.573593457679033	0.935043046278691	1
MFSD10	0.64248254655781	0.144394620955936	1
BST1	0.132036039630198	0.0816536593184558	1
RAPGEF2	0.0284876260810775	0.419316947256383	1
HGFAC	0.731729693840673	0.189710853318659	1
SNX25	0.518068762449255	0.923266362134876	1
KLF3	0.356899766400823	0.206644501096327	1
KLHL5	0.0147305605728027	0.205162605871226	1
UGDH	0.0272862742097741	0.18475576467892	1
HTATIP2	0.0115202253187748	0.12149461263127	1
CTSC	0.296289540466072	0.923266362134876	1
ZBTB16	0.0665786621552623	0.238769221089691	1
ELP4	0.165437002096257	0.694548778780357	1
ZPR1	0.0319089983551783	0.339177541811826	1
MTCH2	0.188041103098111	0.899765938477385	1
FNBP4	0.578771792660395	0.578420892719129	1
SC5D	0.637067428133294	0.06505208209248	1
B3GAT1	0.54297401804491	0.719101319852654	1
VWA5A	0.255440438676164	0.481509050840671	1
SIAE	1.20279094679788e-05	0.0277683634873363	0.141861417004131
LPXN	0.865314849210451	0.662006203148412	0.000213839265537057
ATG2A	0.377269446096623	0.750031981357858	1
EHD1	0.000210541376620996	0.386007358614507	1
UNC93B1	0.122316536426914	0.0227294978177215	2.66274639390913e-07
PUS3	0.00214547717104132	0.935043046278691	1
DCPS	0.865314849210451	0.783975673771804	1
KMT5B	0.000512193326806376	0.165204461403907	1
FOXRED1	0.972944354349335	0.310074615721289	1
PPP6R3	0.00846176426395559	0.0188376544640628	1
NRXN2	0.0244630957754126	0.12149461263127	1
MS4A6A	0.411250381215378	0.186307011971407	1
ST3GAL4	0.0881839367972738	0.268523754556736	1
CPT1A	0.105910460768063	0.0065442004021021	1
CCND1	0.0421944678255938	0.988755495469734	1
PRPF19	0.00332731598791021	0.958636533973896	1
TMEM109	0.484178631787963	0.0608564500479017	1.19138541114502e-10
HPX	0.086693087092954	0.598849415191798	1
TRIM3	0.236491254195405	0.619598904466966	1
CHORDC1	0.381424027384796	0.662006203148412	1
PANX1	0.00646529253199746	0.454259357818172	1
ARHGEF17	0.0267013124625039	0.221509489353476	1
APOA4	0.438643279653053	0.716565579503623	1
APOC3	0.975285927432079	0.911506474750994	1
CEP164	0.292988375354628	0.269384297937113	1
RNF141	0.193346012358338	0.289362615318698	1
EIF4G2	0.271981083219954	0.0897505005255134	1
GALNT18	0.325718829993052	0.0173571814210878	1
BIRC2	0.553093371320231	0.853047912668327	1
UBE4A	0.172743454316971	0.0446535740619552	1
DDX6	0.00214547717104132	0.296160522545273	1
CBL	0.0439019108818546	0.005217612336991	1
NECTIN1	0.0358901369511007	0.289362615318698	1
KIAA1549L	0.345002569785677	0.210511179936555	1
FBXO3	0.0596415541735629	0.750031981357858	1
PDHX	0.352906882282937	0.221509489353476	1
SLC1A2	0.00595055710506245	0.946833961802666	1
COMMD9	0.166708358969698	0.853047912668327	1
MDK	1.29508143407422e-06	0.0054616581252945	4.76554164458009e-10
AMBRA1	0.942918705896909	0.339177541811826	1
MADD	0.948918942597014	0.672786708421045	2.06026279149309e-06
NAA40	0.0136976104568259	0.331742496067516	1.18030552682137e-06
CARS1	0.0618874827872338	0.0006717918058675	1
SLC22A18	0.00259832297559598	0.029938243706112	1
CD81	0.12620636209424	0.436586762436574	1
SLC35F2	0.960927405901721	0.18475576467892	7.55338350665945e-08
ELMOD1	0.527567563674753	0.205162605871226	1.36377888013771e-06
SOX6	3.12356195193075e-06	0.003593179380845	1
C11orf58	0.653367298215227	0.509624754672974	0.122075050362527
PITPNM1	0.0351587729976527	0.853047912668327	4.76554164458009e-10
RPS13	0.18542744473419	0.362118279299247	0.126818583186991
AIP	0.0439019108818546	0.54840747009319	1
NUP98	0.508267608145204	0.705526359166247	1
NDUFS8	0.664323118350189	0.946833961802666	1
TCIRG1	0.076793279454561	0.125100501967154	1
CHKA	0.100829268949264	0.0310767952238468	0.000128701315255599
HPS5	0.966934981833271	0.369976338761913	0.12297788423033
GTF2H1	0.771554365810948	0.310074615721289	1
PTPN5	0.817222854439326	0.911506474750994	1.68641796332989e-05
VWF	0.30348208784289	0.853047912668327	1
P3H3	0.465343210693384	0.0288357353325397	1
PPFIBP1	0.95492195030477	0.0513397044021404	1
PRPF40B	0.227382121759549	0.935043046278691	1
COQ5	0.337207150276851	0.152721968493769	1
SELPLG	0.64248254655781	0.0869826237433354	1
CORO1C	5.44563176349664e-06	0.54840747009319	1
ASIC1	0.221443787928816	0.578420892719129	1
CAPRIN2	0.0112342616454624	0.157020334542396	1
TSPAN11	0.783129816021093	0.606256256197958	1
KCTD10	0.626292893585902	0.227160506622712	1
SLC11A2	0.0677938935926424	0.561324374081427	1
MLEC	0.296289540466072	0.114527135166908	1
MVK	0.794751385988549	0.783975673771804	1
CAMKK2	0.239581617257317	0.640655901322456	1
BIN2	0.402596442154961	0.982266312688503	1
PTGES3	0.532943802701451	0.630089834988991	1
BCL7A	2.44959901664966e-05	0.0167028816738824	1
RSRC2	0.0223811551251779	0.244727996007518	1
LIN7A	0.122316536426914	0.705526359166247	1
ACSS3	3.01301470180852e-07	0.0008786596899361	0.0031717294735658
TNS2	0.285706838171043	0.88804729497073	1
PPM1H	0.657782478979846	0.445373097879417	1
METAP2	0.245843614593239	0.55832602888094	1
LTA4H	0.972944354349335	0.0984815867449466	1
ITFG2	0.647915917417165	0.0415959381701969	1
PRMT8	0.0984334286530578	0.853047912668327	1
ARPC3	0.731437037468733	0.244727996007518	0.0287678454932672
GPN3	0.0532874482494996	0.41083487637907	1
ACAD10	0.788934983017163	0.282670603105127	1
ALDH2	0.333350369642741	0.205162605871226	1
CDKN1B	0.230391558709467	0.0047588544761346	0.00413591578058881
NAA25	0.0430413980217813	0.490786109629087	1
CDK2AP1	0.871249718616199	0.683634890934618	1
RASAL1	0.185145089985561	0.60918486246129	8.74596030321562e-07
ARHGDIB	0.760027377839106	0.935043046278691	1
GTF2H3	0.637067428133294	0.923266362134876	1
DDX55	0.0728292479158142	0.899765938477385	1
SLC38A1	0.249015337973542	0.598849415191798	1
RFC5	0.0677938935926424	0.419316947256383	1
STX2	0.479433026602331	0.386007358614507	1
COPZ1	0.610273836420109	0.175134047312123	1
CAND1	0.966934981833271	0.481509050840671	1
RAB5B	0.209887560570599	0.104670037971303	1
MDM1	0.877191531969555	0.463244705418096	1
NUP107	0.212736724871237	0.386007358614507	1
CNOT2	0.452571618525718	0.578420892719129	1
TIMELESS	0.230391558709467	0.483533073420815	1
CPSF6	0.0218841155923159	0.205162605871226	1
KRR1	0.401059772570225	0.994088338219466	1
GAPDH	0.0543074064215618	0.427901135282375	1
CHD4	0.0147305605728027	0.256956803214887	1
COPS7A	0.177740569569693	0.132562024084012	1
ING4	0.0641994357632442	0.0401348180845839	1
GNB3	0.548022644319972	0.210511179936555	1
CHPT1	0.0912246093150989	0.716565579503623	1
USP5	0.692010525280089	0.346718640199318	8.33969787801516e-10
TPI1	0.0927747352536861	0.445373097879417	1
GNPTAB	0.812265023474445	0.41083487637907	1
ENO2	0.428871472734641	0.354365624619421	1
ATN1	0.841651079766022	0.716565579503623	1
PTPN6	0.760027377839106	0.60918486246129	1
NT5DC3	0.0943449214211881	0.06505208209248	1
SUDS3	0.345002569785677	0.463244705418096	0.310451325881416
GOLT1B	0.558186008581476	0.106252618156353	1
PRKAB1	0.227382121759549	0.296160522545273	1
CMAS	0.474711828865841	0.179897106213268	1
HCFC2	0.493742482749911	0.144394620955936	1
RAB35	0.282234221118993	0.303064484317034	1
RIC8B	0.00740688530188226	0.215959922023962	1
FGFR1OP2	0.209887560570599	0.853047912668327	1
COL12A1	0.0295280140643142	0.289362615318698	3.42725841224089e-06
BTN3A3	0.88909472192918	0.0047588544761346	1
TDP2	0.120405452784465	0.519184084823926	1
DSE	0.236491254195405	0.305484971161414	1
RSPH4A	0.360919740299306	0.16241739988442	1
TMEM14C	0.877191531969555	0.238769221089691	1
PAK1IP1	0.116650260730465	0.165891280705499	1
SMIM8	0.0250076716875526	0.681074391129794	1
NEDD9	0.163051564123562	0.170465732142578	1
MCM9	0.178838969815873	0.21129954733371	1
RNGTT	0.144853105536674	0.982266312688503	1
MAN1A1	0.0585429592498171	0.81833550301967	0.000474174014683624
SERINC1	0.918951968110163	0.705526359166247	1
HDDC2	0.406910283002319	0.806839866740437	1
TPD52L1	0.104195680800425	0.189710853318659	0.000146720543045003
HINT3	0.147042932057452	0.27608428271927	1
NCOA7	0.548022644319972	0.694548778780357	4.62257539524269e-08
RIPOR2	0.032529341526177	0.899765938477385	1
SASH1	0.27537135803204	0.841441945501886	1
UST	0.00207699329951017	0.0036798424725878	1
MTRF1L	0.0943449214211881	0.0525039269621768	1
MAPK14	0.460696061262847	0.339177541811826	1
RHAG	0.320212406655673	0.792985184800287	1
KCTD20	0.0373897718807786	0.818966366741243	1
STK38	0.631670798112107	0.588594221619354	1
SRSF3	0.0503185303443945	0.683634890934618	1
SOD2	0.0162079744090728	0.946833961802666	1
MRPL18	0.936921566913605	0.716565579503623	0.00355898679954913
MCM3	0.97895519530301	0.0842840627462018	1
PHACTR1	0.0553427811007243	0.640655901322456	0.000287709926569693
MDGA1	0.818123379134625	0.33756172117055	1
FBXO9	0.456073861307055	0.101538275149045	1
MDN1	0.0366337551090055	0.598849415191798	1
SAYSD1	0.196037437357962	0.0151046796643927	1
CAP2	0.942918705896909	0.672786708421045	1
ZNF451	0.156043882332541	0.55832602888094	1
BAG2	0.180277271192919	0.472328250759407	1
RAB23	0.740440817973178	0.0431018461238187	1
FHL5	0.583971051041197	0.738820537503303	1
KHDRBS2	0.00164918141574157	0.0717904623916318	0.000870252000835445
FBXL4	0.532943802701451	0.639321237964698	1
E2F3	0.0089177806511378	0.166313596236938	1
PTP4A1	0.138104538402679	0.210511179936555	1
ASCC3	0.835755624581417	0.0031136863118141	1
MED23	0.149256805266818	0.841441945501886	1
WASF1	0.000907656467281891	0.140363651575472	1
GPLD1	0.647915917417165	0.490786109629087	1
CRYBG1	0.0351587729976527	0.148513725636281	2.87721959562345e-05
VNN1	0.948918942597014	0.114527135166908	1
VNN2	0.0358901369511007	0.268175886173599	1
ACOT13	0.749185352913769	0.238769221089691	1
SMAP1	0.120405452784465	0.0717904623916318	1
GMNN	0.484178631787963	0.639794967818091	0.873421060652581
EYA4	0.0250076716875526	0.066388914592288	0.000112563880723099
SOBP	0.95492195030477	0.806839866740437	1
NR2E1	1.20279094679788e-05	0.191167925940171	1.18030552682137e-06
SNX3	0.147042932057452	0.0401348180845839	1.42966249337403e-09
HBS1L	0.460696061262847	0.0790902549462379	1
TRIM38	0.210609548362953	0.036010035626059	1
PEX7	0.341091228256431	0.244727996007518	1
ZBTB24	0.0702763727555592	0.0632876414314711	1
FIG4	0.249428007372233	0.454259357818172	1
ARFGEF3	0.00294360299280498	0.199913511108796	1
SLC16A10	0.415616644296222	0.0408738548273432	1
HECA	0.0127257887994535	0.0717904623916318	1
PHACTR2	0.102501999242435	0.377939487321328	1
EPM2A	0.0124149399472286	0.346718640199318	1
SLC39A7	0.901021880088355	0.88804729497073	1
PHF1	0.0809227026438469	0.331742496067516	1
CUTA	0.292734492156241	0.0115189042202442	1
QKI	0.100012649328128	0.0869826237433354	1
PDE10A	0.00452687998972695	0.0554450495722225	1
TFEB	0.553093371320231	0.0608564500479017	1
BYSL	0.00268121953211009	0.419316947256383	1
FAM120B	0.0795275930515316	0.136419797788146	1
TBP	0.102501999242435	0.354365624619421	1
BICRAL	0.268618221198779	0.982266312688503	6.37748610585931e-07
PPP2R5D	0.172743454316971	0.111163338266246	1
PTK7	0.783129816021093	0.899765938477385	1
SRF	0.742832814670442	0.662006203148412	1
CUL9	0.26528275204396	0.0041389259826164	1
DNPH1	0.0618874827872338	1	1.39557695676117e-05
DUSP22	0.64248254655781	0.140363651575472	1
EXOC2	0.0316807218625611	0.899765938477385	1
COX7A2	0.669827063574305	0.683634890934618	1
TMEM30A	0.610273836420109	0.783975673771804	1
GMDS	0.669827063574305	0.0954988281153306	1
SENP6	0.167847393468643	0.672786708421045	1
VEGFA	0.0397336794930235	0.0160400909873896	1
PRPF4B	0.218514771601426	0.750031981357858	1
SLC29A1	0.242699054938287	0.735414996085061	3.69486740329228e-05
BTN2A1	0.0641994357632442	0.935043046278691	1
LAMA4	0.252214267199225	0.0267352352649872	1
TENT5A	0.100829268949264	0.941176470588235	1.19138541114502e-10
CLIC5	0.311026459800352	0.215959922023962	1
ENPP5	0.942918705896909	0.763520617355745	0.760267897115699
ERBIN	0.64248254655781	0.538576727160961	1
HARS2	0.292734492156241	0.0954988281153306	1
NUDT12	0.233427918854762	0.331742496067516	0.161001570480079
MAN2A1	0.201498648775459	0.481509050840671	1
SEMA5A	0.583971051041197	0.88804729497073	1
C7	0.0244630957754126	0.619598904466966	1
HMGCS1	0.318196830411695	0.672786708421045	1
DAP	0.11118283365497	0.683634890934618	1
BRD8	0.115151042680353	0.0154005332062763	1
KIF20A	0.610273836420109	0.688147965894813	1
NNT	0.34894113452148	0.303064484317034	1
MRPS30	0.493742482749911	0.528835161908329	1
HSPA9	0.743352001934215	0.500158378158135	1
MRPS27	0.76089489897905	0.454259357818172	1
PFDN1	0.675348030681143	0.640655901322456	0.352174881186573
LOX	0.00259832297559598	0.0277683634873363	5.07806586563166e-05
CDH9	0.586863585209689	0.463244705418096	1
APBB3	0.847555039858339	0.307735349210159	1
SPARC	0.901021880088355	0.427901135282375	1
IK	0.488948498909822	0.640655901322456	1
CERT1	0.936921566913605	0.0741598123676629	1
FAF2	0.415616644296222	0.0257354716105548	1
CLK4	0.484178631787963	0.500158378158135	1
RNF130	0.599692276386861	0.982266312688503	1
THG1L	0.901021880088355	0.427901135282375	1
ARSB	0.960927405901721	0.795385805194481	1
CLINT1	0.990979981137763	0.0074788433222434	6.37748610585931e-07
THBS4	0.0512931645346805	0.402455548030431	1.18661986950044e-07
CNOT6	0.196037437357962	0.256956803214887	1
TTC1	0.0607563437041811	0.445373097879417	1
MSH3	0.912970453068574	0.463244705418096	1
RASGRF2	0.560803895285991	0.899765938477385	1
GABRG2	0.361285927849343	0.303064484317034	1
DROSHA	0.0809227026438469	0.509624754672974	1
CDH6	0.000472834718450447	0.946833961802666	1
LMNB1	0.0881839367972738	0.716565579503623	1
GOLPH3	0.714449857456282	0.419316947256383	1
SUB1	0.877191531969555	0.619598904466966	1
FAM172A	0.083769597983066	0.899765938477385	1
LNPEP	0.984967180393689	0.578420892719129	1
PDE4D	0.948918942597014	0.346718640199318	1
RAD1	0.193346012358338	0.0869826237433354	1
SLC12A7	0.00329214536307352	0.0003262907284342	1
GNPDA1	0.725760170094755	0.619598904466966	3.69486740329228e-05
NUP155	0.0715439325890635	0.55832602888094	0.00888675846938182
FGF1	5.82294982874821e-05	0.210511179936555	1
NR3C1	0.333350369642741	0.0446535740619552	1
C5orf15	0.289206925602782	0.0701318228364869	1
LIFR	0.0702763727555592	0.0629253624213935	1
C9	0.644873502008677	0.899765938477385	1
TXNDC15	0.0618874827872338	0.0181009487394497	1
TTC33	0.118748323771831	0.500158378158135	1
WWC1	0.742832814670442	0.899765938477385	5.93309934750222e-08
TCERG1	0.0046095458740606	0.5683309908015	1
DPYSL3	0.0543074064215618	0.0032666152126188	1
SMAD5	0.610273836420109	0.41083487637907	1
CSNK1A1	0.97895519530301	0.761296480002007	1
HMGXB3	0.877191531969555	0.647848822211371	1
ERGIC1	0.527962575160411	0.210511179936555	3.57415623343507e-09
PDGFRB	0.420008979973042	0.598849415191798	1
BNIP1	0.54297401804491	0.402455548030431	1
STC2	0.0133670195050137	0.291072125867908	1.48923176393128e-08
CPEB4	0.446904811927386	0.0373428699853714	1
DBN1	0.0596415541735629	0.454259357818172	1
ZNF346	0.333350369642741	0.0954988281153306	0.0381642769735973
UNC5A	0.138071898318847	0.716565579503623	1
EHHADH	0.381424027384796	0.269603408140199	1
CNTN3	1.78889216636155e-05	0.036010035626059	1
SELENOK	0.268618221198779	0.0741598123676629	1
ACTR8	0.30348208784289	0.402455548030431	1
TIMMDC1	0.637067428133294	0.140363651575472	1
CRBN	0.107646483092713	0.117970523517539	1
BCL6	0.00398252398252978	0.296160522545273	1.46659544111952e-07
HGD	0.00164786421548577	0.176770336866763	1
ARL6	0.460696061262847	0.481509050840671	1
AMOTL2	2.60418772103468e-05	0.946833961802666	1
NIT2	0.597693517472553	0.528835161908329	1
FAM162A	0.924937874581048	0.317190986635688	1
KPNA1	0.245843614593239	0.136419797788146	1
PCCB	0.182839531981833	0.128789280167756	1
UBE3A	0.493742482749911	0.958636533973896	1
ARMC8	0.0447761577778831	0.0203900915851269	1
SLC25A36	0.0291042880953105	0.946833961802666	1
TFDP2	0.000726030975181612	0.260253140874462	1
XRN1	0.076793279454561	0.60918486246129	1
KAT2B	0.637067428133294	0.0462521650786471	1
PDCD10	0.637067428133294	0.0717904623916318	1
WNT5A	0.0522827527646013	0.362118279299247	2.01344134483509e-08
PFKFB4	0.156043882332541	0.339177541811826	7.3888293536721e-05
COL7A1	0.261974649912804	0.436586762436574	2.67192006157494e-06
FGF12	0.00760846922750936	0.0347179770329465	1
PRKAR2A	0.230391558709467	0.0495941614031043	1
HES1	2.03203098763694e-05	0.0504465124220951	3.13099660205146e-05
USP4	0.0991773443342648	0.0004834714076229	1
ACAP2	0.754282780824207	0.18475576467892	1
ECT2	0.170282842474142	0.865732787805684	1
GNAI2	0.470015177234435	0.114527135166908	1
TFG	1	0.727664348535171	1
USP9Y	0.725941196633934	0.0288357353325397	0.51983316309159
TUSC2	0.877191531969555	0.935043046278691	0.0133817655568949
NPRL2	0.924937874581048	0.144394620955936	1
RPL24	0.100829268949264	0.705526359166247	1
FXR1	0.249015337973542	0.806839866740437	1
CBLB	0.000167370689628388	0.0842840627462018	1
BBX	0.130187293908818	0.0816536593184558	1
IFT57	0.0344395178021019	0.0136145393998766	1
GNB4	0.451476736301317	0.0373428699853714	1
GBE1	0.321944126231437	0.672786708421045	0.00105176576342753
NCBP2	0.829868985222966	0.5683309908015	1
SNX4	0.0728292479158142	0.454259357818172	1
SLC41A3	0.18542744473419	0.841441945501886	1
PLXNA1	0.631670798112107	0.445373097879417	1
ATP6V1A	0.218514771601426	0.923266362134876	1
PODXL2	0.0022882554918813	0.0816536593184558	1
CSPG5	0.0795275930515316	0.107878014597277	0.0547549826637428
SCAP	0.268618221198779	0.500158378158135	1
NEK11	0.00159325289330394	0.362118279299247	1
PLSCR4	0.0209172803434025	0.157020334542396	0.00979246300245087
MAPKAPK3	0.697597025888017	0.86468577953023	1
WDR48	0.000623081592338642	0.0513397044021404	1
COMMD2	0.00846176426395559	0.132562024084012	1
GORASP1	0.252214267199225	0.125100501967154	1
PEX5L	0.818123379134625	0.876353071543692	1
RRP9	0.227382121759549	0.716565579503623	1
ARHGEF26	0.620933945121149	0.994088338219466	1
PLCH1	0.00098970664452936	0.148513725636281	1
DNAH1	0.823991467312772	0.538576727160961	1
SSR3	0.0728292479158142	0.0842840627462018	0.0627910141520998
ZBTB47	0.0182257878799722	0.0513397044021404	1
FOXP1	0.013839192142431	0.628340672974548	1
EIF4G1	0.877191531969555	0.0032666152126188	1
NEK4	1	0.490786109629087	1
SLC4A3	1.86689433554017e-06	0.55832602888094	1
ADAM23	0.100829268949264	0.377939487321328	1
DGUOK	0.415616644296222	0.0267352352649872	1
MOB1A	0.990979981137763	0.578420892719129	1
KANSL3	0.236491254195405	0.232913564993497	1
LMAN2L	0.731437037468733	0.221509489353476	1
RTKN	0.0228151551358997	0.683634890934618	1
TTL	0.708816958400393	0.0431018461238187	1
CCL20	0.175229329536633	0.174001236239583	1
PIKFYVE	0.5351474561992	0.86468577953023	1
KCNIP3	0.00682898485729275	0.0003082118108775	8.33969787801516e-10
FAHD2A	0.0959353191233166	0.331742496067516	1
NCL	0.086693087092954	0.982266312688503	1
ACTR1B	0.470015177234435	0.0741598123676629	1
ZAP70	0.443353543964505	0.737296863431028	1
ACTR3	0.984967180393689	0.148513725636281	1
STEAP3	6.839968063297e-05	0.0018128816981544	0.000105148817062673
EPB41L5	0.0337322282797359	0.0160400909873896	1
SF3B6	0.318196830411695	0.761296480002007	1
STAM2	0.812265023474445	0.490786109629087	1
GPD2	0.990979981137763	0.18475576467892	1
ACVR1	0.261974649912804	0.0238325917654758	1
TANC1	0.069026411412646	0.289362615318698	1
SLC30A3	0.930927847880785	0.454259357818172	1
MPV17	0.930927847880785	0.630089834988991	1
GTF3C2	0.00221588302374803	0.227160506622712	1
NRBP1	0.364966750828211	0.317190986635688	1
ITGA4	0.14431798070576	0.232913564993497	5.4112725374207e-07
PSMD14	0.942918705896909	0.18475576467892	1
SNX17	0.818123379134625	0.841441945501886	1
ASB3	0.0553427811007243	0.148513725636281	1
PPM1G	0.170282842474142	0.519184084823926	1
PDE1A	0.493742482749911	0.227160506622712	1
REEP6	0.626292893585902	0.056887536049312	1
APC2	0.0337322282797359	0.481509050840671	1
IFIH1	0.883139971374672	0.923266362134876	1
RPS15	0.239581617257317	0.0629253624213935	1
GCA	0.578771792660395	0.210511179936555	1
MOGS	0.34894113452148	0.310074615721289	1
TTC31	0.0781511705821627	0.263870713825785	1
NDUFS7	0.258693889247709	0.519184084823926	1
PCGF1	0.800578725811299	0.6254823838642	1
CLIP4	0.389813314691594	0.958636533973896	1
SPTBN1	0.697597025888017	0.170465732142578	1
RTN4	0.406910283002319	0.157020334542396	1
LOXL3	0.271981083219954	0.317190986635688	1
POLE4	0.0344395178021019	0.215959922023962	0.0280158850776575
CCDC88A	0.00547097973674851	0.0288357353325397	1
MRPL19	0.385605341146077	0.738820537503303	1
LANCL1	0.0943449214211881	0.0954988281153306	0.194696819120746
WDR75	0.0034296471049043	0.303064484317034	1
EFEMP1	0.0397336794930235	0.490786109629087	3.57415623343507e-09
FN1	0.307119580544439	0.0513397044021404	1
STAT1	0.883139971374672	0.27608428271927	1
GLS	0.680885768260498	0.795385805194481	1
PAPOLG	0.0585429592498171	0.12149461263127	1
DNAH6	0.242699054938287	0.490786109629087	1
IGFBP2	0.014379273374275	0.0012684752590398	1
IGFBP5	0.708816958400393	0.0097146594996231	1
USP34	0.0140349925070997	0.528835161908329	1
EFHD1	0.177740569569693	0.107878014597277	3.13099660205146e-05
GGCX	0.485673231829305	0.630089834988991	1
EHBP1	0.599692276386861	0.853047912668327	1
TXNDC9	0.731437037468733	1	0.0146487920277935
COQ10B	0.14268720382479	0.970448180392886	1
SF3B1	0.0169916069923481	0.60918486246129	1
ST3GAL5	0.0195332645485801	0.969876847874803	1
CHST10	0.942918705896909	0.0831414834473294	1
PDCL3	0.474711828865841	0.06505208209248	1
KDM3A	0.255440438676164	0.783975673771804	1
PLCD4	0.0242336066086711	0.232913564993497	1
CHMP3	0.484178631787963	0.86468577953023	1
FHL2	0.00701722405613785	0.0059808952352731	1
UXS1	0.377269446096623	0.829870331803484	1
STK16	0.193346012358338	0.0967510066994347	1
HDLBP	0.924937874581048	0.008531477910036	1
PPP1R7	0.493742482749911	0.630089834988991	1
PASK	0.972944354349335	0.578321356202313	1
STK25	0.0618874827872338	0.445373097879417	1
PROC	0.604973127272146	0.81833550301967	1
TAF1B	0.193346012358338	0.025974025974026	0.00179550299865245
