gene	protein_pval	protein_fdr	protein_log2fc
LRRCC1	0.0740274622614105	0.390952743922757	-0.0213202610519375
ACTR1B	0.0741598123676629	0.390952743922757	0.0092503600915908
ALG2	0.0741598123676629	0.390952743922757	-0.0093380718627878
ANKRD52	0.0741598123676629	0.390952743922757	-0.0133534077812735
BEND5	0.0741598123676629	0.390952743922757	-0.0124632538457292
CD33	0.0741598123676629	0.390952743922757	0.009093160969572
CEP68	0.0741598123676629	0.390952743922757	0.009605179446391
CERT1	0.0741598123676629	0.390952743922757	-0.0119517052315943
ERCC6	0.0741598123676629	0.390952743922757	0.0086294590660291
GABRA3	0.0741598123676629	0.390952743922757	0.0111616328607699
GRIA3	0.0741598123676629	0.390952743922757	0.0092959275228993
ITSN1	0.0741598123676629	0.390952743922757	0.0109339581739964
KIFAP3	0.0741598123676629	0.390952743922757	-0.0109385002819617
MANF	0.0741598123676629	0.390952743922757	-0.0122864280226823
MTA1	0.0741598123676629	0.390952743922757	0.0097112860357285
MTOR	0.0741598123676629	0.390952743922757	0.0111178523746141
NAPRT	0.0741598123676629	0.390952743922757	-0.0090270260145919
NDRG2	0.0741598123676629	0.390952743922757	0.0139695533705929
NFIB	0.0741598123676629	0.390952743922757	0.0100332158551247
PAFAH1B1	0.0741598123676629	0.390952743922757	0.01262280796084
PLA2G6	0.0741598123676629	0.390952743922757	0.0112603646992488
PRDX5	0.0741598123676629	0.390952743922757	0.0091953465767493
R3HDM2	0.0741598123676629	0.390952743922757	0.006518724861504
RP2	0.0741598123676629	0.390952743922757	0.0146831306191957
SELENOK	0.0741598123676629	0.390952743922757	-0.0100118340707479
SUCLG1	0.0741598123676629	0.390952743922757	0.0109731084885464
TAP2	0.0741598123676629	0.390952743922757	0.0122878878377436
TLE1	0.0741598123676629	0.390952743922757	0.0101954891312092
TNFRSF10C	0.0741598123676629	0.390952743922757	-0.0101107483233752
TUFM	0.0741598123676629	0.390952743922757	0.0107902671265913
YIPF4	0.0741598123676629	0.390952743922757	-0.0074473476906458
ZFYVE27	0.0741598123676629	0.390952743922757	0.0075688897799675
ZMYND10	0.074465545285947	0.392374758195937	-0.0141502336863593
RAB36	0.0749142430048417	0.394548346492166	-0.0118735924708316
CHAT	0.0755549281850545	0.396304472514363	0.0145173985342638
CBX6	0.0758398103778754	0.396304472514363	0.0149915223588176
SLC2A12	0.0759228159697723	0.396304472514363	0.016940703259265
ABCG2	0.0765926915784043	0.396304472514363	0.0111673839126309
ACYP2	0.0765926915784043	0.396304472514363	0.0095168224082308
ANKRD13D	0.0765926915784043	0.396304472514363	-0.0107154729367638
CARMIL1	0.0765926915784043	0.396304472514363	-0.0107453507311743
CBLL1	0.0765926915784043	0.396304472514363	0.010592126180644
CCT3	0.0765926915784043	0.396304472514363	-0.0147557384571478
CDKN2AIPNL	0.0765926915784043	0.396304472514363	-0.0097017035278459
CPPED1	0.0765926915784043	0.396304472514363	-0.0095217666836705
DEPDC5	0.0765926915784043	0.396304472514363	0.011803649900186
DLG1	0.0765926915784043	0.396304472514363	-0.0108562189431112
EIF3K	0.0765926915784043	0.396304472514363	-0.0085567146097753
EMC4	0.0765926915784043	0.396304472514363	0.0090740456544717
FAM221A	0.0765926915784043	0.396304472514363	-0.0122092885178151
GPNMB	0.0765926915784043	0.396304472514363	-0.0098250155629924
GPR180	0.0765926915784043	0.396304472514363	-0.0087682935452403
HIF1AN	0.0765926915784043	0.396304472514363	0.0087886281212253
KRT16	0.0765926915784043	0.396304472514363	0.0060315448067952
KSR1	0.0765926915784043	0.396304472514363	0.0100456866390849
LRRC4C	0.0765926915784043	0.396304472514363	0.0099706513983174
NOA1	0.0765926915784043	0.396304472514363	0.0094164569522512
PCSK5	0.0765926915784043	0.396304472514363	-0.0096892232451478
PPP2R1A	0.0765926915784043	0.396304472514363	0.0096995459502919
RIC1	0.0765926915784043	0.396304472514363	-0.0110798721047594
SLC1A1	0.0765926915784043	0.396304472514363	0.0093325394793878
SLCO2B1	0.0765926915784043	0.396304472514363	0.010608664635217
STAG1	0.0765926915784043	0.396304472514363	0.0109741839687217
TBC1D14	0.0765926915784043	0.396304472514363	0.0064174928760237
TERF1	0.0765926915784043	0.396304472514363	0.0134257248011159
TMEM126A	0.0765926915784043	0.396304472514363	0.0084277825872017
TMEM25	0.0765926915784043	0.396304472514363	0.0095402371279067
TP53BP1	0.0765926915784043	0.396304472514363	0.0093955375554189
UBE2A	0.0765926915784043	0.396304472514363	0.0108727552216985
UGP2	0.0765926915784043	0.396304472514363	-0.0096276436246281
UPF3B	0.0765926915784043	0.396304472514363	0.0086053639068102
TIGD1	0.0771453710108811	0.398974779298209	0.0084448882313187
C1GALT1	0.0785793510716282	0.400670055494371	-0.0102227969903656
KCNH1	0.0785793510716282	0.400670055494371	0.0109903657286528
ZNF423	0.0785793510716282	0.400670055494371	0.010511553412299
ADHFE1	0.0790902549462379	0.400670055494371	0.0126987509008138
ATRNL1	0.0790902549462379	0.400670055494371	0.0099124058124632
C1QL3	0.0790902549462379	0.400670055494371	0.0091190231181589
C3orf38	0.0790902549462379	0.400670055494371	0.012590860829486
CD248	0.0790902549462379	0.400670055494371	-0.0093274427962014
CIB1	0.0790902549462379	0.400670055494371	0.0102932980571358
CMTM5	0.0790902549462379	0.400670055494371	0.0100768220921564
COL9A2	0.0790902549462379	0.400670055494371	0.0123951502669796
COPB1	0.0790902549462379	0.400670055494371	-0.0114378440542208
CYP2S1	0.0790902549462379	0.400670055494371	-0.00887609977283
DMD	0.0790902549462379	0.400670055494371	0.0098717717052864
EHD4	0.0790902549462379	0.400670055494371	-0.0107376322850154
EPN3	0.0790902549462379	0.400670055494371	-0.0107912139943979
FAM120A	0.0790902549462379	0.400670055494371	-0.0093717962746127
FEM1B	0.0790902549462379	0.400670055494371	-0.0056285090727769
FMOD	0.0790902549462379	0.400670055494371	-0.0104394907596887
GNAL	0.0790902549462379	0.400670055494371	0.0129418481222597
HBS1L	0.0790902549462379	0.400670055494371	-0.0102336707774968
HMGN2	0.0790902549462379	0.400670055494371	0.0115800311630928
HSD17B7	0.0790902549462379	0.400670055494371	0.0109040436981945
KDM4A	0.0790902549462379	0.400670055494371	0.0090421220030998
LAMB1	0.0790902549462379	0.400670055494371	-0.0125288623109634
MECP2	0.0790902549462379	0.400670055494371	0.0145074642474782
MOXD1	0.0790902549462379	0.400670055494371	-0.010592479091674
NAGLU	0.0790902549462379	0.400670055494371	-0.0101362700990396
NRXN1	0.0790902549462379	0.400670055494371	0.0114220778872517
PABPC4	0.0790902549462379	0.400670055494371	-0.0094169699562959
PHACTR3	0.0790902549462379	0.400670055494371	0.0102035886830054
POMGNT2	0.0790902549462379	0.400670055494371	0.0121487617181609
PRKAA2	0.0790902549462379	0.400670055494371	0.0113139189139789
RHOG	0.0790902549462379	0.400670055494371	0.0090306063182116
ROCK1	0.0790902549462379	0.400670055494371	0.0107565442276001
RPS29	0.0790902549462379	0.400670055494371	-0.0076844527450465
SHROOM4	0.0790902549462379	0.400670055494371	-0.010316858672825
SMARCC2	0.0790902549462379	0.400670055494371	0.0102862311756756
SMC2	0.0790902549462379	0.400670055494371	-0.0112469004754095
SUCLG2	0.0790902549462379	0.400670055494371	0.0109190368687109
TXLNA	0.0790902549462379	0.400670055494371	-0.0126216986316029
UQCC2	0.0790902549462379	0.400670055494371	0.0143650805331896
ZNF649	0.0790902549462379	0.400670055494371	0.0099185244895261
ZYG11B	0.0790902549462379	0.400670055494371	-0.0103990362170321
GCHFR	0.0797185748416908	0.40366553781891	-0.0108185162473273
ZFPM2	0.0810429880197322	0.405552707922462	0.0162963542097886
CLN8	0.0810796212120473	0.405552707922462	0.0094276809784456
PKDCC	0.0815639326531797	0.405552707922462	0.0089688247222999
AASDHPPT	0.0816536593184558	0.405552707922462	0.0092623078689777
ADCY3	0.0816536593184558	0.405552707922462	-0.0110504222017769
ALOX5AP	0.0816536593184558	0.405552707922462	-0.0072297776716
BBX	0.0816536593184558	0.405552707922462	0.0083634588214963
BST1	0.0816536593184558	0.405552707922462	0.0115593981224191
CDC37L1	0.0816536593184558	0.405552707922462	0.0090922855151869
CHD6	0.0816536593184558	0.405552707922462	0.0125065135311596
COX7A2L	0.0816536593184558	0.405552707922462	0.0086632844427219
CYTH1	0.0816536593184558	0.405552707922462	0.0090403487148924
DENND5A	0.0816536593184558	0.405552707922462	0.0163146033353056
DHCR7	0.0816536593184558	0.405552707922462	-0.0088067537693142
DIXDC1	0.0816536593184558	0.405552707922462	0.0092301518071058
ERH	0.0816536593184558	0.405552707922462	0.0110052625610122
GGACT	0.0816536593184558	0.405552707922462	-0.0093459017334416
GNG2	0.0816536593184558	0.405552707922462	0.0090165028481353
GRB2	0.0816536593184558	0.405552707922462	0.0100922598452553
HNRNPA2B1	0.0816536593184558	0.405552707922462	0.0100201122225457
HNRNPLL	0.0816536593184558	0.405552707922462	0.0105021664723697
IQGAP1	0.0816536593184558	0.405552707922462	-0.0124880997244817
MT-CO2	0.0816536593184558	0.405552707922462	0.0090971636587935
PCID2	0.0816536593184558	0.405552707922462	0.0132967134787906
PDLIM3	0.0816536593184558	0.405552707922462	-0.0096053504597842
PEBP1	0.0816536593184558	0.405552707922462	0.0098649952932734
PLEKHH3	0.0816536593184558	0.405552707922462	0.0076049148918049
PODXL2	0.0816536593184558	0.405552707922462	0.0082881164068974
PRDX1	0.0816536593184558	0.405552707922462	-0.011302716349494
PRKAB2	0.0816536593184558	0.405552707922462	0.0145655364186674
RGS17	0.0816536593184558	0.405552707922462	0.0107407451962176
S100B	0.0816536593184558	0.405552707922462	-0.0096183368451328
SETMAR	0.0816536593184558	0.405552707922462	0.0090275822844891
SIGLEC10	0.0816536593184558	0.405552707922462	0.0096027103734756
SMUG1	0.0816536593184558	0.405552707922462	0.0099704483203125
STMN1	0.0816536593184558	0.405552707922462	0.0085079324971642
TAF6	0.0816536593184558	0.405552707922462	0.0114906915715542
TMLHE	0.0816536593184558	0.405552707922462	0.0104727387964968
TYW1	0.0816536593184558	0.405552707922462	-0.0091001825170739
USP13	0.0816536593184558	0.405552707922462	-0.0102698368987554
VCL	0.0816536593184558	0.405552707922462	0.0147098591332202
VPS72	0.0816536593184558	0.405552707922462	0.0096989261976547
SULF1	0.0818483719282863	0.406334677031957	0.001983010729507
ADAM12	0.0820981639484226	0.40738925050783	0.0216135423632181
FZD6	0.0823522150528067	0.4080986985299	-0.0099046865639135
C2CD6	0.0827249891345183	0.4080986985299	0.0149927084772673
POC1B	0.0830097406962391	0.4080986985299	0.010581230709481
CCDC180	0.0830851723159418	0.4080986985299	-0.0106762028809472
MAFB	0.0831386551908183	0.4080986985299	-0.0103595926623427
CHST10	0.0831414834473294	0.4080986985299	-0.0122314411899168
PAIP2B	0.0837594594196174	0.4080986985299	0.0123787479529708
ANGPTL1	0.0842206437330952	0.4080986985299	-0.0133806206466422
COX18	0.0842206437330952	0.4080986985299	-0.0150221426204137
ADPGK	0.0842840627462018	0.4080986985299	-0.0111699720741066
ATF7IP	0.0842840627462018	0.4080986985299	0.0112817279001014
BCAP31	0.0842840627462018	0.4080986985299	-0.00794459913843
BCAR3	0.0842840627462018	0.4080986985299	-0.0099007117126099
C11orf98	0.0842840627462018	0.4080986985299	0.0178391182413101
CBLB	0.0842840627462018	0.4080986985299	0.0104729723738932
COPE	0.0842840627462018	0.4080986985299	-0.0094707697118189
DERA	0.0842840627462018	0.4080986985299	-0.0109655843013367
ERLEC1	0.0842840627462018	0.4080986985299	-0.0084850631111384
F11R	0.0842840627462018	0.4080986985299	-0.0092176030381995
FAM20B	0.0842840627462018	0.4080986985299	-0.0057918148368318
FAM81A	0.0842840627462018	0.4080986985299	0.0085246993832078
FBXO6	0.0842840627462018	0.4080986985299	-0.0125085234051831
FZD3	0.0842840627462018	0.4080986985299	0.0085448806497801
GAK	0.0842840627462018	0.4080986985299	-0.0092829593944868
GLCCI1	0.0842840627462018	0.4080986985299	0.0073694865870572
ING5	0.0842840627462018	0.4080986985299	0.0087569615424461
JMJD6	0.0842840627462018	0.4080986985299	0.0084324121090009
LMAN1	0.0842840627462018	0.4080986985299	-0.0086295617994603
LONP2	0.0842840627462018	0.4080986985299	-0.010659526394075
MCM3	0.0842840627462018	0.4080986985299	-0.0123610488897202
P4HTM	0.0842840627462018	0.4080986985299	-0.0118245642895864
PAAF1	0.0842840627462018	0.4080986985299	-0.0112246699840399
PCK2	0.0842840627462018	0.4080986985299	-0.0104853646853102
PLA2G2A	0.0842840627462018	0.4080986985299	-0.0089055535459674
PNO1	0.0842840627462018	0.4080986985299	-0.0088189490721262
QPRT	0.0842840627462018	0.4080986985299	-0.0103532010002372
RBM17	0.0842840627462018	0.4080986985299	0.0106228533777856
RIN3	0.0842840627462018	0.4080986985299	-0.0094979680579411
RTN1	0.0842840627462018	0.4080986985299	0.0107734161841901
SOS1	0.0842840627462018	0.4080986985299	0.0085649029265166
SPON1	0.0842840627462018	0.4080986985299	0.0119871526245621
SRP54	0.0842840627462018	0.4080986985299	-0.0096617075002803
SSR3	0.0842840627462018	0.4080986985299	-0.0086840002780507
STAG2	0.0842840627462018	0.4080986985299	0.0093523654388622
SYAP1	0.0842840627462018	0.4080986985299	-0.0096567781767988
TERF2	0.0842840627462018	0.4080986985299	0.0101043739572405
TGFB1I1	0.0842840627462018	0.4080986985299	-0.010620310828176
TMEM65	0.0842840627462018	0.4080986985299	0.0090741601052997
TRIM36	0.0842840627462018	0.4080986985299	-0.0093161123971991
UBE2V2	0.0842840627462018	0.4080986985299	0.0105766385326802
UFC1	0.0842840627462018	0.4080986985299	0.0121287007917772
VAMP1	0.0842840627462018	0.4080986985299	0.0079758338828023
WDR26	0.0842840627462018	0.4080986985299	-0.0091110654622698
ZBTB20	0.0842840627462018	0.4080986985299	0.0107019629322149
TMEM178A	0.0842999696467928	0.4080986985299	0.0146681146190247
GPR17	0.0852105385053916	0.412323697641269	0.0083289455474206
ANAPC11	0.0855450821163007	0.413195888474877	0.0100186639642274
CCRL2	0.0858682685399268	0.413195888474877	0.0187675230823085
PHLDA2	0.0867482730082715	0.413195888474877	-0.013009334236943
AACS	0.0869826237433354	0.413195888474877	-0.0118734982936109
ACAD8	0.0869826237433354	0.413195888474877	0.0126451330511192
APLP2	0.0869826237433354	0.413195888474877	-0.0097715597476141
CDA	0.0869826237433354	0.413195888474877	-0.0081682095729376
CHD8	0.0869826237433354	0.413195888474877	0.0115887664932843
COG6	0.0869826237433354	0.413195888474877	-0.009320829052849
COL5A1	0.0869826237433354	0.413195888474877	-0.0091247023077951
CRKL	0.0869826237433354	0.413195888474877	0.0084450862170388
CUL5	0.0869826237433354	0.413195888474877	0.0078548349122268
CYB5A	0.0869826237433354	0.413195888474877	0.012358106863871
DCTN5	0.0869826237433354	0.413195888474877	0.0077617497815243
DNAJC11	0.0869826237433354	0.413195888474877	0.0103617106436913
FREM2	0.0869826237433354	0.413195888474877	-0.0095914713087012
GATB	0.0869826237433354	0.413195888474877	0.0089142261262844
GPC4	0.0869826237433354	0.413195888474877	0.0093837690503176
HSCB	0.0869826237433354	0.413195888474877	0.009306507208859
JAK2	0.0869826237433354	0.413195888474877	0.0094297436339603
KIAA0232	0.0869826237433354	0.413195888474877	-0.0111880476826776
NCAN	0.0869826237433354	0.413195888474877	0.0099599254020511
NELFA	0.0869826237433354	0.413195888474877	0.0101655747407098
NUP54	0.0869826237433354	0.413195888474877	-0.0069501586399473
PAFAH1B2	0.0869826237433354	0.413195888474877	0.0090961459446313
PCDHB16	0.0869826237433354	0.413195888474877	0.0070493253930118
PGM3	0.0869826237433354	0.413195888474877	0.0141854904624453
PLAUR	0.0869826237433354	0.413195888474877	-0.0089453061655582
PLS1	0.0869826237433354	0.413195888474877	-0.0107003328537045
POLDIP3	0.0869826237433354	0.413195888474877	0.0097978895412592
PRKCSH	0.0869826237433354	0.413195888474877	-0.0108662026501209
QARS	0.0869826237433354	0.413195888474877	-0.0095793938551716
QKI	0.0869826237433354	0.413195888474877	0.0111968326677221
RAD1	0.0869826237433354	0.413195888474877	0.0093960792463757
RPL35A	0.0869826237433354	0.413195888474877	-0.0130042920125319
RSPH1	0.0869826237433354	0.413195888474877	-0.0085422443254802
RSPRY1	0.0869826237433354	0.413195888474877	0.0077165098713957
SELPLG	0.0869826237433354	0.413195888474877	0.0085182171187628
SUMF1	0.0869826237433354	0.413195888474877	-0.0106274644408661
URM1	0.0869826237433354	0.413195888474877	-0.0097049526427021
YTHDF3	0.0869826237433354	0.413195888474877	-0.0084796368307782
ZNHIT2	0.0869826237433354	0.413195888474877	0.0094382384411684
ZNF536	0.0871080137331342	0.413611309110901	-0.0125445093690959
FHOD3	0.0872841661620053	0.413906907132745	0.0096127510813614
HPS4	0.0872841661620053	0.413906907132745	-0.0108359702836731
SH3BP5	0.0872841661620053	0.413906907132745	-0.0100881676893407
SKA1	0.0873861843510787	0.414210513824113	-0.0105288264914152
DBH	0.0876506656578691	0.41528359713259	0.0084029738970471
DSCC1	0.0879621356820297	0.416578281149213	-0.0120209622443729
RHOBTB2	0.0881644965678579	0.417075855383268	-0.0061678533174472
TMEM126B	0.0886839783365484	0.417075855383268	0.0112098550272343
MB	0.0888372734085476	0.417075855383268	0.0113187434989058
SLC29A3	0.0892582372948618	0.417075855383268	0.0122449388655097
ZNF672	0.0892582372948618	0.417075855383268	0.009261086477872
ABAT	0.0897505005255134	0.417075855383268	0.0108442394418364
ANGPT2	0.0897505005255134	0.417075855383268	-0.0120642133787121
C1orf123	0.0897505005255134	0.417075855383268	0.0106133892364371
CASP2	0.0897505005255134	0.417075855383268	-0.0095884609138014
CAVIN3	0.0897505005255134	0.417075855383268	-0.0088338805926681
CBLN1	0.0897505005255134	0.417075855383268	0.0107634151967579
CEP104	0.0897505005255134	0.417075855383268	-0.009234927394251
DCUN1D4	0.0897505005255134	0.417075855383268	0.0085108254011847
DDO	0.0897505005255134	0.417075855383268	0.0089502017227762
EIF4G2	0.0897505005255134	0.417075855383268	-0.0160031041195238
EPG5	0.0897505005255134	0.417075855383268	-0.0090807022461648
FAM110B	0.0897505005255134	0.417075855383268	0.0133883848815107
FAM84B	0.0897505005255134	0.417075855383268	0.0090914636098176
GEMIN5	0.0897505005255134	0.417075855383268	-0.0101207101553022
GPSM1	0.0897505005255134	0.417075855383268	0.0089312791485952
HERC4	0.0897505005255134	0.417075855383268	0.0126014040116472
HLA-A	0.0897505005255134	0.417075855383268	0.0115128186664088
HRAS	0.0897505005255134	0.417075855383268	0.0087578102245492
IGF1R	0.0897505005255134	0.417075855383268	0.0084404817616559
KAT5	0.0897505005255134	0.417075855383268	0.0099104133464942
LTV1	0.0897505005255134	0.417075855383268	-0.0057235766007
MKLN1	0.0897505005255134	0.417075855383268	-0.0090637072039866
MMP9	0.0897505005255134	0.417075855383268	-0.0094978171441391
NEU3	0.0897505005255134	0.417075855383268	0.0100817979341151
NIF3L1	0.0897505005255134	0.417075855383268	0.0120348060594269
PDIA3	0.0897505005255134	0.417075855383268	-0.0101042060998142
RANGAP1	0.0897505005255134	0.417075855383268	-0.0092177998173888
RAP2A	0.0897505005255134	0.417075855383268	0.0110913991031594
RPS28	0.0897505005255134	0.417075855383268	-0.0075547885009354
SAAL1	0.0897505005255134	0.417075855383268	-0.0092071287822325
SH3PXD2B	0.0897505005255134	0.417075855383268	-0.0105774198656608
SMTN	0.0897505005255134	0.417075855383268	-0.0107922749853957
SORD	0.0897505005255134	0.417075855383268	0.0180629933342583
TGFBR1	0.0897505005255134	0.417075855383268	0.009323099755175
TIGAR	0.0897505005255134	0.417075855383268	-0.0090844487702988
TLR2	0.0897505005255134	0.417075855383268	-0.0094688374799194
TM9SF4	0.0897505005255134	0.417075855383268	-0.0089383518997454
UQCRH	0.0897505005255134	0.417075855383268	0.0074708492450815
ZNF638	0.0897505005255134	0.417075855383268	0.0080035205213519
BCL2	0.090344307904684	0.419656431519755	0.0135329707297601
SATB1	0.0904264816537919	0.419859243181277	0.0147399446935023
IFNAR2	0.0908727523613278	0.421638949542828	0.0119598303685137
ACD	0.0911595252892985	0.421638949542828	0.0129274631937064
ZNF668	0.0911595252892985	0.421638949542828	0.0119786928922099
FAM89A	0.0912618365755693	0.421638949542828	0.0093295528471314
TADA2A	0.0918769830138151	0.421638949542828	0.0111735393961322
YY1AP1	0.0921867456233503	0.421638949542828	0.0109813300043605
ANXA3	0.092588850229823	0.421638949542828	-0.0082191442297872
AVL9	0.092588850229823	0.421638949542828	-0.0105759266489697
AZU1	0.092588850229823	0.421638949542828	-0.0090498376359441
BTAF1	0.092588850229823	0.421638949542828	0.0121929031333624
CACNB2	0.092588850229823	0.421638949542828	0.0079101060807444
CHMP5	0.092588850229823	0.421638949542828	0.0097129511091196
CNPY4	0.092588850229823	0.421638949542828	-0.0077921143475762
DAGLB	0.092588850229823	0.421638949542828	-0.0075840077379822
DGCR8	0.092588850229823	0.421638949542828	0.0126468473469313
DNAJC7	0.092588850229823	0.421638949542828	-0.00753534875267
EIF1	0.092588850229823	0.421638949542828	-0.008033226223921
ENPP6	0.092588850229823	0.421638949542828	-0.0084089486893565
ENTPD1	0.092588850229823	0.421638949542828	0.0095101608128402
ERAL1	0.092588850229823	0.421638949542828	0.0065592104314107
FAM98C	0.092588850229823	0.421638949542828	-0.0066374723024295
HNRNPUL2	0.092588850229823	0.421638949542828	0.0143738274779751
JTB	0.092588850229823	0.421638949542828	-0.009587322606846
KIF15	0.092588850229823	0.421638949542828	-0.012091663110245
LRRC20	0.092588850229823	0.421638949542828	0.0095336380267962
METTL3	0.092588850229823	0.421638949542828	0.009035887158445
MMADHC	0.092588850229823	0.421638949542828	-0.0096302253743301
MTHFSD	0.092588850229823	0.421638949542828	0.0099404009121356
NCOA2	0.092588850229823	0.421638949542828	0.0107479831019548
NOS1AP	0.092588850229823	0.421638949542828	0.0106164148378357
OTULINL	0.092588850229823	0.421638949542828	0.0104778728536714
PACS2	0.092588850229823	0.421638949542828	0.0080599483547907
PLAT	0.092588850229823	0.421638949542828	-0.0092764238535446
RAB11B	0.092588850229823	0.421638949542828	0.0090036376242875
RANBP9	0.092588850229823	0.421638949542828	-0.0085603527571258
SACS	0.092588850229823	0.421638949542828	-0.0073285929903548
SLITRK1	0.092588850229823	0.421638949542828	0.010507532583254
SRA1	0.092588850229823	0.421638949542828	-0.0090006012979795
TBC1D17	0.092588850229823	0.421638949542828	0.0101311731348785
TMED4	0.092588850229823	0.421638949542828	-0.0088924458537101
TNIK	0.092588850229823	0.421638949542828	0.0126726036077015
UBA5	0.092588850229823	0.421638949542828	-0.0135601183995387
UBXN2B	0.092588850229823	0.421638949542828	0.0120463853663125
VASP	0.092588850229823	0.421638949542828	-0.0099890225524641
VPS26A	0.092588850229823	0.421638949542828	0.0108123570683604
YARS2	0.092588850229823	0.421638949542828	0.0083865009133211
MSL2	0.093508128684193	0.425647440048047	0.0084035608422699
ITGBL1	0.093873410324447	0.426517093041104	-0.0190894325147359
ANKRD16	0.0942585431041825	0.426517093041104	0.0127887289135295
ZNF511	0.0952380952380952	0.426517093041104	0.0196877792015739
ABR	0.0954988281153306	0.426517093041104	0.0096542069589033
ACO1	0.0954988281153306	0.426517093041104	0.0085877683575274
ACP2	0.0954988281153306	0.426517093041104	-0.009790058226324
APH1B	0.0954988281153306	0.426517093041104	0.0085595810404778
ARHGAP42	0.0954988281153306	0.426517093041104	0.0087485378196086
ARID1A	0.0954988281153306	0.426517093041104	0.0111886572787054
ARL6IP6	0.0954988281153306	0.426517093041104	0.0103367919567723
ASAP1	0.0954988281153306	0.426517093041104	0.0084365812436078
ATP1B3	0.0954988281153306	0.426517093041104	0.0097957417298168
CABP7	0.0954988281153306	0.426517093041104	-0.0112046333751294
COA6	0.0954988281153306	0.426517093041104	0.0073943900507097
COBLL1	0.0954988281153306	0.426517093041104	-0.0091454812035545
DCTN4	0.0954988281153306	0.426517093041104	0.0075518004455365
EPM2AIP1	0.0954988281153306	0.426517093041104	0.0077178270383036
ERP44	0.0954988281153306	0.426517093041104	-0.0104696287632682
FAM126A	0.0954988281153306	0.426517093041104	-0.0102791900941892
FAM206A	0.0954988281153306	0.426517093041104	-0.0070189481167803
GMDS	0.0954988281153306	0.426517093041104	0.0107252261109832
GNAO1	0.0954988281153306	0.426517093041104	0.0080279319140488
GNL1	0.0954988281153306	0.426517093041104	0.0088400014791627
HARS2	0.0954988281153306	0.426517093041104	-0.0095136918386451
HDAC8	0.0954988281153306	0.426517093041104	0.0092140985244584
HSPA13	0.0954988281153306	0.426517093041104	-0.009254921924643
HTD2	0.0954988281153306	0.426517093041104	0.005783805180403
HYOU1	0.0954988281153306	0.426517093041104	-0.0122364530464568
IDH1	0.0954988281153306	0.426517093041104	-0.009516612110172
LANCL1	0.0954988281153306	0.426517093041104	0.0070474877955583
MAZ	0.0954988281153306	0.426517093041104	0.0081853367538991
MDP1	0.0954988281153306	0.426517093041104	0.0092036707759432
MTCH1	0.0954988281153306	0.426517093041104	0.0105336266301313
MTTP	0.0954988281153306	0.426517093041104	-0.0088413138638939
NTNG2	0.0954988281153306	0.426517093041104	0.0088889603646021
PACS1	0.0954988281153306	0.426517093041104	0.007008024448314
PHLDB1	0.0954988281153306	0.426517093041104	-0.0080201752102632
RCAN1	0.0954988281153306	0.426517093041104	0.010872381528162
RCOR3	0.0954988281153306	0.426517093041104	0.0076059287516793
RPS18	0.0954988281153306	0.426517093041104	-0.0113889399326432
STK11	0.0954988281153306	0.426517093041104	0.0095512055587325
SUFU	0.0954988281153306	0.426517093041104	0.0102699993623965
TJP2	0.0954988281153306	0.426517093041104	0.0161142934791108
TMEM165	0.0954988281153306	0.426517093041104	-0.0096659709815331
VPS13D	0.0954988281153306	0.426517093041104	0.0110264528871355
ZNF346	0.0954988281153306	0.426517093041104	0.0091049785464189
FAM122B	0.0957276746675151	0.42736409059183	0.0111404154178776
AGR2	0.0959511077158136	0.428186236724437	-0.017021539459015
ADGRE1	0.0960859157646617	0.428612378750549	-0.0118940046224401
HIVEP3	0.0967510066994347	0.430664363695711	0.0087455275490262
STK16	0.0967510066994347	0.430664363695711	0.0161704843558139
TNFRSF10B	0.0967510066994347	0.430664363695711	-0.0079957774637128
ADA2	0.0984815867449466	0.430664363695711	0.0109027901025322
AKR1B1	0.0984815867449466	0.430664363695711	0.0111155137580265
ANAPC5	0.0984815867449466	0.430664363695711	-0.015069199869077
ARFGAP1	0.0984815867449466	0.430664363695711	-0.0087092833126754
BCL2L2	0.0984815867449466	0.430664363695711	0.0118740710899106
CBARP	0.0984815867449466	0.430664363695711	0.0093396320804892
COL28A1	0.0984815867449466	0.430664363695711	0.0113311226378824
CTNNA3	0.0984815867449466	0.430664363695711	0.007270241185208
CTNNB1	0.0984815867449466	0.430664363695711	0.0117982309212516
CYP4F11	0.0984815867449466	0.430664363695711	-0.0107314408878247
DNER	0.0984815867449466	0.430664363695711	0.0089646874984444
DOPEY1	0.0984815867449466	0.430664363695711	-0.0026667280315137
DPP7	0.0984815867449466	0.430664363695711	-0.0079771444570771
EHBP1L1	0.0984815867449466	0.430664363695711	-0.0096673510213544
GRAMD4	0.0984815867449466	0.430664363695711	-0.010784354162424
GRIN1	0.0984815867449466	0.430664363695711	0.0043636242854634
HEATR5A	0.0984815867449466	0.430664363695711	0.0109283162435624
HEBP2	0.0984815867449466	0.430664363695711	-0.0117035064081751
INPP1	0.0984815867449466	0.430664363695711	0.0110058922818159
KIN	0.0984815867449466	0.430664363695711	0.0113398329688261
LHPP	0.0984815867449466	0.430664363695711	0.0113334488004805
LSP1	0.0984815867449466	0.430664363695711	-0.0089715690487893
LTA4H	0.0984815867449466	0.430664363695711	0.0096589004064477
MAP3K11	0.0984815867449466	0.430664363695711	-0.0072217420440057
