gene	p_value	fold_change	fdr
PITPNM2	0.5684362480289417	1.0286974909587474	0.7850781798669216
EXOC1	0.6262928935859023	1.0069965618787549	0.8194312508448902
RBM27	0.11851673962904592	1.1897899706440818	0.34544116981023376
POU4F3	0.47943302660233056	1.0565701911061105	0.7248160538738796
OSBPL8	0.5996922763868605	1.0774941106143947	0.8052755344218795
DTX2	0.5180687624492549	0.8827498246606551	0.7525174358878881
NLRC4	0.4244272891023065	1.1421556878212782	0.682769630353141
PUS7	0.737128012448743	0.897671039234138	0.8837981884587756
LAMB4	0.31102730088348807	0.8853684911504694	0.5837273553113228
NRCAM	0.013697610456825928	0.5932671697410525	0.09730186249837586
LAMB1	0.14925680526681823	0.47817007054772676	0.3943037371624527
SLC26A4	0.0607563437041811	0.4871516551666856	0.23492204711271494
SLC26A3	0.7990205129635345	0.844661430024591	0.9164201147861712
DLD	0.08669308709295395	0.8150939538159939	0.29016740306872546
WDR7	0.8416510797660218	0.9851876395700843	0.937859590973604
TXNL1	0.11851673962904592	1.2258594235776406	0.34544116981023376
IL5RA	0.48267988351800717	0.16349367342744828	0.7275169202617617
ABCC6	0.24315072661705073	1.0369592864968815	0.514196426003953
CMTM6	0.9549219503047697	0.9493925562046052	0.989308129000142
ITGA6	0.038939587215509164	0.7583903737933411	0.18156781418147883
RAPGEF4	0.0002516344339743353	1.6513600561362949	0.007966039246769467
MAP3K20	0.36904074503398016	0.8466374695849272	0.6377280095151326
SMPX	0.16296715809911955	0.1539694225191877	0.41521780473811554
FH	0.23958161725731716	0.8857099416320244	0.5119945536544517
SEL1L3	9.33710166018985e-05	0.24815810884124928	0.00420858741735843
TF	0.3983089443904342	0.9832692898425693	0.6621344069419836
CDV3	0.00701722405613785	1.3299590425996282	0.06531124316949147
MYO15A	0.033159578723667336	0.4423161734850047	0.16502410586454286
ALKBH5	0.34109122825643073	0.907826069911128	0.6130445307246265
APOH	0.7484148539609077	0.24409669213544546	0.8905455177703477
NLRP1	0.8064167057380578	0.944547364411132	0.9193781786406006
PITPNM3	0.42078374329192514	0.4858739584447198	0.679440849230789
SPAG7	1.0	1.0891146671757537	1.0
ORC6	0.2426990549382874	1.512738834747259	0.5141026976655162
ZFHX4	0.3983089443904342	0.7605240368427776	0.6621344069419836
SLC17A6	0.9171562858242752	0.7774930201424289	0.9723704492925765
CPA1	0.003928345676531293	0.055188843337311146	0.045484716821048266
ZC3HC1	0.5530933713202311	0.8501655311573876	0.7757157069538668
ESR1	0.7259411966339342	1.0311762596826508	0.8786391968890039
RGS17	0.41125038121537827	1.0401167465779593	0.6728723072122063
ANGPT2	0.2822342211189929	0.7800322754148242	0.5565066654464801
TMEM101	0.9549219503047697	1.005631184099917	0.989308129000142
CD200	0.6049731272721461	1.0972907068323121	0.8083530683504374
CCDC80	0.6262928935859023	1.0428806785293705	0.8194312508448902
CMA1	0.9965905752032722	0.7341499968232097	1.0
PSME1	0.6370674281332944	0.856648035268546	0.8257102205936874
PPP2R3C	0.20988756057059912	1.325905726295764	0.47602508795519494
HAUS4	0.6975970258880173	1.0486946476724754	0.8609563398582734
JPH4	0.0017040700576368714	1.6906809338965674	0.02688312521760301
MYH7	0.5034021925331287	1.1087226376820372	0.7411079327198584
CEBPE	0.8322169538218627	1.0498455888465807	0.9341276582045269
SLC7A8	0.8712497186161992	1.38813443833079	0.9492735783092526
OSGEP	0.8950554637317519	1.0099931248649305	0.9607788038050462
SLC22A17	0.36496675082821073	1.10847178335915	0.6342193464226967
RNF31	0.5150569773572726	1.36032610413002	0.750792965881919
SCFD1	0.1933460123583382	1.1710872688159095	0.4556496153312213
G2E3	0.4479491090164953	1.1619084472437835	0.7013063621689484
HECTD1	0.1714842121662412	1.1894396135941743	0.4263122285645584
HNRNPC	0.16543700209625734	1.1639098364016096	0.41870158912891015
RPGRIP1	0.0757725862746312	1.2496328381966602	0.26938043770235554
SUPT16H	0.01014914829065818	1.4048129798400533	0.08120605506781488
TOX4	0.2822342211189929	1.1066117527520614	0.5565066654464801
GEMIN2	0.08969439397832257	1.2679383314855999	0.2959227208789865
TGM1	0.36496675082821073	1.3891789997074089	0.6342193464226967
TINF2	0.8593872366123328	1.0435518526366554	0.9441165529627872
DAZL	0.2531332687291473	3.147551802621226	0.5260803502372915
TBL1Y	0.0036691661238546598	3.252532934691208	0.04333186767978326
SEMA6A	0.26528275204396007	1.1636757990976214	0.5388484741356446
TRPM7	0.8653148492104507	0.9448276590631801	0.9454723528987368
TYRO3	0.1537571637472757	0.6779110718027865	0.4012097680082255
WDR76	0.5329438027014509	1.0513887119284622	0.763094417321496
CAPN3	0.7086711704142994	1.1512543486779494	0.8682938941036528
SNAP23	0.7485511656250495	1.0274056728135486	0.8905455177703477
TBX15	0.18804110309811084	0.553173035491681	0.4485077639851753
PHGDH	0.05031853034439451	1.2774505143914374	0.21102793485815963
COL9A3	0.40691028300231896	0.6741140577242803	0.6693212761766357
EZR	0.18804110309811084	1.2305642174057807	0.4485077639851753
MYL6	0.2426990549382874	0.7890477283472481	0.5141026976655162
AGO1	0.012110464033376839	1.409294207089884	0.09011918027352867
TEKT2	0.2522142671992248	0.5461292327950031	0.5248618547156783
CLSPN	0.6262928935859023	1.1882798365347145	0.8194312508448902
RFFL	0.49856043118410764	0.8441855617557327	0.7371903087359479
UNC13D	0.9729443543493346	1.1115017691645277	0.9975525114919439
MFSD11	0.30736212116581607	1.0928029560889527	0.580821752424642
DPYSL2	0.34500256978567745	0.9114929463762197	0.6167927841337183
TGFB2	0.09593531912331656	0.4867562560415333	0.30667874473547885
GPATCH2	0.5684362480289417	1.0968362427416884	0.7850781798669216
NUP50	0.1405451061898492	1.2074481191135877	0.3816754275254677
CDC45	0.5735934576790327	1.10124876901937	0.7880613794413068
COMT	1.0	0.9945106201154509	1.0
ADA2	0.20706487486779482	0.8171066258083916	0.47296635450316404
ECHDC1	0.8181233791346252	1.016753978944547	0.9263331858899305
LRRFIP2	0.0607563437041811	1.1823384340656877	0.23492204711271494
SEC22C	0.26197464991280356	1.0857420761347585	0.5350698980685626
XYLB	0.49050672437788323	1.0547255770430626	0.7312791620095848
HDAC6	0.1448531055366745	1.2081874621805284	0.3871543330389362
OR1I1	0.14090632509087025	2.104835112041454	0.38254662846626486
GABRP	0.0003794988631091058	4.8235631168394475	0.010166390390358155
KRT31	0.7896644070691707	0.22477767822710892	0.9094255317086307
CDC6	0.7715543658109477	1.1067402310916126	0.9031842505050118
UPRT	0.7259413490328515	1.002778133421677	0.8786391968890039
CDC23	0.27537135803204016	1.2162328979039283	0.549552517278574
AAAS	0.029731790619151866	1.4524417516670047	0.15446007909197693
CBX5	0.03168072186256112	1.4331176349506103	0.16061803577400766
FMO2	0.8142316565391864	0.7133089883199731	0.9244465329514076
SUCO	0.4560738613070551	1.3577029692949005	0.707409608226453
MSH2	0.27537135803204016	1.145403524764826	0.549552517278574
MAP3K1	0.8534671966360218	0.9452805987719075	0.9441165529627872
DHPS	0.2857068381710433	1.1335461406106797	0.5595042869102527
HOOK2	0.508267608145204	1.0990805034673734	0.7448532350051754
NXPE1	0.17198837567273673	0.3691182844328867	0.4271987372533733
ARCN1	0.18542744473419037	1.148599934721992	0.4449647555156494
EPB41L4B	0.004983660078037985	1.7462765062950845	0.052756935219197325
TMEM38B	0.7831298160210926	0.8927600137049528	0.9086960430456267
PSMD5	0.19603743735796209	0.8273811264740193	0.4592482027748521
PTGS1	0.13018729390881775	0.5399188440140344	0.3645821983709806
NUP188	0.041360971172473775	1.4353438883794578	0.18714215407673207
CRAT	0.5839710510411974	1.0840143843705496	0.794648933816914
SH2D3C	0.32194412623143653	1.2014755704529652	0.5955288195807306
NANS	0.6479159174171651	0.957669536790454	0.8328713405733926
TBC1D2	0.6155941844001098	1.073476592655535	0.814838029987308
WHRN	0.7542827808242072	1.0286621028235994	0.8939044037254011
PDE6C	0.03932047437365809	2.4695346495239923	0.18307857226910165
CWF19L1	0.006118130058310018	1.4989717397694609	0.059825578581542846
SEMA4G	0.005747234863402451	1.7504757054391433	0.05759811254361189
BTAF1	0.04841350704081135	1.8236911758861478	0.2058199195575117
IKZF5	0.005024602725699264	1.6416408598487178	0.052756935219197325
BLNK	0.4889484989098217	1.264896831547923	0.7299908543266431
TLL2	1.0	0.6676547821011997	1.0
CYP26A1	0.22349590930065	0.21355205888344503	0.49350730409289295
TDRD1	0.9263410091375787	1.0372218397884136	0.9767495624364209
SORBS1	0.1384266877586805	1.2740351951155893	0.3781465549725224
CRTAC1	0.0018214201073202241	2.9684809811572737	0.02801080751558015
BAMBI	0.16305156412356192	1.368706674254931	0.41521780473811554
IL11	0.0044778400523038265	0.17091381679698267	0.04911355158178664
MYO3A	0.9069428471603498	0.24168614807865946	0.9665782918045898
WAC	0.00022023275272545337	1.6812893365379706	0.007343354570974049
CREM	0.5581860085814756	0.8469057754726573	0.7798314960250714
NUBP2	0.8357556245814166	1.0150971276165457	0.9352538706006265
TPSD1	0.17635799210729985	0.13681628864412002	0.43264278859397964
SMIM24	0.009531510009616153	0.42379032757715884	0.07835041944943265
HIVEP1	0.49374248274991145	1.0980892712119708	0.7330435997912771
TREM2	0.6370674281332944	0.8558243210187164	0.8257102205936874
KCNK16	0.42657327922159427	1.6258867682731477	0.6854064461843491
CRISP3	0.6782345299882188	0.7466761379865332	0.8521708294422891
FKBP5	0.01620797440907278	0.43710211667193527	0.1074143061064357
SRPK1	0.014034992507099747	2.6271949867577464	0.09862525729469387
BRPF3	0.21851477160142624	3.2788414889228137	0.48609907652016454
MRPS18A	0.720097684691909	0.9089996687752488	0.8752334876081613
PGC	0.16029270741589463	57.52136406542018	0.41142017421146065
TMEM14A	0.0607563437041811	0.7494304877404167	0.23492204711271494
EFHC1	0.02446309577541261	0.6099585427994629	0.1373389509588997
NCR2	0.2831157723459612	2.135091409157094	0.5577754902988231
HSP90AB1	0.6479159174171651	1.0207536286218033	0.8328713405733926
MLN	0.8939990247864669	1.2814798093626545	0.9607788038050462
CDC5L	0.006289683530975373	1.441320785652695	0.060936539879680035
ITPR3	0.002766365105824324	0.33066652597188173	0.036217190745754
ZNF184	0.040540757734873534	1.4165099463744397	0.18604916952167277
DSP	0.5131565198060334	0.5973552873384566	0.7484834021456213
SIRT1	6.821247041323763e-06	1.7667605253938456	0.0007379030156531438
HNRNPH3	0.0002516344339743353	1.6384204546079706	0.007966039246769467
IFT74	0.7608948989790502	0.9437929339291187	0.8965829287048673
JAK2	0.6643231183501889	1.0137771782712015	0.8417308716610284
IL12RB1	0.8866669239190286	1.1376912841716147	0.9573807429456868
ABL1	0.1405451061898492	1.405437517965017	0.3816754275254677
ACOT7	0.5034021925331287	1.0609536131051491	0.7411079327198584
SH3GLB1	0.18542744473419037	0.8518793816458363	0.4449647555156494
CDC7	0.02139619903394156	1.7279123975411699	0.12653903277461656
SYDE2	0.42078266660346275	0.5111602015239581	0.679440849230789
PCSK5	0.0001597159610512438	0.3275376232179332	0.00596367427743806
SCD	0.20988756057059912	1.3792936980399502	0.47602508795519494
TMED1	0.4075716308875825	0.941715089466282	0.6698275621408514
ABLIM1	0.025562144631039337	1.757092070138698	0.14079632237713288
ERMP1	0.4423582070321574	0.8352831857215939	0.6971017412241548
RAB18	0.008025556508699731	1.553849276226856	0.07037138039193823
NRP1	0.022887445069077375	0.49961086961444856	0.131576745400153
PRTFDC1	0.02235861881790215	1.5599473010841316	0.12996860358120937
PALMD	0.08522169137475803	0.6789373934456552	0.2874789450134612
TSPAN15	0.0005764830312440336	1.8528877222881575	0.013658823860426534
MACROH2A2	1.866894335540168e-06	4.132871792921875	0.00030732327535748624
WASHC2A	0.0020103881831644715	1.4289060243398777	0.029967447791721745
MAST3	0.7314370374687333	0.7955436173871138	0.8813726316040551
MZF1	0.03515877299765275	0.6351713918659762	0.17070806145641554
OCEL1	0.054307406421561816	0.8135396388611598	0.2206209251001259
MYO9B	0.4889484989098217	0.8906518028671422	0.7299908543266431
KCNK6	0.6316707981121067	0.8692457809700963	0.8225450460214812
CATSPERG	0.9969265781228511	1.0946989956123387	1.0
PSMD8	0.5735934576790327	0.8864494898254142	0.7880613794413068
FBXL19	0.34109122825643073	1.1726060186779474	0.6130445307246265
STX1B	0.15604388233254116	0.9204893228163367	0.40494403515247934
HSD3B7	0.0003855828165589327	0.43166922013876	0.010166390390358155
SETD1A	0.30348208784288966	1.1954053984881297	0.5767713487555209
BCL7C	0.2334279188547616	0.8573639507663899	0.5043972071498107
MAGEB2	0.14327989335554658	1.6047000135858684	0.38589154376353
EFNA2	0.013697610456825928	2.062081993350815	0.09730186249837586
CIRBP	0.015454592763750339	1.3032635809676223	0.10426617805080458
ATP5F1D	0.7889349830171634	1.0371855658598808	0.9086960430456267
CBARP	0.7257601700947548	0.8559914177129133	0.8786391968890039
PCDH11Y	0.007114780510199374	3.0814650885241988	0.0660244656071492
AMELY	0.5110864497053795	0.0	0.7470757145681832
IGFALS	0.03511453505449118	1.7843196464638509	0.17070806145641554
HNRNPM	0.025007671687552628	1.3498699098739322	0.13887363822735665
MARCHF2	0.08376959798306598	0.8889717194425135	0.28481362417697953
NDUFB7	0.49856043118410764	0.87213724222874	0.7371903087359479
TECR	0.22738212175954933	0.8974959556432296	0.49723587236109834
TIMM13	0.46069606126284657	1.1386142839305438	0.7111308713917175
CDC34	0.09277473525368607	1.3419834943466935	0.30192857367844783
MTAP	0.20988756057059912	1.488150762954732	0.47602508795519494
MISP	0.2962189730112569	1.1962438954844101	0.5696373321640403
CEP170B	0.5180687624492549	0.6778323242432296	0.7525174358878881
POLR2E	0.5329438027014509	1.1469563329113561	0.763094417321496
POLRMT	0.34109122825643073	1.2413006539808	0.6130445307246265
HCN2	0.15604388233254116	1.2141204174181492	0.40494403515247934
CDHR5	0.9049295043528395	1.111882948391912	0.9662493735767191
IZUMO4	0.7600273778391065	0.7759070988041625	0.8965093332838261
RASSF7	0.0002105413766209962	0.4373894461340453	0.007207520435464881
GADD45B	0.01739505362764466	0.4939744584335061	0.11197067671708298
PALM	0.07027637275555919	1.286910651670916	0.25648776029217096
MADCAM1	0.32194412623143653	1.0374468554444112	0.5955288195807306
MKNK2	0.29273449215624125	0.8544596328805805	0.5664680232045184
ARVCF	0.042194467825593766	1.5519609192197756	0.18968973412641074
TRMT2A	0.4378370407132128	1.1100845645353643	0.6932663949265498
RANBP1	0.04841350704081135	1.39254146421352	0.2058199195575117
ZDHHC8	0.3257188299930522	1.1578880496656252	0.5991821174422769
KLHL22	0.2656139183322963	1.1483095336911033	0.5388851235611083
MED15	0.9669349818332705	1.0002113988572794	0.9953263085795032
SERPIND1	0.2842138871761557	0.20611442726077642	0.5595042869102527
SNAP29	0.2719810832199535	1.0797104887070814	0.5457784488485202
CRKL	0.028487626081077456	1.3060530015188252	0.15039019780838742
LZTR1	0.2426990549382874	1.098647466774841	0.5141026976655162
MMP11	0.07679327945456102	0.3680776693360401	0.270923140766734
CECR2	0.0005993944600330224	2.305342685560423	0.013922866899245578
SMARCB1	0.00846176426395559	1.4491845094581943	0.07261543938392714
P2RX6	0.20988756057059912	1.3917427211093247	0.47602508795519494
DERL3	0.0006338377137114539	0.3620797409488219	0.014509605215496702
SLC7A4	0.3694462107873375	0.280592615169401	0.6377897108458332
BCL2L13	0.23649125419540548	1.1232862632533367	0.5086940044509967
DDTL	0.6209339451211492	0.8934768782677375	0.8161991747735367
DDT	0.006949662876157522	3.198047074735679	0.06529234139381541
GSTT2	0.5581860085814756	1.300619622553627	0.7798314960250714
OSM	0.09754607673129173	0.37029290224969325	0.3096319212944473
CABIN1	0.35290688228293726	1.1338241541146372	0.6233908919005585
TBC1D10A	0.008025556508699731	1.6881362648877614	0.07037138039193823
SUSD2	0.07679327945456102	0.46091065461419173	0.270923140766734
SF3A1	0.005318593001853324	1.3406369418612558	0.05451341858044682
GGT5	0.009153436735990577	0.5522772427936167	0.07616866410946709
RNF215	0.6424825465578098	0.9986644820147403	0.8294917198994679
SEC14L2	0.4469048119273858	0.7768232890186335	0.7011150239991166
SEC14L3	0.3611840743566288	0.7943613763285895	0.6308923438904079
SPECC1L	0.6370674281332944	1.036325554133614	0.8257102205936874
PPIL2	0.37726944609662266	1.1580887943424998	0.6454528139904647
UPB1	0.020609739247048436	1.6048750354125185	0.1236332689361533
YPEL1	0.023752493676235237	1.6550418541987721	0.1353582159130065
SNRPD3	0.029104288095310505	1.308224377302046	0.1525875754496592
PES1	0.2719810832199535	1.187221497102162	0.5457784488485202
MAPK1	0.9729443543493346	0.9395178922712668	0.9975525114919439
GGT1	0.32764410988003034	1.6271104527358577	0.6020802411317079
PRODH	0.003982523982529784	0.28601089965011556	0.04552727144521217
PPM1F	0.8534671966360218	0.9843093673267442	0.9441165529627872
SLC35E4	0.5684362480289417	1.0170779036259583	0.7850781798669216
TOP3B	0.0756553527708275	1.7499942542452291	0.2693176914826129
CRYBB3	0.7334721328231285	0.7933631355870794	0.8814982825339415
CYTH4	0.5684362480289417	0.8984373889696854	0.7850781798669216
ESS2	0.10082926894926444	1.2435664334651713	0.315869417587047
MFNG	0.01699160699234814	2.1648946086309127	0.110198051377918
CARD10	0.41561664429622236	1.1597718746660073	0.6755893654743528
SLC25A1	0.9249378745810481	1.0278252420805456	0.9754330624307181
GRK3	0.009394310191459622	1.4919552370400653	0.07735697530862205
PLA2G3	0.44323877229227204	0.34395588137609523	0.697886926531127
LGALS2	0.6466760523059802	0.6213882714196739	0.8328713405733926
GGA1	0.07952759305153155	1.2377601827647577	0.2766005629356134
HIRA	0.10250199924243483	1.1909271231922514	0.31862808758471345
SH3BP1	0.6262928935859023	1.133112524981721	0.8194312508448902
SEZ6L	0.23958161725731716	1.0864054443467535	0.5119945536544517
LGALS1	2.2258239053400953e-06	0.2682267879873479	0.0003453858389507651
HPS4	0.02446309577541261	1.4395326482859017	0.1373389509588997
PIK3IP1	0.028487626081077456	1.2411483489390087	0.15039019780838742
SRRD	0.24901533797354247	1.1249077261144087	0.5214145960819746
PATZ1	0.0006990181082397055	1.7716030057050842	0.015387339310564959
TRIOBP	0.9129704530685745	0.9956750601299792	0.9697269621860058
TFIP11	0.7485511656250495	1.032969780117313	0.8905455177703477
GCAT	0.7889349830171634	0.9686042338371048	0.9086960430456267
GGTLC2	0.5537709506764812	0.5640012642225032	0.7765509531301086
CRYBB1	0.2458436145932387	1.2817647673251304	0.5179240449437571
ANKRD54	0.20706487486779482	0.8532663699399713	0.47296635450316404
EIF3L	0.0007260309751816117	1.6358207630897874	0.015707991304186392
SNU13	0.8890947219291804	1.0032076550053663	0.9575294220526405
MICALL1	0.47471182886584073	1.0688387180195922	0.7207387594225324
POLR2F	0.015088963846265664	1.388500927744913	0.10264073825858974
SOX10	0.011520225318774828	3.302005777751738	0.08716602138678109
CCDC134	0.36904074503398016	1.174654490018204	0.6377280095151326
DEPDC5	0.04566428878918703	1.2881815417409015	0.1991409009601704
PICK1	0.01095426922438347	0.6052472616458476	0.08488549762046806
TTC28	0.03738977188077858	1.3953205589861901	0.17766711131401086
SLC16A8	0.6745838887544552	0.8353154283921213	0.8491076289317071
CENPM	0.5429740180449096	1.0716449388596223	0.7691590194259342
SEPTIN3	0.07952759305153155	1.239657674414777	0.2766005629356134
SLC5A1	0.2840436041037435	0.523266729844325	0.5594287837378245
SLC5A4	0.13203559165800693	1.2984219363330594	0.3681291697620605
KDELR3	0.0005543262312124545	0.21756316217834057	0.013266687589232587
CYP2D6	0.1464477607258875	1.8879564312868107	0.39036176507917925
DDX17	0.27878906591841945	1.209896071990481	0.5528761582758851
DMC1	0.0014066209421680865	0.35699974599644696	0.023649273833768438
TCF20	0.5530933713202311	1.0214528577810151	0.7757157069538668
HSCB	0.42000897997304243	0.8531046828506562	0.6786028846863246
CBY1	0.35290688228293726	0.8550327607215786	0.6233908919005585
TOMM22	0.6155941844001098	1.0957524182889875	0.814838029987308
RSPH14	9.110437770805733e-06	0.3102130595512964	0.0008982796741621007
XBP1	0.18542744473419037	0.7942975033041105	0.4449647555156494
RTCB	0.22439955050962548	1.142521575152151	0.49379378015781933
JOSD1	0.23958161725731716	1.0925013464128361	0.5119945536544517
FBXO7	0.0204472339323378	1.3857844078619779	0.12288463034066249
GTPBP1	0.01739505362764466	1.340842727838654	0.11197067671708298
POLDIP3	0.04566428878918703	1.2977026746666318	0.1991409009601704
RAB36	3.6300197516792513e-09	0.10757808229526133	4.581326927935994e-06
TIMP3	0.03380106538834809	1.4097730739505225	0.16715986647513523
PPP6R2	0.29273449215624125	1.1619370652862935	0.5664680232045184
SBF1	0.10591046076806271	1.2185790610995006	0.3239080666882383
SUN2	0.1426872038247902	1.113538246164839	0.3846235875846651
CYB5R3	0.8771915319695551	1.086869540522196	0.9518578981838616
DNAL4	0.6533672982152271	0.9811597849868556	0.8351719326477018
C22orf31	0.9477487911556454	0.7599849128644063	0.9864900879903391
MIOX	0.12067831605032928	0.9381429219558716	0.3491611189284401
LMF2	0.07282924791581422	0.7375218825206872	0.2621659046005474
RHBDD3	0.7715543658109477	0.9504474221479114	0.9031842505050118
PACSIN2	0.34894113452148046	1.0630955546625271	0.6194490451637422
TTLL1	0.4378370407132128	1.1080317843624383	0.6932663949265498
RASL10A	0.019089096540951984	2.6503654854576033	0.11782709051736616
AP1B1	0.30348208784288966	1.1311301866299688	0.5767713487555209
HMGXB4	0.028487626081077456	1.3420023512812569	0.15039019780838742
TOM1	0.8653148492104507	1.0496745842709037	0.9454723528987368
NEFH	0.3898133146915937	0.9329614169567911	0.6547426534948836
CHKB	0.7259411966339342	1.2105531267571612	0.8786391968890039
BIK	0.010771699637554802	0.41918071487201425	0.08429890278567587
HMOX1	0.8771915319695551	0.9382952629424688	0.9518578981838616
MCAT	0.5891910241235689	0.912533745249721	0.7974530119170147
THOC5	0.08233665258674014	1.1817790552386118	0.28184250714641873
MCM5	0.5329438027014509	1.1144750655886344	0.763094417321496
APOBEC3H	0.9232828548273126	0.9255463486499234	0.9754330624307181
ARSA	0.9189519681101626	0.9454224125374634	0.9723704492925765
TSPO	0.14704293205745217	0.6887923612070275	0.39036176507917925
RASD2	0.5100965790094885	0.652721688442109	0.7469553169267192
TTLL12	0.2522142671992248	1.2217685174898636	0.5248618547156783
CBX7	0.9789551953030096	0.8582735249876661	0.9995469932733548
PDGFB	1.0	0.9738528215328145	1.0
ACR	0.9416560857955297	0.9996033763083274	0.9839264701430044
CABP7	0.08669308709295395	2.398441027643005	0.29016740306872546
RPL3	0.001049264749439948	1.424120601151111	0.01957007977502232
ZMAT5	0.6975970258880173	1.0868237818131352	0.8609563398582734
RBFOX2	0.21273672487123652	1.0846715246414362	0.4797282833278593
SYNGR1	0.7542827808242072	0.7442357491974677	0.8939044037254011
TAB1	0.17522932953663287	1.213978850755882	0.430534255348215
ASCC2	0.8593872366123328	1.0067371537103496	0.9441165529627872
MTMR3	0.19603743735796209	1.156939844855185	0.4592482027748521
MIEF1	0.049026860134975085	1.2577862462484437	0.20791386407150836
APOL4	0.27537135803204016	0.5308842564650222	0.549552517278574
PNPLA5	0.19016590800522892	0.35977175757976804	0.4522959978903502
APOL1	0.06779389359264243	0.3741901259859406	0.25159894130607996
PNPLA3	0.13221225636322695	0.5212749141012857	0.3681291697620605
MYH9	0.1384266877586805	0.6720481609095998	0.3781465549725224
CACNA1I	0.7433518584639793	0.4047308637381867	0.8872326302639568
SAMM50	0.5329438027014509	1.0310451443578272	0.763094417321496
TXN2	0.6049731272721461	1.1014125802534802	0.8083530683504374
FOXRED2	0.6102738364201088	0.8708220264273865	0.8116547700765125
GRAP2	0.030401768648465236	0.4865659959182459	0.1567373422581508
EIF3D	0.04841350704081135	1.2067426149441924	0.2058199195575117
TNRC6B	0.16784739346864264	1.2359527218668924	0.4219274421468121
SGSM3	0.06963476735770406	1.4108687676027523	0.25587262827032137
IFT27	0.27878906591841945	1.297167530201638	0.5528761582758851
PVALB	0.07833371165055854	0.492071602204809	0.27385715262238325
KIAA0930	0.5329438027014509	1.0352513420876637	0.763094417321496
NCF4	0.5839710510411974	0.7928316593900492	0.794648933816914
CSF2RB	0.5684362480289417	0.7550161703604759	0.7850781798669216
SLC25A17	0.25869388924770936	1.151149871341082	0.5320875725063435
UPK3A	0.22645394427993493	0.32587526779484505	0.49723587236109834
FAM118A	0.6920105252800894	1.127113883510821	0.8571349943782631
KCTD17	0.12620636209424038	0.7853833186989267	0.3577209605101837
ST13	0.1933460123583382	1.1077018815372301	0.4556496153312213
IL2RB	0.20706487486779482	0.5894790772980594	0.47296635450316404
RBX1	0.9429187058969091	0.9617606537851418	0.9839264701430044
EP300	0.12425012818993134	1.3003620310480277	0.35536775596972203
L3MBTL2	0.7031992593357959	0.9463947042507552	0.8644889394432074
CHADL	0.13603675600044587	1.310062631256321	0.3747492052846665
RANGAP1	0.15835511427652396	1.1259117160645569	0.4079777719609248
ZC3H7B	0.1702828424741421	1.1829928090319313	0.4242727679491951
PHF5A	0.8475550398583394	0.9471052914070051	0.9406181533332292
ACO2	0.3898133146915937	1.0755746966844997	0.6547426534948836
POLR3H	0.3568997664008231	1.1454729839625046	0.627749649515375
TRMU	0.8890947219291804	0.9863027118046954	0.9575294220526405
PMM1	0.1777405695696927	0.8535413995415533	0.4343928120996453
DESI1	0.13203603963019844	1.1743592416285598	0.3681291697620605
CERK	0.4244272891023065	1.183647031317978	0.682769630353141
BRD1	0.057460402153938904	1.2978097172566252	0.22771255456902187
ZBED4	0.04304139802178133	1.3673256305692625	0.192219086093499
MLC1	0.0003855828165589327	0.3347726122707813	0.010166390390358155
HDAC10	0.5817485693228178	1.1591636576426145	0.7943084246797759
KCNK10	0.10487178249403158	1.5948676362271428	0.3231853677998554
ABHD4	0.47001517723443464	1.0668724298838217	0.7172917560880914
KHNYN	5.04340001495275e-06	0.29337847059078764	0.0006042823144498134
FKBP3	0.7314370374687333	1.0335021280645433	0.8813726316040551
SDR39U1	0.31447696406326137	1.3371218146315778	0.5876885967972216
CTSG	0.25588858399278236	0.6114442224359499	0.5295394385185136
GZMH	0.021910046085047964	0.36693417912609894	0.12809730773194658
GZMB	0.15973303205009892	0.5383028491825744	0.4104664082720813
RBM23	0.0344527130688037	1.3340692710544741	0.16853341372235733
PRMT5	0.10419568080042456	1.3165591711706428	0.3215729431419689
COCH	0.08522169137475803	0.33350008122748626	0.2874789450134612
AP4S1	0.6370674281332944	1.1265063150240673	0.8257102205936874
POLE2	0.46069606126284657	0.836714654721112	0.7111308713917175
VCPKMT	0.26861822119877904	1.1422652755266307	0.542133427027088
SOS2	0.04304139802178133	1.2756298632388239	0.192219086093499
CDKL1	0.18387088308837418	1.1511000550491273	0.4431393619027386
NIN	0.007406885301882256	1.5119261447962378	0.06734858100381028
PYGL	0.0004921769653407919	0.4280961419837257	0.012147851539591305
TRIM9	0.38142402738479625	1.0798426939509613	0.6487788690010886
PSMC6	0.3898133146915937	1.068498203790014	0.6547426534948836
GNPNAT1	0.6864400185367299	0.9301364424943853	0.8562295572852892
DDHD1	0.10591046076806271	1.3287157437922021	0.3239080666882383
CDKN3	0.8831399713746723	0.9888871821984988	0.9545919149305654
CNIH1	0.9669349818332705	1.0185117821309262	0.9953263085795032
CGRRF1	0.8534671966360218	1.0351728388010535	0.9441165529627872
ATP6V1D	0.3856053411460773	0.8907559617496669	0.6519509433988023
CCDC198	0.5006634348513206	0.7354337936463018	0.7393182125717901
PLEK2	0.08092270264384692	0.6344116792555132	0.2790881756931248
PIGH	0.6920105252800894	1.0503532735464947	0.8571349943782631
LRRC74A	0.3091849544656097	1.201574190807585	0.5833928409237972
PSMA3	0.7144498574562824	1.0198446967254484	0.8715846276262974
VTI1B	0.5735934576790327	1.052000991889863	0.7880613794413068
TIMM9	0.5839710510411974	1.144301583628868	0.794648933816914
